"Document Title","Authors","Author Affiliations","Publication Title","Date Added To Xplore","Year","Volume","Issue","Start Page","End Page","Abstract","ISSN","ISBNs","DOI","Funding Information","PDF Link","Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms","Article Citation Count","Patent Citation Count","Reference Count","Copyright Year","License","Online Date","Issue Date","Meeting Date","Publisher","Document Identifier
"Design and implementation of integration architecture of ISO 11073 DIM with FHIR resources using CoAP","W. Li; J. Park","Electronic Engineering Department, Kyungpook National University, Daegu, South Korea","2017 International Conference on Information and Communications (ICIC)","20170807","2017","","","268","273","The Internet of Things (IoT) is an extension and expansion of the Internet which is extensively deployed in the healthcare field. With the proliferation of Personal Health Devices (PHDs), there is a significant incompatibility issue where devices use special data transfer protocols and can only communicate with special healthcare providers from the same manufacturer, thus interoperability and network energy consumption features become important issues. In this paper, we design and implement an integration architecture of ISO 11073 DIM with FHIR resources using CoAP to exchange health information between personal health devices and healthcare providers for solving communication consumption issues and standardization issues. We design and implement an ISO/IEEE 11073 translator gateway for device standardization and an ISO/IEEE 11073/FHIR translator gateway for Electronic Health Record (EHR) standardization. In addition, we use CoAP as data transfer protocol. An android application that is developed acts as a health manager for healthcare consumers. We used SpO2 as personal health device to measure and deliver the health data to test this architecture.","","Electronic:978-1-5386-0962-0; POD:978-1-5386-0963-7","10.1109/INFOC.2017.8001674","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8001674","CoAP;FHIR;ISO/IEEE 11073 PHD;IoT Healthcare","Biomedical monitoring;Computer architecture;ISO Standards;Medical services;Protocols;Servers","Internet of Things;electronic health records;health care;open systems","CoAP;EHR;FHIR resources;ISO 11073 DIM;Internet of Things;IoT;PHD;android application;communication consumption;data transfer protocol;data transfer protocols;electronic health record;health information;healthcare field;healthcare providers;integration architecture;interoperability;network energy consumption;personal health devices","","","","","","","","26-28 June 2017","","IEEE","IEEE Conferences"
"Machine Learning and IoT for prediction and detection of stress","P. S. Pandey","BML, Munjal University, Gurgaon, Haryana, India","2017 17th International Conference on Computational Science and Its Applications (ICCSA)","20170803","2017","","","1","5","According to a cardiac surgeon, it is difficult to predict age from heart rate as it is nonlinear, but we can use a person's heart beat to predict whether that person is fit, unfit and overtrained or not, provided we have that person's age. Based on heart beat we can predict whether a person is in Stress or not. Stress is one of the main factors that are affecting millions of lives. Thus, it is important to inform the person about his unhealthy life style and even alarm him/her before any acute condition occurs. To detect the stress beforehand we have used heart beat rate as one of the parameters. Internet of Things (IoT) along with Machine Learning (ML) is used to alarm the situation when the person is in real risk. ML is used to predict the condition of the patient and IoT is used to communicate the patience about his/her acute stress condition.","","Electronic:978-1-5386-3893-4; POD:978-1-5386-1534-8","10.1109/ICCSA.2017.8000018","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000018","IoT;ML;Stress;heart beat rate","Heart beat;Logistics;Servers;Stress;Support vector machines;Training","Internet of Things;cardiology;learning (artificial intelligence);medical computing","Internet of Things;IoT;ML;acute stress condition;cardiac surgeon;heart rate;machine learning;person heart beat;stress detection;stress prediction;unhealthy life style","","","","","","","","3-6 July 2017","","IEEE","IEEE Conferences"
"AAL open source system for the monitoring and intelligent control of nursing homes","R. Gonzalez-Usach; V. Collado; M. Esteve; C. E. Palau","Universitat Politecnica de Valencia, Spain","2017 IEEE 14th International Conference on Networking, Sensing and Control (ICNSC)","20170803","2017","","","84","89","IoT can dramatically improve the quality of life of aged population. In this regard, Ambient Assisted Living (AAL) and Active and Healthy Aging (AHA) are fields with an enormous potential to benefit from the current growth of IoT within our society. We present SAFE-ECH, an innovative intelligent AAL open source system for monitoring nursing homes. SAFE-ECH creates an Ambient Intelligent environment in a residence by collecting and storing sensor monitoring data, performing intelligent data analysis and specific actions to enhance the safety, comfort and efficient care of aged people. Our system allows caregivers to access the system to retrieve monitoring information and perform control actions. Our system implements open standards of the Open Geospatial Consortium complying with Observations & Measurements Schema (O&M), SensorML and Sensor Web Enablement (SWE) specifications. A key element is a Sensor Observation Service (SOS) for sensor data collection and management from heterogeneous sensor networks. A Complex Event Processor represents the intelligence of the system. Our system adapts to the specific needs of each nursing home, integrating the required sensors, actuators, rules and services. It is scalable and allows the management of several residences simultaneously.","","Electronic:978-1-5090-4429-0; POD:978-1-5090-4430-6","10.1109/ICNSC.2017.8000072","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000072","Active and Healthy Aging;Ambient Assisted Living;Ambient Intelligence;Internet of Things;Open Geospatial Consortium;Sensor Observation Service;Sensor Web Enablement;interoperability;open source system","Actuators;Aging;Geospatial analysis;Medical services;Monitoring;Senior citizens;Standards","Internet of Things;actuators;assisted living;data analysis;information retrieval;intelligent control;patient care;sensors","IoT;O&M;SAFE-ECH;SOS;SWE;SensorML;active-and-healthy aging;ambient assisted living;ambient intelligent environment;complex event processor;heterogeneous sensor networks;innovative intelligent AAL open source system;intelligent data analysis;nursing home intelligent control;nursing home monitoring;observations & measurements schema;open geospatial consortium complying;sensor Web enablement;sensor data collection;sensor observation service","","","","","","","","16-18 May 2017","","IEEE","IEEE Conferences"
"Blockchain technology innovations","T. Ahram; A. Sargolzaei; S. Sargolzaei; J. Daniels; B. Amaba","Institute for Advanced Systems Engineering, University of Central Florida, Orlando, USA","2017 IEEE Technology & Engineering Management Conference (TEMSCON)","20170803","2017","","","137","141","Digital world has produced efficiencies, new innovative products, and close customer relationships globally by the effective use of mobile, IoT (Internet of Things), social media, analytics and cloud technology to generate models for better decisions. Blockchain is recently introduced and revolutionizing the digital world bringing a new perspective to security, resiliency and efficiency of systems. While initially popularized by Bitcoin, Blockchain is much more than a foundation for crypto currency. It offers a secure way to exchange any kind of good, service, or transaction. Industrial growth increasingly depends on trusted partnerships; but increasing regulation, cybercrime and fraud are inhibiting expansion. To address these challenges, Blockchain will enable more agile value chains, faster product innovations, closer customer relationships, and quicker integration with the IoT and cloud technology. Further Blockchain provides a lower cost of trade with a trusted contract monitored without intervention from third parties who may not add direct value. It facilitates smart contracts, engagements, and agreements with inherent, robust cyber security features. This paper is an effort to break the ground for presenting and demonstrating the use of Blockchain technology in multiple industrial applications. A healthcare industry application, Healthchain, is formalized and developed on the foundation of Blockchain using IBM Blockchain initiative. The concepts are transferable to a wide range of industries as finance, government and manufacturing where security, scalability and efficiency must meet.","","Electronic:978-1-5090-1114-8; POD:978-1-5090-1115-5","10.1109/TEMSCON.2017.7998367","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7998367","Blockchain;Business;Cloud computing;Cloud services;Control Systems;Cybersecurity;DevOps;Finance;Government;Healthcare;Industry 4.0.;IoT","Bitcoin;Cloud computing;Ethics;Medical services;Standards","Internet of Things;cloud computing;cryptography;electronic money;health care;mobile computing;social networking (online)","Bitcoin;Healthchain;IBM Blockchain initiative;Internet of Things;IoT usage;blockchain technology innovations;cloud technology mobile;crypto currency;cybercrime;digital world;healthcare industry application;mobile usage;robust cyber security features;social media usage;trusted contract","","","","","","","","8-10 June 2017","","IEEE","IEEE Conferences"
"Agent abstractions for engineering IoT systems: A case study in smart healthcare","E. Vargiu; F. Zambonelli","Eurecat Technology Center, eHealth Unit, Barcelona, Spain","2017 IEEE 14th International Conference on Networking, Sensing and Control (ICNSC)","20170803","2017","","","667","672","Despite the rapid progresses in IoT research, a general principled software engineering approach for the systematic development of IoT systems and applications is still missing. In this paper, we show that agent-oriented concepts and abstractions can play a key role in the design and development of IoT systems and applications, and could represent the ground on which to shape a new IoT-oriented software engineering discipline. A case study in the area of smart healthcare is adopted as a running example to ground the discussion.","","Electronic:978-1-5090-4429-0; POD:978-1-5090-4430-6","10.1109/ICNSC.2017.8000170","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000170","","Intelligent sensors;Medical services;Middleware;Proposals;Stakeholders","Internet of Things;health care;medical computing;software agents;software engineering","IoT-oriented software engineering discipline;agent abstractions;agent-oriented concepts;engineering IoT systems;general principled software engineering;smart healthcare;systematic development","","","","","","","","16-18 May 2017","","IEEE","IEEE Conferences"
"Prototype of a wearable system for personal health control","E. Lupu; R. Arsinte; T. Sumalan","Communications Dept., Technical University of Cluj-Napoca, Romania","2017 E-Health and Bioengineering Conference (EHB)","20170731","2017","","","345","348","Internet of Things extends to the objects and the sensors with computing capability and connectivity and affects all our life domains: technical, social or economic. These components are not usually considered computers, however they allow fetching and exchanging data. This paper presents an approach to implement a smart wearable system based on the AT Mega 32U4 microcontroller, which is capable to collect data from different biomedical sensors and which can be accessed by a certain user by means of a website which is stored on the device. The unit has a Wi-Fi connection based on an ESP8266 device, making the stored data visible on the internet. For this model, three sensors have been simulated for the following: temperature, pulse and respiratory rate. The features of this approach are the low power, the size and the cost.","","Electronic:978-1-5386-0358-1; POD:978-1-5386-1514-0","10.1109/EHB.2017.7995432","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7995432","IoT;Wi-F;eHealth;embedded;sensor","Medical services;Monitoring;Sensors;Wireless communication;Wireless fidelity;Wireless sensor networks;ZigBee","biomedical equipment;microcontrollers;patient care","AT Mega 32U4 microcontroller;ESP8266 device;Wi-Fi connection;biomedical sensors;personal health control;respiratory rate;smart wearable system","","","","","","","","22-24 June 2017","","IEEE","IEEE Conferences"
"Bidirectional smart pill box monitored through internet and receiving reminding message from remote relatives","H. L. Tsai; C. H. Tseng; L. C. Wang; F. S. Juang","Department of Food Nutrition, Chung Hwa University of Medical Technology, Jente, Tainan, Taiwan","2017 IEEE International Conference on Consumer Electronics - Taiwan (ICCE-TW)","20170727","2017","","","393","394","A smart pill box (SPB) for the elderly and nursing homes meets the needs of the market by integrating electronic technology and network functionality. The interactive SPB, which features a particular device that contains embedded sensors in each compartment that not only transmits detected signals to website when users are taking their pills but also receives a remind message back to the LCD screen on SPB by displaying words and/or patterns, or speaking a voice. This study uses the Webduino module installed in SPB to achieve two-way messaging with remote relatives via internet of thing (IoT). The module first reads the sensing signal in the kit and uses WiFi to transmit the signal to WiFi Router, and then sends the medication information to a remote webpage or cell phone for monitoring (on LCD). Remote relatives can input care messages on the webpage or mobile phone to send a signal back to the WiFi Router and then to Webduino module. After receiving the signal, Webduino will send it to Arduino for text display and voice playback in the SPB. Therefore, the elderly staying in their home or nursing home institution can easily manage their medication via this application. The smart interactive pill box will be crucial for medical care management for elder persons of this aging population or in the future.","","Electronic:978-1-5090-4017-9; POD:978-1-5090-4018-6","10.1109/ICCE-China.2017.7991161","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7991161","","Cellular phones;Intelligent sensors;Liquid crystal displays;Monitoring;Senior citizens;Wireless fidelity","Internet of Things;Web services;biomedical electronics;geriatrics;home computing;patient care;patient monitoring;smart phones;telemedicine;wireless LAN","Internet-of-thing;LCD screen;Webduino module;WiFi router;bidirectional SPB;cell phone;elderly;integrating electronic technology;internet;medical care management;network functionality;nursing home;remote webpage;sensing signal;signal receiving;smart pill box;text display;two-way messaging;voice playback;website","","","","","","","","12-14 June 2017","","IEEE","IEEE Conferences"
"Classification of various daily behaviors using deep learning and smart watch","M. C. Kwon; M. Ju; S. Choi","Dept. of Secured Smart Electric Vehicle, Kookmin University, Seoul, Korea 02707","2017 Ninth International Conference on Ubiquitous and Future Networks (ICUFN)","20170727","2017","","","735","740","In traditional healthcare and therapy, human behavior has been classified into only two categories: specific behavior and active behavior. As internet of things and wearable devices become popular, however, it is necessary to classify human behavior into more various categories for providing useful services. In this paper, we propose a novel classification scheme that classifies human behavior into 11 different categories including active and inactive activities in daily life. We collect data with smart watch and use deep learning model with a neural network for the classification. Extensive evaluation shows that various daily human behavior can be classified with 99.24% accuracy, and that the classification of human behavior can be used for various services.","","Electronic:978-1-5090-4749-9; POD:978-1-5090-4750-5; USB:978-1-5090-4748-2","10.1109/ICUFN.2017.7993888","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7993888","classification;deep learning;human behavior;internet of things;smart watch","Acceleration;Feature extraction;Games;Intelligent sensors;Machine learning;Medical services","Internet of Things;behavioural sciences computing;medical computing;neural nets;patient monitoring;patient treatment;pattern classification;wearable computers","Internet of things;active behavior;classification scheme;daily behaviors classification;daily life;deep learning;healthcare;human behavior;inactive activities;neural network;smart watch;specific behavior;therapy;wearable devices","","","","","","","","4-7 July 2017","","IEEE","IEEE Conferences"
"Smart & assistive electrical impedance tomographic tool for clinical imaging","H. Singh; G. Singh; V. Singh","Guru Tegh Bahadur Institute of Technology, New Delhi, India.","2016 5th International Conference on Wireless Networks and Embedded Systems (WECON)","20170727","2016","","","1","5","The aim of our study is the design and development of IOT enabled smart, portable, non-invasive, assistive and precise medical tool based on the methods of Electrical Impedance Tomography which can be deployed for early diagnosis and location of cancerous tissues. EIT is a futuristic medical imaging technique through which one can clinically analyze the image of the body part acquired through surface voltage measurements. Our design incorporates 16 ECG electrodes for current injection and estimating the surface potential using the common ground current injection method, along with analog instrumentation and a microcomputer for processing. The design also features the advance capabilities of wireless data transmission and cloud based processing for analyzing the results.","","Electronic:978-1-5090-0893-3; POD:978-1-5090-0894-0","10.1109/WECON.2016.7993463","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7993463","EIDORS;Electrical Impedance Tomography;Filters;Howland Current Pump;Image Reconstruction;MATLAB;Multi-frequency;Practical Phantom;Raspberry Pi;Voltage Controlled Oscillator;Wireless","Conductivity;Electric potential;Electrodes;Image reconstruction;Impedance;Phantoms;Tomography","Internet of Things;biological tissues;biomedical imaging;cancer;computerised tomography;electric impedance imaging;electrocardiography;microcomputers;voltage measurement","ECG electrodes;IOT enabled smart medical tool;analog instrumentation;assistive medical tool;cancerous tissue diagnosis;cancerous tissue location;clinical imaging;cloud based processing;common ground current injection;medical imaging;microcomputer;noninvasive medical tool;portable medical tool;precise medical tool;smart assistive electrical impedance tomographic tool;surface potential;surface voltage measurements;wireless data transmission","","","","","","","","14-16 Oct. 2016","","IEEE","IEEE Conferences"
"A smart remote elderly monitoring system based on IoT technologies","V. Mighali; L. Patrono; M. L. Stefanizzi; J. J. P. C. Rodrigues; P. Solic","Department of Innovation Engineering, University of Salento, Lecce, Italy","2017 Ninth International Conference on Ubiquitous and Future Networks (ICUFN)","20170727","2017","","","43","48","The aging population phenomenon is more and more increasing. In this context, the elderly's behavioral analysis through the Internet of Things technologies can help to prevent Mild Cognitive Impairment and frailty problems. In particular, since movements and body motility are good indicators of behavioral changes, this work aims to define a reliable system for controlling the position and the body motility of the elderly in unobtrusive, low-cost and low-power way. The system represents the basis of a complete architecture for behavioral analysis and risk detection developed within the City4Age project, funded by the Horizon 2020 Programme of the European Commission.","","Electronic:978-1-5090-4749-9; POD:978-1-5090-4750-5; USB:978-1-5090-4748-2","10.1109/ICUFN.2017.7993745","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7993745","Behavior Analysis;Bluetooth Low Energy;Internet of Things;Smart Environments;Wearable","Accelerometers;Biomedical monitoring;Bluetooth;Monitoring;Senior citizens;Wearable sensors","Bluetooth;Internet of Things;biomedical communication;geriatrics;medical computing;patient monitoring","Bluetooth low energy;European Commission;Horizon 2020 Programme;Internet of Things technologies;IoT technology;aging population phenomenon;behavioral analysis;elderly behavioral analysis;elderly body motility;frailty problem prevention;mild cognitive impairment prevention;position control;risk detection;smart remote elderly monitoring system","","","","","","","","4-7 July 2017","","IEEE","IEEE Conferences"
"Development of IoT based lower limb exoskeleton in rehabilitation","L. Dinh Phong; V. N. Long; N. A. Hoang; L. H. Quoc","Center for R&D, Saigon Hi-Tech Park, Ho Chi Minh city, Vietnam","2017 14th International Conference on Ubiquitous Robots and Ambient Intelligence (URAI)","20170727","2017","","","824","826","This paper presents a novel design of robotics device that is able to provide suitable gait rehabilitation to the elder or people after sustaining injury or disability. This device is being developed as other common lower extremity exoskeleton but integrated with IoT technique. Taking advantages of computing and communication, the physical therapists may guide their patients with gait training even far from them. Moreover, the data gathered from built-in sensors in the exoskeleton through the network helps to create a rehabilitation strategy and reconfigure medical resources based on patients' conditions quickly and remotely.","","Electronic:978-1-5090-3056-9; POD:978-1-5090-3057-6","10.1109/URAI.2017.7992834","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7992834","IoT;lower limb exoskeleton","Exoskeletons;Hip;Knee;Legged locomotion;Medical services;Training","Internet of Things;gait analysis;geriatrics;medical robotics;patient rehabilitation;sensors","IoT-based lower limb exoskeleton;built-in sensors;gait rehabilitation;gait training;patient conditions;physical therapists;reconfigure medical resources","","","","","","","","June 28 2017-July 1 2017","","IEEE","IEEE Conferences"
"License-Assisted Access Considerations","S. Thalanany; M. Irizarry; N. Saxena","DMTS, U.S. Cellular, Chicago, IL, USA","IEEE Communications Standards Magazine","20170726","2017","1","2","106","112","With mobility as the dominant theme in the emerging fabric of IoE (Internet of Everything), a prolific demand for capacity is a natural consequence. Throughput, latency reduction, availability and reliability are elemental attributes of experientially attractive and robust mobile multimedia services. These elemental attributes drive the demand for spectrum. The use of E-UTRA (Enhanced-Universal Terrestrial Radio Access) technologies, specified under the LTE project, over the 5 GHz unlicensed spectrum, is being considered as a forward-looking approach for standardization to meet the growing capacity demands to support mobile multimedia services. The 5 GHz spectrum band also includes the ISM (Industrial, Scientific, and Medical) band, which is utilized by the IEEE 802 family of technologies. LAA (license assisted access) refers to the use of LTE technologies over unlicensed spectrum, with assistance using a licensed radio frequency carrier. A significant challenge in the standardization of LAA for interoperability is the management of co-channel and adjacent channel interference, when both E-UTRA and the IEEE family of technologies share the same unlicensed spectrum. These challenges are compounded by the differences in the regulations across the three different global ITU (International Telecommunication Union) regions (Europe, Americas, and Asia.) This article will identify strategies and corresponding trade-offs to mitigate the coexistence challenges between the E-UTRA and the IEEE family of technologies, utilizing forward-looking and interoperable enablers. In conclusion, the article will delineate recommendations for a realization of CA (carrier aggregation) between licensed and unlicensed spectrum for downlink and uplink, to accomplish deployment-specific capacity enhancements.","2471-2825;24712825","","10.1109/MCOMSTD.2017.1500714","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7992940","","Downlink;Interference;Interoperability;Long Term Evolution;Throughput;Uplink;Wireless fidelity","Internet of Things;Long Term Evolution;adjacent channel interference;cochannel interference;radio spectrum management","CA;E-UTRA technology;ISM band;Internet of Everything;IoE;LAA;LTE project;adjacent channel interference;carrier aggregation;co-channel interference;deployment-specific capacity enhancement;enhanced-universal terrestrial radio access technology;frequency 5 GHz;industrial scientific and medical band;interoperability;license assisted access;license-assisted access consideration;licensed radio frequency carrier;licensed spectrum;mobile multimedia services;unlicensed spectrum","","","","","","","","2017","","IEEE","IEEE Journals & Magazines"
"Design and Verification of an NDN-Based Safety-Critical Application: A Case Study With Smart Healthcare","D. Saxena; V. Raychoudhury","Department of Computer Science and Engineering, Indian Institute of Technology Roorkee, Roorkee 247667, India.(e-mail: divya.saxena.2015@ieee.org)","IEEE Transactions on Systems, Man, and Cybernetics: Systems","","2017","PP","99","1","15","Internet of Things (IoT) is an emerging networking paradigm where smart devices generate, aggregate, and seamlessly exchange data over the predominantly wireless medium. The Internet, so far, has played a significant role in connecting the world, but still, IoT-based solutions are suffering from two primary challenges: 1) how to secure the sensors data and 2) how to provide efficient local and global communication among various heterogeneous devices. Recently, named data networking (NDN), a future Internet paradigm is proposed to improve and simplify such IoT communication issues. NDN allowed users to fetch data by names irrespective of the actual hosting entity connected through a host-specific IP address. NDN well suits the content-centric pattern of machine-to-machine (M2M) communications predominantly used in IoT. In this paper, we leverage the basic feats of NDN architecture for designing and verification of an NDN-based smart health IoT (NHealthIoT) system. NHealthIoT uses pure-NDN-based M2M communication for capturing and transmission of raw sensor data to the home server which can detect emergency healthcare events using Hidden Markov Model. Emergency events are notified to the cloud server using a novel context-aware adaptive forwarding (Cdf) strategy. Post emergency notifications, and user health information is periodically pulled by the cloud server and by other interested parties using NDN-based publish/subscribe paradigm. The cloud server carries out long-term decision making using probabilistic modeling for detecting the possibility of chronic diseases at the early stage. We extend the workflows intuitive formal approach model for verifying the correctness of NHealthIoT during the emergency. We evaluate the cdf strategy using ndnSIM. Moreover, to validate and to show the usability of NHealthIoT, we develop a proof-of-concept prototype testbed and evaluate it extensively. We also identify some research challenges of the NDN-IoT for researchers.","2168-2216;21682216","","10.1109/TSMC.2017.2723843","Alexander von Humboldt Foundation through the Post-Doctoral Research Fellow Dr. V. Raychoudhury; ","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7990549","Context-aware data forwarding strategy;Internet of Things (IoT);NDN;NDNoT.;healthcare;named data networking of things","Hidden Markov models;Internet;Medical services;Prototypes;Senior citizens;Servers;Wireless communication","","","","","","","","","20170725","","","IEEE","IEEE Early Access Articles"
"FallCare+: An IoT surveillance system for fall detection","C. C. H. Hsu; M. Y. C. Wang; H. C. H. Shen; R. H. C. Chiang; C. H. P. Wen","Department of Electrical and Computer Engineering, National Chiao Tung University, Hsinchu Taiwan, R.O.C.","2017 International Conference on Applied System Innovation (ICASI)","20170724","2017","","","921","922","Recently, the rapid prevalence of mobile devices leads to diversified applications of intelligent IoT systems (including connected devices and cloud computing) for services. Better performance and efficiency can be achieved from well planning and utilizing computing resources. In this paper, we try to explain the system development of communication and computing for fall detection. Feature extraction is the first task along with live video streaming, and the machine learning techniques are involved to determine the fall event. During integrating various IoT components, our system has four developing stages, and is incrementally improved for better performance. We aim at providing experience as a reference for other homecare or medical services in the future.","","Electronic:978-1-5090-4897-7; POD:978-1-5090-4898-4","10.1109/ICASI.2017.7988590","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7988590","IoT;fall detection;home care","Cloud computing;Edge computing;Feature extraction;Machine learning;Real-time systems;Streaming media;Systems architecture","Internet of Things;cloud computing;feature extraction;health care;learning (artificial intelligence);mobile computing;video streaming","FallCare+;IoT components;IoT surveillance system;cloud computing;computing resource utilization;connected devices;fall detection;homecare;intelligent IoT systems;live video streaming;machine learning techniques;medical services;mobile devices","","","","","","","","13-17 May 2017","","IEEE","IEEE Conferences"
"Enhance the processing and management efficiency of Dental Laboratory by the strategy of Productivity 4.0","Y. J. Cheng; M. H. Chen; F. C. Cheng; K. P. Lin; C. J. Yang","Shu-Zen Junior College of Medicine and Management, China","2017 International Conference on Applied System Innovation (ICASI)","20170724","2017","","","1098","1101","Due to advances in medicine, the societies have become aging, which leads to the problem of missing teeth. Missing teeth negatively affects not only external appearance but also personal dietary habits. Therefore, it has become an important issue in dentistry to solve the problem of missing teeth. In Taiwan, dental prostheses for missing teeth are produced by dental technicians in dental laboratories. The traditional production of dental prostheses is labor consuming. But the need for human power in dental laboratories will not be satisfied in the future due to low human birth rate. Therefore, it is necessary to decrease the need for human power in this area by strategies of Productivity 4.0. In this study, we plan to improve the managing efficiency of traditional dental prosthesis production in dental laboratories. Firstly the material of denture and environmental parameters of lab will be gathered by the framework of Internet of Things (IoT). Then data mining will be used to improve the efficiency of inventory management. In this case, the concept of Productivity 4.0 can be successfully applied to the production of dental prostheses.","","Electronic:978-1-5090-4897-7; POD:978-1-5090-4898-4","10.1109/ICASI.2017.7988187","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7988187","Data Mining;Dental laboratory;Internet of Things (IoT);Productivity 4.0","Databases;Dentistry;Hardware;Humidity;Inventory management;Productivity;Wireless fidelity","Internet of Things;data mining;dentistry;medical computing;prosthetics","Internet of Things;IoT;Productivity 4.0;data mining;dental laboratory;dental technicians;dentistry;denture;environmental parameters;human birth rate;human power;inventory management;management efficiency;managing efficiency;medicine;personal dietary habits;teeth;traditional dental prosthesis production","","","","","","","","13-17 May 2017","","IEEE","IEEE Conferences"
"QoS management mechanisms for Enhanced Living Environments in IoT","Y. Banouar; C. A. Ouedraogo; C. Chassot; A. Zyane","CNRS, LAAS, 7 avenue du Colonel Roche, F-31400 Toulouse, France","2017 IFIP/IEEE Symposium on Integrated Network and Service Management (IM)","20170724","2017","","","1155","1161","The Internet of Things (IoT) paradigm is expected to bring ubiquitous intelligence through new applications in order to enhance living and other environments. Several research and standardization studies are now focused on the Middleware level of the underlying communication system. For this level, several challenges need to be considered, among them the Quality of Service (QoS) issue. The Autonomic Computing paradigm is now recognized as a promising approach to help communication and other systems to self-adapt when the context is changing. With the aim to promote the vision of an autonomic Middleware-level QoS management for IoT-based systems, this paper proposes a set of QoS-oriented mechanisms that can be dynamically executed at the Middleware level to correct QoS degradation. The benefits of the proposed mechanisms are also illustrated for a concrete case of Enhanced Living Environment.","","Electronic:978-3-901882-89-0; POD:978-1-5090-5658-3","10.23919/INM.2017.7987454","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7987454","Autonomic Computing;Enhanced Living Environments;Internet of Things;Middleware;Quality of Service mechanisms","Conferences;Dynamic scheduling;Machine-to-machine communications;Medical services;Middleware;Quality of service;Servers","Internet of Things;fault tolerant computing;middleware;quality of service","Internet of Things;IoT;QoS management mechanisms;autonomic computing paradigm;enhanced living environments;middleware;quality of service","","","","","","","","8-12 May 2017","","IEEE","IEEE Conferences"
"Real-time performance management of assisted living services for Bluetooth low energy sensor communication","J. Wåhslén; T. Lindh","School of Technology and Health, KTH, Stockholm, Sweden","2017 IFIP/IEEE Symposium on Integrated Network and Service Management (IM)","20170724","2017","","","1143","1148","PerfMon is a prototype implementation of a real-time performance management method for sensor data communication in assisted living applications. It is implemented in accordance with the specification for GATT services in Bluetooth low energy (BLE). PerfMon provides a tool for real-time performance monitoring and control for caregivers and service providers. Test results from monitoring and control of packet loss ratio related to alarm thresholds are presented. PerfMon is adapted to cloud-based web services using RESTful APIs and established object models. Performance management is a necessary component in an overall management system of IoT devices for healthcare and assisted living applications.","","Electronic:978-3-901882-89-0; POD:978-1-5090-5658-3","10.23919/INM.2017.7987452","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7987452","Bluetooth low energy;Generic Attribute (GATT) service;Internet of Things;ambient assisted living;performance management;performance monitoring","Bluetooth;Logic gates;Monitoring;Performance evaluation;Protocols;Servers;Trade agreements","Bluetooth;Internet of Things;assisted living;data communication;health care;medical computing","BLE;Bluetooth low energy sensor communication;GATT services;IoT devices;PerfMon;RESTful API;assisted living services;cloud-based Web services;healthcare;real-time performance management;sensor data communication","","","","","","","","8-12 May 2017","","IEEE","IEEE Conferences"
