(((Internet-of-Things) AND Internet of Things) AND Health)
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Drugs interaction checker based on IoT","A. J. Jara; A. F. Alcolea; M. A. Zamora; A. F. G. Skarmeta; M. Alsaedy","Department of Information and Communications Engineering, Computer Science Faculty, University of Murcia, Murcia (Spain)","2010 Internet of Things (IOT)","20101230","2010","","","1","8","Providing effective and appropriate healthcare is one of the most important objectives of information and communication technologies (ICT). Internet of things (IoT) is one of the last advances in ICT, providing a global connectivity and management of sensors, devices, users and information. Our contribution is a solution to examine drug related problems based on IoT technologies, i.e. smart phones and Web to support ubiquitous Access, 6LoWPAN technology to support ubiquitous data collection of patients, sensors and hospitals, and RFID/NFC to support global identification. These technologies offer a wide range of applications in healthcare, which improves the quality of services, reduce mistakes, and even detect health anomalies from vital signs. This paper presents how IoT technology is applied in a pharmaceutical system to examine drugs in order to detect Adverse Drugs Reaction (ADR), harmful effects of pharmaceutical excipients, allergies, complications and contraindications related with liver and renal defects, and harmful side effects during pregnancy or lactation. Thereby, the system provides an enhanced approach assisting physicians in clinical decisions and drug prescribing. The solution presented is based on NFC (Near Field Communication) and barcode identification technologies, which have been integrated in common devices such as smart-phones, PDAs and PCs. The drug ID is matched with the Pharmaceutical Intelligent Information System to detect whether a specific drug is suitable with respect to the patient's health record or not.","","Electronic:978-1-4244-7415-8; POD:978-1-4244-7413-4","10.1109/IOT.2010.5678458","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5678458","Barcode;Drug Checker;Internet of Things;NFC;Pharmaceutical;RFID","Drugs;Hospitals;Ontologies;Radiofrequency identification;Smart phones","Internet;drugs;health care;personal area networks;ubiquitous computing","6LoWPAN technology;Internet of things;IoT;adverse drugs reaction;barcode identification;communication technology;drugs interaction checker;global connectivity;global identification;healthcare;information technology;near field communication;pharmaceutical system;quality of services;smart phones;ubiquitous access;ubiquitous data collection","","8","1","24","","","","Nov. 29 2010-Dec. 1 2010","","IEEE","IEEE Conferences"
"Integrating IoT and IoS with a Component-Based Approach","G. Nain; F. Fouquet; B. Morin; O. Barais; J. M. Jezequel","INRIA, Centre Rennes-Bretagne Atlantique, Rennes, France","2010 36th EUROMICRO Conference on Software Engineering and Advanced Applications","20101011","2010","","","191","198","There is a growing interest in leveraging Service Oriented Architectures (SOA) in domains such as home automation, automotive, mobile phones or e-Health. With the basic idea (supported in e.g. OSGi) that components provide services, it makes it possible to smoothly integrate the Internet of Things (IoT) with the Internet of Services (IoS). The paradigm of the IoS indeed offers interesting capabilities in terms of dynamicity and interoperability. However in domains that involve “things” (e.g. appliances), there is still a strong need for loose coupling and a proper separation between types and instances that are well-known in Component-Based approaches but that typical SOA fail to provide. This paper presents how we can still get the best of both worlds by augmenting SOA with a Component-Based approach. We illustrate our approach with a case study from the domain of home automation.","1089-6503;10896503","Electronic:978-0-7695-4170-9; POD:978-1-4244-7901-6","10.1109/SEAA.2010.50","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5598097","","Adaptation model;Couplings;Fractals;Java;Runtime;Service oriented architecture;Software","Internet;object-oriented programming;open systems;software architecture","Internet of services;Internet of things;OSGi;automotive;component based approach;e-health;home automation;interoperability;mobile phones;service oriented architectures","","5","","16","","","","1-3 Sept. 2010","","IEEE","IEEE Conferences"
"A Pharmaceutical Intelligent Information System to detect allergies and Adverse Drugs Reactions based on internet of things","A. J. Jara; F. J. Belchi; A. F. Alcolea; J. Santa; M. A. Zamora-Izquierdo; A. F. Gómez-Skarmeta","Department Information and Communications Engineering, Computer Science Faculty, University of Murcia, Spain","2010 8th IEEE International Conference on Pervasive Computing and Communications Workshops (PERCOM Workshops)","20100524","2010","","","809","812","The incidence of serious and fatal Adverse Drugs Reaction (ADR) and harmful effects of pharmaceutical excipients in worldwide hospitals is extremely high. Some studies show a rate of ADR appearance about 6.5% in worldwide hospitals. The consequences of these cases lead to a rate of 80% of ADR incidences that require the patient admission, a medium bed stay of eight days, a cost of $847m and an overall death rate of 0.15%. Most of these consequences can be avoided. For this reason, a drugs checker based on Internet of things and a knowledge-based system is proposed in this paper to detect ADRs and allergy interactions. Specifically, the patient's terminal identifies the drugs by means of either NFC (Near Field Communication) or barcode, using common devices such as cellular phones, PDAs or PCs. This information is matched with the Pharmaceutical Intelligent Information System to detect whether a drug or product is compatible with its allergy profile and Electronic Health Record (EHR) or not. The system is being tested with a first approximation based on smart phones and a real patient which suffer a non-steroidal anti-inflammatory drug (NSAID) intolerance. This patient cannot tolerate some Active Ingredients (AI) such as ibuprofen. Therefore, when the patient checks a drug that contains one of the not tolerated AI, the system warns the patient about the incompatibility with his allergy profile and EHR, by means of a friendly interface.","","Electronic:978-1-4244-6606-1; POD:978-1-4244-6605-4","10.1109/PERCOMW.2010.5470547","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5470547","Ambient Assisted Living;Barcode;Internet of things;NFC;Ontology;Rule-Based System","Artificial intelligence;Cellular phones;Costs;Drugs;Hospitals;Information systems;Intelligent systems;Internet;Knowledge based systems;Pharmaceuticals","Internet;drug delivery systems;knowledge based systems;medical information systems","Internet-of-things;active ingredients;adverse drugs reaction;allergy interactions;electronic health record;near field communication;nonsteroidal anti-inflammatory drug intolerance;pharmaceutical intelligent information system","","10","","18","","","","March 29 2010-April 2 2010","","IEEE","IEEE Conferences"
"Remote monitoring information system and its applications based on the Internet of Things","Jingran Luo; Yulu Chen; Kai Tang; Junwen Luo","Institute of Information Photonic and Optical Communications, Beijing University of Posts and Telecommunications, China","2009 International Conference on Future BioMedical Information Engineering (FBIE)","20100205","2009","","","482","485","This paper provides a design program to achieve the remote monitoring information system. The system acquires some detailed physiological data of the far-away patients using human-monitoring sensor chips and the Internet of Things, automatically generate electronic medical records, which is saved into the database. Besides, with the support of information platform, this system can feed back the corresponding diagnosis, medical programs and proposals after analyzing the data. The System, which relying on a Zigbee Wireless Sensor Network technology, has achieved real-time transmission of physical information. And the intelligence of the system in data professing and information releasing has been largely developed by the applications of databases and both wireless and wire line networking. The system has many application scenarios, such as family health care, which improves people's daily health care standard and the level of health monitoring intelligence. Meanwhile, it promotes applications of the Internet of things in health care.","2157-9598;21579598","Electronic:978-1-4244-4691-9; POD:978-1-4244-4690-2","10.1109/FBIE.2009.5405813","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5405813","Information Platform;Remote Health Care;WSN;the Internet of Things","Biomedical monitoring;Databases;Feeds;Information systems;Internet;Medical diagnostic imaging;Medical services;Remote monitoring;Sensor systems;Wireless sensor networks","Internet;data analysis;health care;medical computing;medical information systems;patient diagnosis;patient monitoring;telemedicine;wireless sensor networks","Internet of Things;Zigbee Wireless Sensor Network technology;data analysis;electronic medical record;family health care;health monitoring intelligence;human-monitoring sensor chips;information platform;medical program;patient diagnosis;patient physiological data;remote monitoring information system","","2","","5","","","","13-14 Dec. 2009","","IEEE","IEEE Conferences"
"Internet of Things and radio frequency identification in care taking, facts and privacy challenges","I. Frederix","Medical Doctor bachelor studies, University of Hasselt, Diepenbeek, Belgium","2009 1st International Conference on Wireless Communication, Vehicular Technology, Information Theory and Aerospace & Electronic Systems Technology","20090724","2009","","","319","323","Internet of things technologies such as radio frequency identification are about to be able to help aging and sick people and even compensate for some disabilities. The use of these technologies in health care represents a promising development in information technology, but also raises important ethical, legal and social issues. This paper explores the use of these technologies in health care environments and formulates recommendations for further research that can ensure that the patients' privacy and dignity is preserved.","","POD:978-1-4244-4066-5","10.1109/WIRELESSVITAE.2009.5172467","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5172467","Artificial intelligence;Communication system security;Identification of persons;Internet;Knowledge representation","Active RFID tags;Aging;Communication system security;Internet;Medical services;Memory;Patient monitoring;Privacy;Protection;Radiofrequency identification","Internet;biomedical communication;data privacy;handicapped aids;health care;patient care;radiofrequency identification;socio-economic effects","Internet;RFID;disabled people;ethical issue;health care environment;help aging;legal issue;patient privacy;radio frequency identification;sick people;social issue","","4","","16","","","","17-20 May 2009","","IEEE","IEEE Conferences"
"Smart Home Mobile RFID-Based Internet-of-Things Systems and Services","M. Darianian; M. P. Michael","Nokia Res. Center, Helsinki, Finland","2008 International Conference on Advanced Computer Theory and Engineering","20090106","2008","","","116","120","Smart homes can apply new Internet-Of-Things concepts along with RFID technologies for creating ubiquitous services. This paper introduces a novel read-out method for a hierarchical wireless master-slave RFID reader architecture of multi standard NFC (Near Field Communication) and UHF (Ultra High Frequency) technologies to build a smart home service system that benefits in terms of cost, energy consumption and complexity. Various smart home service use cases such as washing programs, cooking, shopping and elderly health care are described as examples that make use of this system.","2154-7491;21547491","POD:978-0-7695-3489-3","10.1109/ICACTE.2008.180","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4736933","NFC Reader;RFID Master-Slave Reader Architecture;RFID Reader;Smart Home RFID Services","Communication standards;Costs;Energy consumption;Frequency;Master-slave;Mobile communication;Radiofrequency identification;Senior citizens;Smart homes;Web and internet services","Internet;home automation;home computing;radiofrequency identification;ubiquitous computing","RFID technology;mobile RFID-based Internet-of-things systems;near field communication;radiofrequency identification;read-out method;smart home service system;ubiquitous services;wireless master-slave RFID reader architecture","","44","","8","","","","20-22 Dec. 2008","","IEEE","IEEE Conferences"
"Preface","","","2016 12th International Congress Molded Interconnect Devices (MID)","20161124","2016","","","1","1","The internet of things (IoT) will change our life dramatically: Laptops, tablets and Personal Digital Assistants (formerly known as smart phones) translate spoken texts simultaneously in any language, answer semantical questions and support our daily life. Cars will drive autonomously, use current traffic intelligence to avoid congestions and warn others instantly in case of any danger. Household appliances communicate to each other and to local energy supply systems (e.g. photo voltaic or wind) to optimize energy usage and costs, order run out groceries independently and monitor our state of health. Personal robots overtake obnoxious tasks for us, entertain our kids and us, and surveil our homes against any hazard. Every object in the future factories is able to exchange data, work pieces may choose discretely their optimal process route and machines report maintenance issues betimes. And last, but not least, wearable electronics will accompany us in watches to control our vital functions, in shoes to detect our pace and in glasses to display essential information. Competent forecasters estimate that in a few years more than 50 billion mobile electronic devices will be connected to the internet.","","Electronic:978-1-5090-5428-2; POD:978-1-5090-5429-9; Paper:978-1-5090-5426-8; USB:978-1-5090-5427-5","10.1109/ICMID.2016.7738915","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7738915","","","","","","","","","","","","28-29 Sept. 2016","","IEEE","IEEE Conferences"
"IEEE IMS New Zealand Chapter Report [Chapter Report]","A. Taberner","","IEEE Instrumentation & Measurement Magazine","20150921","2015","18","5","42","43","The New Zealand IEEE I&M Society held its annual two-day workshop at the University of Auckland, New Zealand, on Nov. 24-25, 2014. The theme was ""Instrumentation and Measurement: New Zealand Challenges."" The event was very well supported by approximately 90 attendees from universities, industry and research institutes from around New Zealand. Thirty-five of the attendees were students. A total of 46 abstracts were submitted to the workshop; 26 of these were invited to present their work in talks, and the other 20 were presented as posters. There was a broad variety of subjects presented in the talks, ranging from fundamental standards in metrology, advances in sensing and measurement techniques, and infrastructural issues around ""the internet of things,"" to applications of measurement systems in health, medicine, science and agriculture.","1094-6969;10946969","","10.1109/MIM.2015.7271227","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7271227","","","","","","1","","","","","","October 2015","","IEEE","IEEE Journals & Magazines"
"An Internet of Things for Healthcare","M. B. Blake","University of Miami","IEEE Internet Computing","20150623","2015","19","4","4","6","Mobile health technologies and the Internet of Things (IoT) could provide automatic approaches to diagnosing health concerns, taking a step beyond information retrieval.","1089-7801;10897801","","10.1109/MIC.2015.89","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7131417","Internet of Things;Internet/Web technologies;digital health monitoring;mobile health","","","","","2","","2","","","","July-Aug. 2015","","IEEE","IEEE Journals & Magazines"
"IEEE Globecom 2015 to hold 58th annual conference December 6-10 in San Diego, California [Conference Preview]","","","IEEE Communications Magazine","20150318","2015","53","3","9","9","IEEE GLOBECOM 2015 (http://globecom2015.ieeeglobecom. org/), the premier international event dedicated to driving innovations and technological breakthroughs in nearly every aspect of communications, will hold its 58th annual event from December 6 ??? 10 at the Hilton San Diego Bayfront Hotel in San Diego, California. The ???Call for Papers??? will end April 1 for original submissions dedicated to next wave advancements in areas ranging from e-Health, Internet of Things (IoT) and game theory to power-line, satellite, smart grid space, green and 5G cellular networking communications.","0163-6804;01636804","","10.1109/MCOM.2015.7060473","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7060473","","","","","","0","","","","","","March 2015","","IEEE","IEEE Journals & Magazines"
"Special Section on Sensor Applications","D. Gurkan; S. Baglio","Department of Engineering Technology, University of Houston, Houston, Texas, USA","IEEE Transactions on Instrumentation and Measurement","20150306","2015","64","4","838","839","Sensor applications are one of the emerging topics in the worldwide frontiers of technologies such as smart city, better society, energy, health, environment, emergency management, and industry. The IEEE Sensor Applications Symposium (SAS) has been a leading forum to present novel approaches and emerging applications in sensor technology, including Internet of things, biosensors and arrays, smart sensors and standards, sensor networking, MEMS and nanosensors, virtual sensors, homeland security, multisensor data fusion, nondestructive evaluation and remote sensing, robotics and automation, electromagnetic sensors, computer vision, and commercial development. This special section on the ninth edition, SAS 2014, includes four papers from the symposium that illustrate the diversity of sensor applications emerging in technology and research.","0018-9456;00189456","","10.1109/TIM.2015.2403711","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7055960","","Meetings;Sensor systems and applications;Special issues and sections","","","","0","","","","","","April 2015","","IEEE","IEEE Journals & Magazines"
"The Fridge's Brain Sure Ain't the Icebox","K. O'Hara","University of Southampton","IEEE Internet Computing","20141029","2014","18","6","81","84","The emergence of the Internet of Things (IoT) promises new and exciting possibilities for our personal health, transport, the environment, and many other areas. However, it does of course pose privacy and security problems. This article argues that there are six complex and difficult privacy concerns that are specific to the IoT. The situation is made even more complex because it isn't clear who should regulate the IoT, and how best to do it.","1089-7801;10897801","","10.1109/MIC.2014.122","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6938668","Internet of Things;IoT;demand response systems;privacy;security;smart meters;wearable computing","Computer security;Internet of things;Privacy;Wearable computing","Internet of Things;data privacy;security of data","Internet of Things;IoT;environment;personal health;privacy problems;security problems;transport","","0","","15","","","","Nov.-Dec. 2014","","IEEE","IEEE Journals & Magazines"
"Energy Harvesting and Scavenging [Scanning the Issue]","M. M. Tentzeris; A. Georgiadis; L. Roselli","","Proceedings of the IEEE","20141016","2014","102","11","1644","1648","The articles in this special issue cover recent advances in energy-harvesting and energy-scavenging systems with a focus on numerous ""renewable"" transducer technologies as well as emerging applications. energy-harvesting technologies are fundamental in enabling the realization of ""zero-power"" wireless sensors and implementing the Internet-of-Things (IoT) and machine-to-machine (M2M) communication. Their increasing utilization in low-power and power-efficient sensors and electronics could potentially find application in numerous critical areas ranging from health, agricultural, structural health monitoring to logistics, localization, and security. Energy-harvesting devices, including solar panels, piezoelectric devices, thermocouples, and RF energy scavengers, can dramatically extend the operating lifetime of nodes in wireless sensor networks (WSNs). Furthermore, this technology enables a completely battery-less operation and reduces the operation cost of WSNs, which is mainly due to battery replacement, thus making it very important for a sustainable ""near-perpetual"" WSN operability.","0018-9219;00189219","","10.1109/JPROC.2014.2361599","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6926914","","Electromagnetics;Energy harvesting;Radio frequency;Renewable energy sources;Solar power;Special issues and sections;Wireless communication;Wireless sensor networks","","","","4","","","","","","Nov. 2014","","IEEE","IEEE Journals & Magazines"
"Table of contents","","","2017 5th International Conference on Enterprise Systems (ES)","20171123","2017","","","v","ix","The following topics are dealt with: enterprise systems; Big Data; smart grid; health care; aging population; IIoT; industrial Internet of Things; cloud manufacturing; data analytics; smart city; human factors; ergonomics; indoor localization; and indoor navigation.","","Electronic:978-1-5386-0936-1; POD:978-1-5386-0937-8","10.1109/ES.2017.4","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8119315","","","Big Data;Internet of Things;age issues;business data processing;cloud computing;data analysis;ergonomics;health care;human factors;information systems;manufacturing systems;production engineering computing","Big Data;IIoT;aging population;cloud manufacturing;data analytics;enterprise systems;ergonomics;health care;human factors;indoor localization;indoor navigation;industrial Internet of Things;smart city;smart grid","","","","","","","","22-24 Sept. 2017","","IEEE","IEEE Conferences"
"Keynote speakers: Cyber-human partnerships — Towards a resilient ecosystem in smart cities","","","2017 40th International Conference on Telecommunications and Signal Processing (TSP)","20171023","2017","","","xi","xiv","In this talk I will explore one of the most relevant challenges for a decade to come: How to integrate the Internet of Things with software, people, and processes, considering modern Cloud Computing and the Internet of Things (IoT) with Big Data. I will present a fresh look at this problem, and examine how to integrate people, software services, and things with their data, into one novel resilient ecosystem, which can be modeled, programmed, and deployed on a large scale in an elastic way. This novel paradigm has major consequences on how we view, build, design, and deploy ultra-large scale distributed systems and establishes a novel foundation for an “architecure of value” driven Smart City. Current technological progress in multidimensional and multimodal acquisition of biomedical data enables detailed investigation of the individual health status that should underpin improved patient diagnosis and treatment outcome. However, the abundance of biomedical information has not always been translated directly in improved healthcare. It rather increases the current information deluge and desperately calls for more holistic ways to analyse and assimilate patient data in an effective manner. The Virtual Physiological Human aims at developing the framework and tools that would ultimately enable such integrated investigation of the human body and rendering methods for personalized and predictive medicine. This keynote speech will focus on and illustrate two specific aspects: a) how the integration of biomedical imaging and sensing, signal and image computing and computational physiology are essential components in addressing this personalized, predictive and integrative healthcare challenge, and b) how such principles could be put at work to address specific clinical questions in the cardiovascular domain. Finally, this talk will also underline the important role of model validation as a key to translational success and how such valida- ions span from technical validation of specific modeling components to clinical assessment of the effectiveness of the proposed tools. To conclude, the talk will outline some of the areas where current research efforts fall short in the VPH domain and that will possibly receive further investigation in the upcoming years. If we look at some of the goals of 5G versus where we are today, we can see the gap that has to be bridged over the next few years. The goal of 1ms latency is nearly 50x better than current LTE systems. In order to go from 100Mbps per user to 10Gbps, we need 100x the throughput per connection. The current 10,000 connections per square kilometer needs to increase to 1Million connections, which corresponds to 100x increase in density. Reliable communications today with LTE top out about 350km/h and we expect to bring that up by 1.5x to 500km/h. Finally, the current core networks and backhaul/fronthaul are inflexible with wasted pools of bandwidth. The introduction of SDN/NFV will allow much better ability to chop up and virtualize the network resources for lower operational costs and capital costs and much greater flexibility. In this talk, we will give an update on standardization process and the challenges ahead for a true deployment by 2020. Fractional Calculus (FC) started in 1695 when L'Hopital wrote a letter to Leibniz asking for the meaning of D<sup>n</sup>y for n = 1/2. Starting with the ideas of Leibniz many important mathematicians developed the theoretical concepts. By the beginning of the twentieth century Olivier Heaviside applied FC in the electrical engineering, but, the visionary and important contributions were forgotten. Only during the eighties FC emerged associated with phenomena such as fractal and chaos and, consequently, in nonlinear dynamical. In the last years, FC become ‘new’ tool for the analysis of dynamical systems. This lecture introduces the FC fundamental conce","","Electronic:978-1-5090-3982-1; POD:978-1-5090-3983-8","10.1109/TSP.2017.8075923","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8075923","","","","","","","","","","","","5-7 July 2017","","IEEE","IEEE Conferences"
"Contents","","","2017 8th Annual Industrial Automation and Electromechanical Engineering Conference (IEMECON)","20171023","2017","","","1","4","The following topics are dealt with: home automation; busway trunking system; climate change; self driving cars; intelligent electronics; pollution control; Internet of Things; health monitoring; location monitoring system; garbage monitoring; smart homes; image denoising; BigData theory; intrusion detection; cyber attacks and wireless power transfer.","","Electronic:978-1-5386-2215-5; POD:978-1-5386-2216-2; USB:978-1-5386-2214-8","10.1109/IEMECON.2017.8079629","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8079629","","","Big Data;Internet of Things;climate mitigation;factory automation;home automation;pollution control;production engineering computing;security of data","BigData theory;Internet of Things;busway trunking system;climate change;cyber attacks;garbage monitoring;health monitoring;home automation;image denoising;intelligent electronics;intrusion detection;location monitoring system;pollution control;self driving cars;smart homes;wireless power transfer","","","","","","","","16-18 Aug. 2017","","IEEE","IEEE Conferences"
"Table of contents - Workshops","","","2017 IEEE 41st Annual Computer Software and Applications Conference (COMPSAC)","20170911","2017","2","","v","xix","The following topics are dealt with: Test, Measurement; Resource Balancing; Security; Software Test Automation; E-Health Systems and Semantic Web; Computer Forensics in Software Engineering; Modeling and Verifying Distributed Applications; Medical Computing; Fog Computing and Networking; Smart IoT Sensors and Social Systems for eHealth and Well-being Applications; Consumer Devices and Systems; Data Science Challenges in Algorithm and Complexity; Quality Oriented Reuse of Software; Big Data Management for the Internet of Things; Security, Trust and Privacy for Software Applications; User Centered Design and Adaptive Systems; Network Technologies for Security, Administration and Protection; Component-based Design of Resource Constrained Systems; Industrial Experience in Embedded System Design (IEESD); Social Services through Human and Artificial Agent Models;Embedded Internet of Things; Open Educational Resources for Computer Science & Information Technology; Secure Identity Management in the Cloud Environment; and Smart and Sustainable Mobility in Smart Cities.","0730-3157;07303157","Electronic:978-1-5386-0367-3; POD:978-1-5386-0368-0","10.1109/COMPSAC.2017.309","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8029876","","","computer software","Big Data management;IEESD;Internet of Things;Semantic Web;adaptive systems;artificial agent models;cloud environment;complexity;component-based design;computer forensics;computer science;computer software;consumer devices;distributed applications;e-health systems;embedded system design;fog computing;industrial experience;information technology;medical computing;network technologies;open educational resources;resource constrained systems;secure identity management;security;smart IoT sensors;smart cities;social services;social systems;software applications;software engineering;software test automation;sustainable mobility;user centered design","","","","","","","","4-8 July 2017","","IEEE","IEEE Conferences"
"Table of contents","","","2017 IEEE/ACM International Conference on Connected Health: Applications, Systems and Engineering Technologies (CHASE)","20170817","2017","","","v","xii","The following topics are dealt with: cloud connected health; Big Data analytics; e-health; security; medical cyber physical system; and Internet of Things.","","Electronic:978-1-5090-4722-2; POD:978-1-5090-4723-9; USB:978-1-5090-4721-5","10.1109/CHASE.2017.46","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8010561","","","Big Data;Internet of Things;cloud computing;cyber-physical systems;data analysis;medical computing;security of data","Big Data analytics;Internet of Things;cloud connected health;e-health;medical cyber physical system;security","","","","","","","","17-19 July 2017","","IEEE","IEEE Conferences"
"Table of contents","","","2017 14th International Conference on Telecommunications (ConTEL)","20170803","2017","","","ix","x","The following topics are dealt with: enhanced living environments; optical communications; radio communications; connected health technologies; network traffic; disaster management; crisis management; Internet of Things and social networks.","","Electronic:978-953-184-223-5; POD:978-1-5090-4857-1; USB:978-953-184-224-2","10.23919/ConTEL.2017.8000008","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000008","","","Internet of Things;health care;optical communication;social networking (online);telecommunication traffic","Internet of Things;connected health technologies;crisis management;disaster management;enhanced living environments;network traffic;optical communications;radio communications;social networks","","","","","","","","28-30 June 2017","","IEEE","IEEE Conferences"
"Table of contents","","","2017 Ninth International Conference on Ubiquitous and Future Networks (ICUFN)","20170727","2017","","","2","2","The following topics are dealt with: DroneCAN; Internet of Things; future Internet; optical wireless LED; RFID & QR code; wireless sensor network; intelligent vehicles; machine learning; 5G/4G & WPAN; trusted applications; wireless communication network; e-health; ubiquitous computing; QoE-QoS; SDN II; Big Data; ad-hoc network; cognitive radio; mobile network; and network management.","","Electronic:978-1-5090-4749-9; POD:978-1-5090-4750-5; USB:978-1-5090-4748-2","10.1109/ICUFN.2017.7993729","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7993729","","","4G mobile communication;5G mobile communication;Big Data;Internet;Internet of Things;QR codes;ad hoc networks;cognitive radio;controller area networks;free-space optical communication;intelligent transportation systems;learning (artificial intelligence);light emitting diodes;personal area networks;quality of experience;quality of service;radiofrequency identification;software defined networking;telecommunication network management;telemedicine;trusted computing;wireless sensor networks","5G-4G communication;Big Data;DroneCAN;Internet of Things;QR code;QoE-QoS;RFID;SDN II;WPAN;ad-hoc network;cognitive radio;e-health;future Internet;intelligent vehicles;machine learning;mobile network;network management;optical wireless LED;trusted applications;ubiquitous computing;wireless communication network;wireless sensor network","","","","","","","","4-7 July 2017","","IEEE","IEEE Conferences"
"Table of contents","","","2017 13th International Wireless Communications and Mobile Computing Conference (IWCMC)","20170720","2017","","","1","47","The following topics are dealt with: theoretical system; multimedia applications; emerging practical systems; D2D; channel estimation; WSN security; modulation; signal processing; resource allocation; network security; vehicular security; IoT; vehicle models; high-density networks; MIMO; transmission techniques; NG signaling; heterogeneous mechanisms; system security; routing protocols; network coding; millimeter wave; OFDM; Internet of Things; clustering mechanisms; vehicle performance evaluation; cloud-fog networking; machine learning; localization; MAC protocols; scheduling protocols; smart cities; physical layer security; QoE;QoS; wireless access networks; m-health; 5G communication; clustering algorithms; distributed algorithms; e-health; WSN-based monitoring systems; Big Data security; next generation networking; next generation wireless communications; secure communication; and mobile computing.","","Electronic:978-1-5090-4372-9; POD:978-1-5090-4373-6","10.1109/IWCMC.2017.7986250","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7986250","","","5G mobile communication;Big Data;Internet of Things;MIMO communication;OFDM modulation;access protocols;channel estimation;cloud computing;learning (artificial intelligence);mobile computing;next generation networks;quality of experience;quality of service;routing protocols;signal processing;smart cities;telecommunication scheduling;telecommunication security;wireless sensor networks","5G communication;Big Data security;D2D;Internet of Things;IoT;MAC protocols;MIMO;NG signaling;OFDM;QoE;QoS;WSN security;WSN-based monitoring systems;channel estimation;cloud-fog networking;clustering algorithms;clustering mechanisms;distributed algorithms;e-health;emerging practical systems;heterogeneous mechanisms;high-density networks;localization;m-health;machine learning;millimeter wave;mobile computing;modulation;multimedia applications;network coding;network security;next generation networking;next generation wireless communications;physical layer security;resource allocation;routing protocols;scheduling protocols;secure communication;signal processing;smart cities;system security;transmission techniques;vehicle models;vehicle performance evaluation;vehicular security;wireless access networks","","","","","","","","26-30 June 2017","","IEEE","IEEE Conferences"
"Technical papers table of contents","","","2017 IEEE International Instrumentation and Measurement Technology Conference (I2MTC)","20170707","2017","","","31","82","The following topics are dealt with: biomedical measurement; healthcare systems; electric quantity measurement; data acquisition systems; signal processing techniques; wireless sensor networks; Internet of Things; energy systems; power systems; mechanical measurement; material measurements; actuators; transducers; sensor fusion; fiber optic sensors; measurement theory; environmental measurements; health monitoring; archaeometry; display instrumentation; image processing and computational intelligence techniques.","","Electronic:978-1-5090-3596-0; POD:978-1-5090-3597-7","10.1109/I2MTC.2017.7969650","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7969650","","","Internet of Things;actuators;biomedical measurement;data acquisition;display instrumentation;electric variables measurement;environmental engineering;fibre optic sensors;health care;image processing;measurement theory;patient monitoring;power system measurement;sensor fusion;transducers;wireless sensor networks","Internet of Things;actuator;archaeometry;biomedical measurement;computational intelligence technique;data acquisition system;display instrumentation;electric quantity measurement;energy system;environmental measurement;fiber optic sensor;health monitoring;healthcare system;image processing;material measurement;measurement theory;mechanical measurement;power system;sensor fusion;signal processing technique;transducer;wireless sensor network","","","","","","","","22-25 May 2017","","IEEE","IEEE Conferences"
