(((Internet-of-Things) AND Internet of Things) AND Healthcare)
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"The potential of Internet of Things (IoT) for assisted living applications","R. S. H. Istepanian","Kingston University, London, UK","IET Seminar on Assisted Living 2011","20120416","2011","","","1","40","Presents a collection of slides covering the following topics: m-IOT; healthcare IT; medicine; mobile healthcare; Long Term Evolution; 4G health; m-health; Internet of things; RFID; protocol; WSN; AAL systems; diabetes management system; cellular phone; assisted living; wireless medical sensors; ulPv6 and 6LoWPAN.","","Electronic:978-1-84919-469-3","10.1049/ic.2011.0040","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6183152","","","4G mobile communication;IP networks;Internet;Long Term Evolution;cellular radio;diseases;geriatrics;health care;mobile computing;personal area networks;protocols;radiofrequency identification;wireless sensor networks","4G health;6LoWPAN;AAL systems;Internet of things;Long Term Evolution;RFID;WSN;assisted living;cellular phone;diabetes management system;healthcare IT;m-IOT;m-health;medicine;mobile healthcare;protocol;ulPv6;wireless medical sensors","","2","","","","","","6-6 April 2011","","IET","IET Conferences"
"Smart community: an internet of things application","X. Li; R. Lu; X. Liang; X. Shen; J. Chen; X. Lin","University of Waterloo","IEEE Communications Magazine","20111110","2011","49","11","68","75","In this article, we introduce an Internet of Things application, smart community, which refers to a paradigmatic class of cyber-physical systems with cooperating objects (i.e., networked smart homes). We then define the smart community architecture, and describe how to realize secure and robust networking among individual homes. We present two smart community applications, Neighborhood Watch and Pervasive Healthcare, with supporting techniques and associated challenges, and envision a few value-added smart community services.","0163-6804;01636804","","10.1109/MCOM.2011.6069711","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6069711","","Communities;Computer applications;Logic gates;Medical services;Security;Smart homes;Target tracking;Wireless communication","Internet;telecommunication security","Internet of things application;cooperating objects;cyber-physical systems;neighborhood watch;paradigmatic class;pervasive healthcare;smart community architecture;value-added smart community services","","134","20","14","","","","November 2011","","IEEE","IEEE Journals & Magazines"
"Evolution of wireless sensor networks towards the Internet of Things: A survey","L. Mainetti; L. Patrono; A. Vilei","University of Salento, Dept. of Innovation Engineering","SoftCOM 2011, 19th International Conference on Software, Telecommunications and Computer Networks","20111031","2011","","","1","6","Wireless Sensor Networks (WSNs) are playing more and more a key role in several application scenarios such as healthcare, agriculture, environment monitoring, and smart metering. Furthermore, WSNs are characterized by high heterogeneity because there are many different proprietary and non-proprietary solutions. This wide range of technologies has delayed new deployments and integration with existing sensor networks. The current trend, however, is to move away from proprietary and closed standards, to embrace IP-based sensor networks using the emerging standard 6LoWPAN/IPv6. This allows native connectivity between WSN and Internet, enabling smart objects to participate to the Internet of Things (IoT). Building an all-IP infrastructure from scratch, however, would be difficult because many different sensors and actuators technologies (both wired and wireless) have already been deployed over the years. After a review of the state of the art, this paper sketches a framework able to harmonize legacy and new installations, allowing migrating to an all-IP environment at a later stage. The Building Automation use case has been chosen to discuss potential benefits of the proposed framework.","","Electronic:978-953-290-026-2; POD:978-1-4577-1439-9","","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6064380","","Automation;Buildings;Internet;Protocols;Wireless communication;Wireless sensor networks;Zigbee","IP networks;Internet;personal area networks;wireless sensor networks","6LoWPAN-IPv6;IP-based sensor networks;Internet of things;IoT;WSN;actuator technology;all-IP infrastructure;building automation;environment monitoring;smart metering;wireless sensor network evolution","","12","","24","","","","15-17 Sept. 2011","","IEEE","IEEE Conferences"
"From Embedded Systems to Cyber-Physical Systems: Research Challenges and Application Areas","R. E. Achatz","","2011 IEEE 35th Annual Computer Software and Applications Conference","20111003","2011","","","1","1","In all of the Siemens sectors, Industry, Energy, and Healthcare, embedded systems are an essential part of our products, systems, and solutions. Also, in general, embedded systems and software-based systems surround us. This fits also well to the motto of this year's COMPSAC ""The computed world: software beyond the digital society"". There is a strong trend that embedded systems are being networked together and interact with each other in increasingly complex ways. Especially when there is a strong focus on the interaction between the elements, one speaks of ""cyber-physical systems"" or the ""internet of things"". The trend to increased use of cyber-physical systems offers new opportunities, both in the research space as well as for new applications. This keynote will provide insights into how Siemens has been active in both of these areas.","0730-3157;07303157","Electronic:978-0-7695-4439-7; POD:978-1-4577-0544-1","10.1109/COMPSAC.2011.119","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6032315","","Conferences;Embedded systems;Industries;Internet;Medical services","Internet;embedded systems;software engineering","Internet of things;cyber-physical system;embedded system;software-based system","","0","","","","","","18-22 July 2011","","IEEE","IEEE Conferences"
"Study on the interconnection architecture and access technology for Internet of Things","Dong Chen; Guiran Chang; Jiajia Li; Jie Jia","School of Information Science and Engineering, Northeastern University, Shenyang, China","2011 International Conference on Computer Science and Service System (CSSS)","20110804","2011","","","1744","1748","Internet of Things (IOT) is a novel paradigm developed on the basis of existing technologies and closely related to RFID, WSN, CPS, Pervasive Computing and M2M (Machine to Machine). IOT has broad prospects in transportation, logistics, healthcare, smart environment, personal living and social domain. This paper researches on the concept, characteristics and supporting technology of IOT, proposes an interconnection architecture of IOT from the view of business process and data flow. Then agent-based and 6LoWPAN-based access models towards sensors or sensor embedded things in IOT are presented and discussed. Eventually, supporting technologies of IOT are summarized.","","DVD:978-1-4244-9761-4; Electronic:978-1-4244-9763-8; POD:978-1-4244-9762-1","10.1109/CSSS.2011.5974497","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5974497","6LoWPAN;CPS;IOT;RFID;WOT;WSN","Computer architecture;Europe;IP networks;Internet;Radiofrequency identification;Wireless sensor networks","IP networks;Internet;personal area networks;radiofrequency identification;ubiquitous computing;wireless sensor networks","6LoWPAN-based access models;CPS;IPv6 over low power wireless personal area networks;Internet of things;M2M;RFID;WSN;access technology;agent-based access models;business process;data flow;interconnection architecture;machine to machine;pervasive computing;sensor embedded things","","0","","17","","","","27-29 June 2011","","IEEE","IEEE Conferences"
"An Open, Secure and Flexible Platform Based on Internet of Things and Cloud Computing for Ambient Aiding Living and Telemedicine","X. M. Zhang; N. Zhang","Sch. of Inf. Sci. & Eng., Hunan Univ., Changsha, China","2011 International Conference on Computer and Management (CAMAN)","20110527","2011","","","1","4","Currently Internet of Things (IoT) and multimedia technologies have entered the healthcare field through ambient aiding living and telemedicine. However there are still several obstacles blocking in the way, the toughest ones among which are IoT interoperability, system security, streaming Quality of Service (QoS) and dynamic increasing storage. The major contribution of this paper is proposing an open, secure and flexible platform based on IoT and Cloud computing, on which several mainstream short distant ambient communication protocols for medical purpose are discussed to address interoperability; Secure Sockets Layer (SSL), authentication and auditing are taken into consideration to solve the security issue; an adaptive streaming QoS model is utilized to improve streaming quality in dynamic environment; and an open Cloud computing infrastructure is adopted to support elastic Electronic Health Record (EHR) archiving in the backend. Finally an integrated reference implementation is introduced to demonstrate feasibility.","","Electronic:978-1-4244-9283-1; POD:978-1-4244-9282-4","10.1109/CAMAN.2011.5778905","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5778905","","Internet;Logic gates;Multimedia communication;Quality of service;Security;Streaming media;Telemedicine","Internet;cloud computing;cryptographic protocols;medical information systems;open systems;telemedicine","Internet of things;IoT interoperability;ambient aiding living;ambient communication protocols;cloud computing;electronic health record;multimedia technologies;secure sockets layer;service quality;system security;telemedicine","","17","","24","","","","19-21 May 2011","","IEEE","IEEE Conferences"
"Drugs interaction checker based on IoT","A. J. Jara; A. F. Alcolea; M. A. Zamora; A. F. G. Skarmeta; M. Alsaedy","Department of Information and Communications Engineering, Computer Science Faculty, University of Murcia, Murcia (Spain)","2010 Internet of Things (IOT)","20101230","2010","","","1","8","Providing effective and appropriate healthcare is one of the most important objectives of information and communication technologies (ICT). Internet of things (IoT) is one of the last advances in ICT, providing a global connectivity and management of sensors, devices, users and information. Our contribution is a solution to examine drug related problems based on IoT technologies, i.e. smart phones and Web to support ubiquitous Access, 6LoWPAN technology to support ubiquitous data collection of patients, sensors and hospitals, and RFID/NFC to support global identification. These technologies offer a wide range of applications in healthcare, which improves the quality of services, reduce mistakes, and even detect health anomalies from vital signs. This paper presents how IoT technology is applied in a pharmaceutical system to examine drugs in order to detect Adverse Drugs Reaction (ADR), harmful effects of pharmaceutical excipients, allergies, complications and contraindications related with liver and renal defects, and harmful side effects during pregnancy or lactation. Thereby, the system provides an enhanced approach assisting physicians in clinical decisions and drug prescribing. The solution presented is based on NFC (Near Field Communication) and barcode identification technologies, which have been integrated in common devices such as smart-phones, PDAs and PCs. The drug ID is matched with the Pharmaceutical Intelligent Information System to detect whether a specific drug is suitable with respect to the patient's health record or not.","","Electronic:978-1-4244-7415-8; POD:978-1-4244-7413-4","10.1109/IOT.2010.5678458","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5678458","Barcode;Drug Checker;Internet of Things;NFC;Pharmaceutical;RFID","Drugs;Hospitals;Ontologies;Radiofrequency identification;Smart phones","Internet;drugs;health care;personal area networks;ubiquitous computing","6LoWPAN technology;Internet of things;IoT;adverse drugs reaction;barcode identification;communication technology;drugs interaction checker;global connectivity;global identification;healthcare;information technology;near field communication;pharmaceutical system;quality of services;smart phones;ubiquitous access;ubiquitous data collection","","8","1","24","","","","Nov. 29 2010-Dec. 1 2010","","IEEE","IEEE Conferences"
"The Internet of Things for Ambient Assisted Living","A. Dohr; R. Modre-Opsrian; M. Drobics; D. Hayn; G. Schreier","Safety & Security Dept., AIT Austrian Inst. of Technol., Graz, Austria","2010 Seventh International Conference on Information Technology: New Generations","20100701","2010","","","804","809","The Internet of Things (IoT) is the logical further development of today's Internet. Technological advancements lead to smart objects being capable of identifying, locating, sensing and connecting and thus leading to new forms of communication between people and things and things themselves. Ambient Assisted Living (AAL) encompasses technical systems to support elderly people in their daily routine to allow an independent and safe lifestyle as long as possible. Keep In Touch (KIT) uses smart objects and technologies (Near Field Communication and Radio Frequency Identification) to facilitate telemonitoring processes. Closed Loop Healthcare Services take use of KIT technology and are capable of processing relevant data and establishing communication channels between elderly people and their environment and different groups of care-givers (physicians, relatives, mobile care providers). The combination of KIT technology (smart objects) and Closed Loop Healthcare Services results in an applied IoT infrastructure for AAL scenarios. Already applied IoT and AAL applications in telemonitoring and medication intake compliance projects show that these applications are useful and accepted by the elderly and that the developed infrastructure enables a new form of communication between people and people, people-to-people (P2P) communication. The personal communication between elderly people, their environment and relevant groups of care givers is an important aspect in AAL. Through the combination of KIT and Closed Loop Healthcare, a central AAL paradigm can be realized through the IoT, where the elderly live in their homes with smart objects, thus smart homes, communicating to the outside world in an intelligent and goal-orientated manner.","","Electronic:978-1-4244-6271-1; POD:978-1-4244-6270-4","10.1109/ITNG.2010.104","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5501633","Near Field Communication (NFC);Pervasive Healthcare;RFID;Telemedicine;eHealth","Ambient intelligence;Communications technology;Decision making;IP networks;Medical services;Pervasive computing;Radiofrequency identification;Safety;Senior citizens;Web and internet services","Internet;handicapped aids;health care","Internet of things;KIT technology;ambient assisted living;closed loop healthcare services;keep in touch;near field communication;people-to-people communication;radio frequency identification;smart homes;technological advancements;telemonitoring processes","","98","3","16","","","","12-14 April 2010","","IEEE","IEEE Conferences"
"An Architecture Based on Internet of Things to Support Mobility and Security in Medical Environments","A. J. J. Valera; M. A. Zamora; A. F. G. Skarmeta","Comput. Sci. Fac., Univ. of Murcia, Murcia, Spain","2010 7th IEEE Consumer Communications and Networking Conference","20100225","2010","","","1","5","Recently the problem of providing effective and appropriate healthcare to elderly and disable people is an important field in relative to the aging of population problems. The objective of information and communication technologies (ICT) is to focus on the new technologies the medical environments, so that it can provide management to accelerate and improve the clinical process. Our contribution is to introduce an approach based on Internet of things (IoT) in medical environments to achieve a global connectivity with the patient, sensors and everything around it. The main goal of this globality feature is to provide a context awareness to make the patient's life easier and the clinical process more effective. To achieve this approach, firstly has been developed an architecture which has been designed to offer great potential and flexibility of communications, monitoring and control. This architecture includes several advanced communication technologies; among them are 6LoWPAN and RFID/NFC, which are the basis of the IoT. Moreover the research deal with the problems related to the mobility and security that happens when IoT is applied in medical environments. The mobility issue requires developing a protocol over 6LoWPAN network to be carried out in sensor networks with high specification related with low power consumption and capacity. While in the RFID/NFC technologies need to support secure communications, our proposal is to introduce a set of security techniques and cryptographic SIM card to authenticate, encrypt and sign the communications with medical devices. The preliminary results showed a reduction of time in the handover process with the protocol for mobility defined, by omitting the stages of addressing and simplifying the MIPv6 protocol. In addition to increase the security in the communications carried out by NFC devices enhanced with the inclusion of cryptographic SIM card.","2331-9852;23319852","Electronic:978-1-4244-5176-0; POD:978-1-4244-5175-3","10.1109/CCNC.2010.5421661","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5421661","","Aging;Communications technology;Cryptographic protocols;Cryptography;Environmental management;Information security;Internet;Medical services;Radiofrequency identification;Senior citizens","Internet;cryptography;geriatrics;handicapped aids;health care;mobile computing;patient care;protocols;radiofrequency identification;telecommunication security;wireless sensor networks","6LoWPAN network;ICT;Internet of things;MIPv6 protocol;NFC technology;RFID technology;authentication;clinical process;context awareness;cryptographic SIM card;disable people;elderly people;healthcare;information and communication technologies;mobility;patient life;secure communications;sensor networks","","8","","20","","","","9-12 Jan. 2010","","IEEE","IEEE Conferences"
"Message from the chairs","M. Shafique; S. Stuijk; H. Oh; T. Stefanov","Program Committee Chair","2016 14th ACM/IEEE Symposium on Embedded Systems For Real-time Multimedia (ESTIMedia)","20161201","2016","","","1","2","We would like to welcome you to the 14th ACM/IEEE Symposium on Embedded Systems for Real-Time Multimedia (ESTIMedia 2016). Multimedia and camera-based technologies play an important role in our daily life, and have become among the most relevant technological innovations. These technologies have proliferated into a wide range of application domains like Internet-of-Things (IoT), Cyber-Physical Systems (CPS), Healthcare and Medical Image Processing, Security, Consumer Electronics, etc. The evermore increasing computational and communication requirements demanded by current and next-generation multimedia and image/video processing devices together with energy constraints which characterize portable devices require innovative design methodologies and tools. The ACM/IEEE ESTIMedia aims to bring together people from different multimedia and imaging-related research communities who have worked separately but did not interact sufficiently to address the challenges facing the design of hardware and software layers of such highly specialized multimedia and image/video/vision processing systems.","","Electronic:978-1-4503-4543-9; POD:978-1-5090-4163-3","","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7746757","","","","","","","","","","","","6-7 Oct. 2016","","IEEE","IEEE Conferences"
"Guest Editorial Special Issue on Large-Scale Internet of Things","S. Guo; J. Liu","School of Computer Science and Engineering, University of Aizu, Aizu-Wakamatsu City, Fukushima, Japan","IEEE Internet of Things Journal","20160727","2016","3","4","439","440","Internet of Things (IoT), as an ecosystem that interconnects physical objects with telecommunication networks, introduces a tighter connection between cyber space and physical reality. It has been widely recognized that our daily lives will be fundamentally improved with various IoT applications in environmental surveillance, healthcare, agriculture, public security, supply chain management, etc. Building on these successes and recent advances in information and communication technologies, IoT will develop toward largescale and ubiquitous directions, imposing increasingly higher requirements on safety, reliability, security, energy efficiency, performance, robustness, and cost efficiency. This introduces many unprecedented challenging issues across the disciplines of embedded system, manufacturing, telecommunication, computing, sensing, software engineering, data management, and analysis. Emerging and advanced communication technologies introduce many new opportunities to tackle the challenging issues in large-scale ubiquitous IoT.","2327-4662;23274662","","10.1109/JIOT.2016.2591766","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7523346","","Ecosystems;Internet of things;Large-scale systems;Special issues and sections;Ubiquitous computing","","","","","","","","","","Aug. 2016","","IEEE","IEEE Journals & Magazines"
"Welcome message","C. Julien; K. Wehrle","The University of Texas at Austin, USA","2013 4th International Workshop on Software Engineering for Sensor Network Applications (SESENA)","20130926","2013","","","iii","iv","During recent years, the importance and potential of Wireless Sensor Networks (WSNs) have been demonstrated in many application areas, such as emergency services, environment protection, body area networks for healthcare, and logistics, to name a few. WSNs are increasingly being integrated in larger computing infrastructures, e.g., by providing the link to the physical world in Internet of Things scenarios and by offering distributed sensing and actuation in Cyber-Physical Systems.","2327-1620;23271620","Electronic:978-1-4673-6269-6; POD:978-1-4673-6268-9","10.1109/SESENA.2013.6612256","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6612256","","","","","","0","","","","","","21-21 May 2013","","IEEE","IEEE Conferences"
"Table of contents","","","2017 5th International Conference on Future Internet of Things and Cloud Workshops (FiCloudW)","20171120","2017","","","v","x","The following topics are dealt with: Internet of Things; cloud computing; Big Data research; Big Data innovation; intercloud; IoT; social networks analysis; social networks management; data science; intelligent decision support; applied knowledge engineering for healthcare; AKEH; signal processing; secure communications; 5G emerging technologies; mobile applications; and mobile Web.","","Electronic:978-1-5386-3281-9; POD:978-1-5386-3282-6","10.1109/FiCloudW.2017.67","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8113749","","","5G mobile communication;Big Data;Internet of Things;cloud computing;decision support systems;health care;knowledge based systems;mobile computing;signal processing;social networking (online)","5G emerging technologies;AKEH;Big Data innovation;Big Data research;Internet of Things;IoT;applied knowledge engineering for healthcare;cloud computing;data science;intelligent decision support;intercloud;mobile Web;mobile applications;secure communications;signal processing;social networks analysis;social networks management","","","","","","","","21-23 Aug. 2017","","IEEE","IEEE Conferences"
"Keynote speakers: Cyber-human partnerships — Towards a resilient ecosystem in smart cities","","","2017 40th International Conference on Telecommunications and Signal Processing (TSP)","20171023","2017","","","xi","xiv","In this talk I will explore one of the most relevant challenges for a decade to come: How to integrate the Internet of Things with software, people, and processes, considering modern Cloud Computing and the Internet of Things (IoT) with Big Data. I will present a fresh look at this problem, and examine how to integrate people, software services, and things with their data, into one novel resilient ecosystem, which can be modeled, programmed, and deployed on a large scale in an elastic way. This novel paradigm has major consequences on how we view, build, design, and deploy ultra-large scale distributed systems and establishes a novel foundation for an “architecure of value” driven Smart City. Current technological progress in multidimensional and multimodal acquisition of biomedical data enables detailed investigation of the individual health status that should underpin improved patient diagnosis and treatment outcome. However, the abundance of biomedical information has not always been translated directly in improved healthcare. It rather increases the current information deluge and desperately calls for more holistic ways to analyse and assimilate patient data in an effective manner. The Virtual Physiological Human aims at developing the framework and tools that would ultimately enable such integrated investigation of the human body and rendering methods for personalized and predictive medicine. This keynote speech will focus on and illustrate two specific aspects: a) how the integration of biomedical imaging and sensing, signal and image computing and computational physiology are essential components in addressing this personalized, predictive and integrative healthcare challenge, and b) how such principles could be put at work to address specific clinical questions in the cardiovascular domain. Finally, this talk will also underline the important role of model validation as a key to translational success and how such valida- ions span from technical validation of specific modeling components to clinical assessment of the effectiveness of the proposed tools. To conclude, the talk will outline some of the areas where current research efforts fall short in the VPH domain and that will possibly receive further investigation in the upcoming years. If we look at some of the goals of 5G versus where we are today, we can see the gap that has to be bridged over the next few years. The goal of 1ms latency is nearly 50x better than current LTE systems. In order to go from 100Mbps per user to 10Gbps, we need 100x the throughput per connection. The current 10,000 connections per square kilometer needs to increase to 1Million connections, which corresponds to 100x increase in density. Reliable communications today with LTE top out about 350km/h and we expect to bring that up by 1.5x to 500km/h. Finally, the current core networks and backhaul/fronthaul are inflexible with wasted pools of bandwidth. The introduction of SDN/NFV will allow much better ability to chop up and virtualize the network resources for lower operational costs and capital costs and much greater flexibility. In this talk, we will give an update on standardization process and the challenges ahead for a true deployment by 2020. Fractional Calculus (FC) started in 1695 when L'Hopital wrote a letter to Leibniz asking for the meaning of D<sup>n</sup>y for n = 1/2. Starting with the ideas of Leibniz many important mathematicians developed the theoretical concepts. By the beginning of the twentieth century Olivier Heaviside applied FC in the electrical engineering, but, the visionary and important contributions were forgotten. Only during the eighties FC emerged associated with phenomena such as fractal and chaos and, consequently, in nonlinear dynamical. In the last years, FC become ‘new’ tool for the analysis of dynamical systems. This lecture introduces the FC fundamental conce","","Electronic:978-1-5090-3982-1; POD:978-1-5090-3983-8","10.1109/TSP.2017.8075923","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8075923","","","","","","","","","","","","5-7 July 2017","","IEEE","IEEE Conferences"
"Trusting the Internet of Things","I. Bojanova; J. Voas","NIST","IT Professional","20171004","2017","19","5","16","19","The Internet of Things (IoT) appears to be the next great technology revolution. It is expected to affect everything from healthcare delivery, to food production, to how we work, to all forms of transportation and communication, and to automation. The IoT will impact everyone, and in multiple ways. With a technology revolution with such a large impact on society, it is imperative that IoT-based systems can be trusted. This special issue presents articles on security and privacy, authentication and authorization, and security risk assessment in the IoT.","1520-9202;15209202","","10.1109/MITP.2017.3680956","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8057730","Internet of Things;IoT;authentication;authorization;cybersecurity;privacy;risk assessment;security","Access controls;Authentication;Computer crime;Computer security;Internet of Things;Risk management;Special issues and sections","","","","","","","","","","2017","","IEEE","IEEE Journals & Magazines"
"Trusting the Internet of Things","","","IT Professional","20171004","2017","19","5","c1","c1","The Internet of Things (IoT) may be the next great technology revolution, with broad-reaching effects on transportation and communication, healthcare delivery, food production, how we work, and automation, among other things. With such wide influence, IoT systems must be trustworthy and secure. This special issue presents articles on security and privacy, authentication and authorization, and security risk assessment in the IoT.","1520-9202;15209202","","10.1109/MITP.2017.3680953","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8057719","Internet of Things;IoT;authentication;authorization;cybersecurity;privacy;risk assessment;security","","","","","","","","","","","2017","","IEEE","IEEE Journals & Magazines"
"Table of contents","","","2017 International Applied Computational Electromagnetics Society Symposium (ACES)","20170928","2017","","","1","20","The following topics are dealt with: Novel EM Theory and Numerical Methods; Space Antennas; Wave Manipulations with Metasurfaces; Wireless Power Transfer Supported by Computational Electromagnetics; Electromagnetic Compatibility; Integral Methods, Time-Domain and Frequency-Domain Computational Methods; Wideband and Multiband Antennas; THz Antenna, Circuit and System Research in EHF Integrated System Lab. of UESTC; Modeling and Design of Metasurfaces, Perodic Structures and Emerging EM Structures; EM, Antennas and Wireless Power for Biomedical Applications; Properties, Modeling and Novel Concepts of Artificial Electromagnetic Structures; Filtering Antennas; Synthetic Aperture Radar Techniques and Applications; Millimeter Wave and Terahertz Antennas; Novel Electromagnetic Metamaterials and Their Applications; Advanced Design of Multifunctional Microwave Passive Circuits; Advanced Manufacturing Technologies for Microwave Devices; Novel RF Circuit/System Design and Modeling; Smart Radar Technologies for Healthcare and Internet of Things Applications; Electromagnetic Theory; Miniaturized Antennas and Arrays; Fast Numerical Analysis for Electromagnetic Radiation and Scattering; 2D/Graphene Electronic and Optoelectronic Devices; Millimeter Wave/THz Imaging; RFID Antennas and Systems; Electromagnetic Metasuface and Applications; Radar Cross Section Reduction; Applications of Evolutionary Algorithms in Electromagnetics; Advanced Technologies in Antenna Array; Microwave Components Based on Emerging Processes and Materials; Wireless Power Transfer and Harvesting; Electromagnetic Environment Effects;- Microwave Photonics; Wireless Power and RF Energy Harvesting; Microwave Remote Sensing and Inverse Problems; Radar Techniques and Applications, SAR Algorithms and Systems; Passive/Active Microwave and Terahertz Devices; EMC/EMI, Signal/Power Integrity; Millimeter-Wave GAP Waveguide Technology; and Signal Processing for Antennas.","","Electronic:978-0-9960-0785-6; POD:978-1-5090-4311-8","","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8051661","","","broadband antennas;computational electromagnetics;electromagnetic compatibility;electromagnetic metamaterials;electromagnetic wave scattering;electromagnetic waves;energy harvesting;evolutionary computation;inductive power transmission;microwave circuits;microwave photonics;millimetre wave antenna arrays;millimetre wave imaging;passive networks;radar cross-sections;radiofrequency identification;synthetic aperture radar;terahertz wave imaging","EM theory;EMC;EMI;RFID antennas;THz antenna;THz imaging;antenna array;artificial electromagnetic structures;computational electromagnetics;electromagnetic compatibility;electromagnetic metamaterials;electromagnetic metasuface;electromagnetic radiation;electromagnetic scattering;electromagnetic theory;energy harvesting;evolutionary algorithms;filtering antennas;frequency-domain computational methods;metasurfaces;microwave photonics;microwave remote sensing;millimeter wave antennas;millimeter wave imaging;millimeter-wave GAP waveguide technology;miniaturized antennas;multiband antennas;multifunctional microwave passive circuits;perodic structures;radar cross section;signal processing;smart radar technologies;space antennas;synthetic aperture radar;terahertz antennas;time-domain computational methods;wave manipulations;wideband antennas;wireless power transfer","","","","","","","","1-4 Aug. 2017","","IEEE","IEEE Conferences"
"Inside Bluetooth Low Energy (Gupta, N.) [Book Review]","G. Panwar; S. Misra","","IEEE Wireless Communications","20170822","2017","24","4","2","3","This book introduces the reader to Bluetooth and BLE, and analyzes all the different layers and components of the Bluetooth and BLE protocol stacks. Bluetooth technology has long been used in cell phones, laptops,and portable devices for connecting peripherals such as keyboards and mice, and also for interconnecting devices, for sharing files and data. With the advent of the Internet of Things (IoT), one of the major concerns is the communication technologies used by these IoT devices, primarily focusing on power consumption and security. Bluetooth Low Energy (BLE) is aimed at novel applications in the healthcare, fitness, beacons, security, and home entertainment industries.","1536-1284;15361284","","10.1109/MWC.2017.8014283","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8014283","","Bluetooth;Book reviews;Cellular phones;Communication standards;Computer applications;Network security;Protocols;Trade agreements;Wireless networks","","","","","","","","","","Aug. 2017","","IEEE","IEEE Journals & Magazines"
"Table of contents","","","2017 International Conference on Cloud Computing Research and Innovation (ICCCRI)","20170803","2017","","","v","v","The following topics are dealt with: cloud computing; Internet of Things; free parking space management system; particle swarm optimization; energy-efficiency virtual machine placement; MTCS; healthcare; ModStore; instructional HPC-based platform; National Science Experiment Big Data Challenge; personal information crunch; and agent-based SLA negotiation protocol.","","Electronic:978-1-5386-1075-6; POD:978-1-5386-1076-3","10.1109/ICCCRI.2017.4","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7999209","","","Big Data;Internet of Things;cloud computing;contracts;health care;parallel processing;particle swarm optimisation;power aware computing;protocols;security of data;traffic engineering computing;virtual machines","Internet of Things;MTCS;ModStore;National Science Experiment Big Data Challenge;agent-based SLA negotiation protocol;cloud computing;energy-efficiency virtual machine placement;free parking space management system;healthcare;instructional HPC-based platform;particle swarm optimization;personal information crunch","","","","","","","","11-12 April 2017","","IEEE","IEEE Conferences"
"Technical papers table of contents","","","2017 IEEE International Instrumentation and Measurement Technology Conference (I2MTC)","20170707","2017","","","31","82","The following topics are dealt with: biomedical measurement; healthcare systems; electric quantity measurement; data acquisition systems; signal processing techniques; wireless sensor networks; Internet of Things; energy systems; power systems; mechanical measurement; material measurements; actuators; transducers; sensor fusion; fiber optic sensors; measurement theory; environmental measurements; health monitoring; archaeometry; display instrumentation; image processing and computational intelligence techniques.","","Electronic:978-1-5090-3596-0; POD:978-1-5090-3597-7","10.1109/I2MTC.2017.7969650","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7969650","","","Internet of Things;actuators;biomedical measurement;data acquisition;display instrumentation;electric variables measurement;environmental engineering;fibre optic sensors;health care;image processing;measurement theory;patient monitoring;power system measurement;sensor fusion;transducers;wireless sensor networks","Internet of Things;actuator;archaeometry;biomedical measurement;computational intelligence technique;data acquisition system;display instrumentation;electric quantity measurement;energy system;environmental measurement;fiber optic sensor;health monitoring;healthcare system;image processing;material measurement;measurement theory;mechanical measurement;power system;sensor fusion;signal processing technique;transducer;wireless sensor network","","","","","","","","22-25 May 2017","","IEEE","IEEE Conferences"
