Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Multiple People Activity Recognition Using MHT over DBN","Toward Useful Services for Elderly and People with Disabilities","","","","10.1007/978-3-642-21535-3_48","Andrei TolstikovClifton PhuaJit BiswasWeimin Huang","2011","http://link.springer.com/chapter/10.1007/978-3-642-21535-3_48","Chapter"
"Unobtrusive Sleep Posture Detection for Elder-Care in Smart Home","Aging Friendly Technology for Health and Independence","","","","10.1007/978-3-642-13778-5_9","Hongbo NiBessam AbdulrazakDaqing ZhangShu Wu","2010","http://link.springer.com/chapter/10.1007/978-3-642-13778-5_9","Chapter"
"A Novel Smart Home System","Instrumentation, Measurement, Circuits and Systems","","","","10.1007/978-3-642-27334-6_101","Ligeng YuXueen LiWeijuan Han","2012","http://link.springer.com/chapter/10.1007/978-3-642-27334-6_101","Chapter"
"A Home E-Health System for Dependent People Based on OSGI","Intelligent Technical Systems","","","","10.1007/978-1-4020-9823-9_9","Jaime MartínRalf SeepoldNatividad Martínez MadridJuan Antonio ÁlvarezAlejandro Fernández-MontesJuan Antonio Ortega","2009","http://link.springer.com/chapter/10.1007/978-1-4020-9823-9_9","Chapter"
"Modeling Actions Based on a Situative Space Model for Recognizing Human Activities","Artificial Intelligence: Methodology, Systems, and Applications","","","","10.1007/978-3-642-33185-5_30","Juan Carlos NievesDipak SurieHelena Lindgren","2012","http://link.springer.com/chapter/10.1007/978-3-642-33185-5_30","Chapter"
"Granny and the robots: ethical issues in robot care for the elderly","Ethics and Information Technology","","14","1","10.1007/s10676-010-9234-6","Amanda SharkeyNoel Sharkey","2012","http://link.springer.com/article/10.1007/s10676-010-9234-6","Article"
"Cyber-Physical Systems: Imminent Challenges","Large-Scale Complex IT Systems. Development, Operation and Management","","","","10.1007/978-3-642-34059-8_1","Manfred BroyMaría Victoria CengarleEva Geisberger","2012","http://link.springer.com/chapter/10.1007/978-3-642-34059-8_1","Chapter"
"Healthcare Prosumerism","Future Visions on Biomedicine and Bioinformatics 1","","","","10.1007/8754_2010_3","A. C. M. DumayJ. L. T. Blank","2011","http://link.springer.com/chapter/10.1007/8754_2010_3","Chapter"
"Collaborative Ecosystems in Ageing Support","Adaptation and Value Creating Collaborative Networks","","","","10.1007/978-3-642-23330-2_20","Luis M. Camarinha-MatosHamideh Afsarmanesh","2011","http://link.springer.com/chapter/10.1007/978-3-642-23330-2_20","Chapter"
"A Framework for Engineering Pervasive Applications Applied to Intra-vehicular Sensor Network Applications","Mobile Networks and Applications","","15","1","10.1007/s11036-009-0163-8","Antonio CoronatoGiuseppe De PietroJong-Hyuk ParkHan-Chieh Chao","2010","http://link.springer.com/article/10.1007/s11036-009-0163-8","Article"
"Past, Present and Future of Ambient Intelligence and Smart Environments","Agents and Artificial Intelligence","","","","10.1007/978-3-642-11819-7_1","Juan Carlos Augusto","2010","http://link.springer.com/chapter/10.1007/978-3-642-11819-7_1","Chapter"
"Hallway Monitoring: Distributed Data Processing with Wireless Sensor Networks","Real-World Wireless Sensor Networks","","","","10.1007/978-3-642-17520-6_9","Tobias BaumgartnerSándor P. FeketeTom KamphansAlexander KröllerMax Pagel","2010","http://link.springer.com/chapter/10.1007/978-3-642-17520-6_9","Chapter"
"Effects of Multimodal Feedback on the Usability of Mobile Diet Diary for Older Adults","Universal Access in Human-Computer Interaction. Applications and Services","","","","10.1007/978-3-642-02713-0_31","Miroslav BojicOlivier A. Blanson HenkemansMark A. NeerincxCharles A. P. G. Van der MastJasper Lindenberg","2009","http://link.springer.com/chapter/10.1007/978-3-642-02713-0_31","Chapter"
"Semantic and Implicit HCI: A Step Forward AmI Delivery at Home for Patient Experience","Ambient Intelligence and Future Trends-International Symposium on Ambient Intelligence (ISAmI 2010)","","","","10.1007/978-3-642-13268-1_17","Ana Isabel Calvo-AlcaldeJuan José Andrés-GutiérrezJesús VegasRafael Cano-ParraEsteban Pérez-Castrejón","2010","http://link.springer.com/chapter/10.1007/978-3-642-13268-1_17","Chapter"
"Context-based scene recognition from visual data in smart homes: an Information Fusion approach","Personal and Ubiquitous Computing","","16","7","10.1007/s00779-011-0450-9","Juan Gómez-RomeroMiguel A. SerranoMiguel A. PatricioJesús GarcíaJosé M. Molina","2012","http://link.springer.com/article/10.1007/s00779-011-0450-9","Article"
"A Telehealthcare System to Care for Older People Suffering from Metabolic Syndrome","Universal Access in Human-Computer Interaction. Users Diversity","","","","10.1007/978-3-642-21663-3_25","Kevin C. TsengChien-Lung HsuYu-Hao Chuang","2011","http://link.springer.com/chapter/10.1007/978-3-642-21663-3_25","Chapter"
"Location-Aware Elderly Personal Safety Checking in Smart Home","Computer, Informatics, Cybernetics and Applications","","","","10.1007/978-94-007-1839-5_170","Bin XuZepeng HuPeiyou HanYujia Ge","2012","http://link.springer.com/chapter/10.1007/978-94-007-1839-5_170","Chapter"
"Autonomamente: Using Goal Attainment Scales to Evaluate the Impact of a Multimodal Domotic System to Support Autonomous Life of People with Cognitive Impairment","Computers Helping People with Special Needs","","","","10.1007/978-3-642-14097-6_52","Thimoty BarbieriPiero FraternaliAntonio BianchiClarissa Tacchella","2010","http://link.springer.com/chapter/10.1007/978-3-642-14097-6_52","Chapter"
"The evolution of home modification programs in Japan","Ageing International","","27","3","10.1007/s12126-003-1004-x","Kuniko Makigami M.D., M.S.G.Jon Pynoos Ph.D.","2002","http://link.springer.com/article/10.1007/s12126-003-1004-x","Article"
"Artificial Neural Networks in Smart Homes","Designing Smart Homes","","","","10.1007/11788485_9","Rezaul BeggRafiul Hassan","2006","http://link.springer.com/chapter/10.1007/11788485_9","Chapter"
"Proposed Generic Method to Assess Efficiency of Smart-Walkers","Impact Analysis of Solutions for Chronic Disease Prevention and Management","","","","10.1007/978-3-642-30779-9_29","Viviane PasquiLudovic Saint-BauzelPierre RumeauNadine Vigouroux","2012","http://link.springer.com/chapter/10.1007/978-3-642-30779-9_29","Chapter"
"Human Centered Interfaces for Assisted Living","Man-Machine Interactions 2","","","","10.1007/978-3-642-23169-8_1","Anastasios TefasIoannis Pitas","2011","http://link.springer.com/chapter/10.1007/978-3-642-23169-8_1","Chapter"
"Universal Access Issues in an Ambient Intelligence Research Facility","Universal Access in Human-Computer Interaction. Ambient Interaction","","","","10.1007/978-3-540-73281-5_22","Constantine StephanidisMargherita AntonaDimitrios Grammenos","2007","http://link.springer.com/chapter/10.1007/978-3-540-73281-5_22","Chapter"
"A Novel Design Approach for Multi-device Adaptable User Interfaces: Concepts, Methods and Examples","Universal Access in Human-Computer Interaction. Design for All and eInclusion","","","","10.1007/978-3-642-21672-5_44","Alexandros MourouzisAsterios LeonidisMichalis FoukarakisMargherita AntonaNicos Maglaveras","2011","http://link.springer.com/chapter/10.1007/978-3-642-21672-5_44","Chapter"
"Openness to Accept Medical Technology - A Cultural View","Information Quality in e-Health","","","","10.1007/978-3-642-25364-5_14","Firat AlagözMartina ZiefleWiktoria WilkowskaAndré Calero Valdez","2011","http://link.springer.com/chapter/10.1007/978-3-642-25364-5_14","Chapter"
"Plans and Planning in Smart Homes","Designing Smart Homes","","","","10.1007/11788485_5","Richard SimpsonDebra SchreckenghostEdmund F. LoPrestiNed Kirsch","2006","http://link.springer.com/chapter/10.1007/11788485_5","Chapter"
"The Enigma of Japanese Ageing-in-Place Practice in the Information Age: Does Digital Gadget Help the (Good) Practice for Inter-Generation Care?","Ageing International","","32","3","10.1007/s12126-008-9017-0","On-Kwok Lai","2008","http://link.springer.com/article/10.1007/s12126-008-9017-0","Article"
"Gerontechnology","Future Interaction Design II","","","","10.1007/978-1-84800-385-9_1","Neil CharnessTiffany S. Jastrzembski","2009","http://link.springer.com/chapter/10.1007/978-1-84800-385-9_1","Chapter"
"Complexity aided design","The European Physical Journal Special Topics","","214","1","10.1140/epjst/e2012-01701-5","A. CarboneM. Ajmone-MarsanK. W. AxhausenM. BattyM. MaseraE. Rome","2012","http://link.springer.com/article/10.1140/epjst/e2012-01701-5","Article"
"Using Future Internet Infrastructure and Smartphones for Mobility Trace Acquisition and Social Interactions Monitoring","The Future Internet","","","","10.1007/978-3-642-30241-1_11","Athanasios AntoniouEvangelos TheodoridisIoannis ChatzigiannakisGeorgios Mylonas","2012","http://link.springer.com/chapter/10.1007/978-3-642-30241-1_11","Chapter"
"Toward Integrated Real-World Sensing Environment — Applications and Challenges","Theoretical Aspects of Distributed Computing in Sensor Networks","","","","10.1007/978-3-642-14849-1_27","Srdjan KrcoKonrad Wrona","2011","http://link.springer.com/chapter/10.1007/978-3-642-14849-1_27","Chapter"
"Smart Home Technology for the Elderly: Perceptions of Multidisciplinary Stakeholders","Constructing Ambient Intelligence","","","","10.1007/978-3-540-85379-4_37","Anne-mie SponseleeBen SchoutenDon BouwhuisCharles Willems","2008","http://link.springer.com/chapter/10.1007/978-3-540-85379-4_37","Chapter"
"Cyber-Physical Systems — Changing Economy and Society","Cyber-Physical Systems","","","","10.1007/978-3-642-29090-9_3","","2011","http://link.springer.com/chapter/10.1007/978-3-642-29090-9_3","Chapter"
"Editorial to first issue","Journal of Ambient Intelligence and Humanized Computing","","1","1","10.1007/s12652-010-0009-z","Vincenzo Loia","2010","http://link.springer.com/article/10.1007/s12652-010-0009-z","Article"
"WebService-Based Solution for an Intelligent TeleCare System","Recent Advances in Intelligent Engineering Systems","","","","10.1007/978-3-642-23229-9_18","Vasile Stoicu-TivadarLăcrămioara Stoicu-TivadarSorin PuşcociDorin BerianVasile Topac","2012","http://link.springer.com/chapter/10.1007/978-3-642-23229-9_18","Chapter"
"Telemedicine: New Approach to Modern Education of Medical Electronics","5th European Conference of the International Federation for Medical and Biological Engineering","","","","10.1007/978-3-642-23508-5_358","J. HavlikJ. DvorakL. Lhotska","2012","http://link.springer.com/chapter/10.1007/978-3-642-23508-5_358","Chapter"
"User Acceptance of the Intelligent Fridge: Empirical Results from a Simulation","The Internet of Things","","","","10.1007/978-3-540-78731-0_8","Matthias Rothensee","2008","http://link.springer.com/chapter/10.1007/978-3-540-78731-0_8","Chapter"
"Smart Silver Towns: Prospects and Challenges","Toward Useful Services for Elderly and People with Disabilities","","","","10.1007/978-3-642-21535-3_17","Sung Jun KimBharat Dave","2011","http://link.springer.com/chapter/10.1007/978-3-642-21535-3_17","Chapter"
"Sense of Presence in a Robotic Telepresence Domain","Universal Access in Human-Computer Interaction. Users Diversity","","","","10.1007/978-3-642-21663-3_51","Annica KristofferssonSilvia CoradeschiKerstin Severinson EklundhAmy Loutfi","2011","http://link.springer.com/chapter/10.1007/978-3-642-21663-3_51","Chapter"
"Ensuring a Fruitful Future to Innovation and Research: Practical Guidance for the Involvement of Older People in Research","Impact Analysis of Solutions for Chronic Disease Prevention and Management","","","","10.1007/978-3-642-30779-9_4","Anne-Sophie ParentNena GeorgantziIlenia Gheno","2012","http://link.springer.com/chapter/10.1007/978-3-642-30779-9_4","Chapter"
"Cases, Context, and Comfort: Opportunities for Case-Based Reasoning in Smart Homes","Designing Smart Homes","","","","10.1007/11788485_7","David LeakeAna MaguitmanThomas Reichherzer","2006","http://link.springer.com/chapter/10.1007/11788485_7","Chapter"
"Safety Considerations in the Development of Intelligent Environments","Ambient Intelligence - Software and Applications","","","","10.1007/978-3-642-19937-0_25","Juan Carlos AugustoPaul J. McCullagh","2011","http://link.springer.com/chapter/10.1007/978-3-642-19937-0_25","Chapter"
"ALADIN - a Magic Lamp for the Elderly?","Handbook of Ambient Intelligence and Smart Environments","","","","10.1007/978-0-387-93808-0_44","Edith MaierGuido Kempter","2010","http://link.springer.com/chapter/10.1007/978-0-387-93808-0_44","Chapter"
"Behavior Modeling and Recognition Methods to Facilitate Transitions between Application-Specific Personalized Assistance Systems","Ambient Intelligence","","","","10.1007/978-3-642-34898-3_31","Arun RamakrishnanZubair BhattiDavy PreuveneersYolande BerbersAliaksei AndrushevichRolf KistlerAlexander Klapproth","2012","http://link.springer.com/chapter/10.1007/978-3-642-34898-3_31","Chapter"
"An Action-Based Behavior Model for Persuasive Telehealth","Aging Friendly Technology for Health and Independence","","","","10.1007/978-3-642-13778-5_15","Duckki LeeSumi HelalBrian David Johnson","2010","http://link.springer.com/chapter/10.1007/978-3-642-13778-5_15","Chapter"
"A ubiquitous smart home for elderly","Information Systems Frontiers","","11","5","10.1007/s10796-008-9119-y","M. W. RaadL. T. Yang","2008","http://link.springer.com/article/10.1007/s10796-008-9119-y","Article"
"Using Association Rule Mining to Discover Temporal Relations of Daily Activities","Toward Useful Services for Elderly and People with Disabilities","","","","10.1007/978-3-642-21535-3_7","Ehsan NazerfardParisa RashidiDiane J. Cook","2011","http://link.springer.com/chapter/10.1007/978-3-642-21535-3_7","Chapter"
"The Smart Home Landscape: A Qualitative Meta-analysis","Toward Useful Services for Elderly and People with Disabilities","","","","10.1007/978-3-642-21535-3_25","Sam SolaimaniHarry BouwmanNico Baken","2011","http://link.springer.com/chapter/10.1007/978-3-642-21535-3_25","Chapter"
"Applications","The Emerging Domain of Cooperating Objects","","","","10.1007/978-3-642-16946-5_4","Prof. Dr. Pedro José MarrònDr. Stamatis KarnouskosDaniel MinderProf. Dr. Aníbal Ollero","2011","http://link.springer.com/chapter/10.1007/978-3-642-16946-5_4","Chapter"
"Making it easier for older people to talk to smart homes: the effect of early help prompts","Universal Access in the Information Society","","9","4","10.1007/s10209-009-0184-x","K. Maria WoltersKlaus-Peter EngelbrechtFlorian GöddeSebastian MöllerAnja NaumannRobert Schleicher","2010","http://link.springer.com/article/10.1007/s10209-009-0184-x","Article"
"A Subarea Mapping Approach for Indoor Localization","Toward Useful Services for Elderly and People with Disabilities","","","","10.1007/978-3-642-21535-3_11","Shumei ZhangPaul McCullaghChris NugentHuiru ZhengNorman Black","2011","http://link.springer.com/chapter/10.1007/978-3-642-21535-3_11","Chapter"
"Smart Home for Elderly Using Optimized Number of Wireless Sensors","Advances in Wireless Sensors and Sensor Networks","","","","10.1007/978-3-642-12707-6_14","A. GaddamS. C. MukhopadhyayG. Sen Gupta","2010","http://link.springer.com/chapter/10.1007/978-3-642-12707-6_14","Chapter"
"A Case Study of an Ambient Living and Wellness Management Health Care Model in Australia","Ambient Assistive Health and Wellness Management in the Heart of the City","","","","10.1007/978-3-642-02868-7_7","Jeffrey SoarAnne LivingstoneSzu-Yao Wang","2009","http://link.springer.com/chapter/10.1007/978-3-642-02868-7_7","Chapter"
"State of the Art in Electronic Assistive Technologies for People with Dementia","Supporting People with Dementia Using Pervasive Health Technologies","","","","10.1007/978-1-84882-551-2_3","Ricardo Castellot LouAngele GiulianoMaurice D. Mulvenna","2010","http://link.springer.com/chapter/10.1007/978-1-84882-551-2_3","Chapter"
"The Discovery and Development of the Silver Market in Germany","The Silver Market Phenomenon","","","","10.1007/978-3-642-14338-0_23","Carolin EitnerPeter EnsteGerhard NaegeleVerena Leve","2011","http://link.springer.com/chapter/10.1007/978-3-642-14338-0_23","Chapter"
"Design of Interactive Technology for Ageing-In-Place","Universal Acess in Human Computer Interaction. Coping with Diversity","","","","10.1007/978-3-540-73279-2_107","Shaun W. LawsonDavid NutterPeter Wilson","2007","http://link.springer.com/chapter/10.1007/978-3-540-73279-2_107","Chapter"
"Changing Role of Nurses in the Digital Era: Nurses and Telehealth","Handbook of Digital Homecare","","","","10.1007/978-3-642-01387-4_13","Sisira Edirippulige","2009","http://link.springer.com/chapter/10.1007/978-3-642-01387-4_13","Chapter"
"An Open Distributed Framework for Adaptive User Interaction in Ambient Intelligence","Ambient Intelligence","","","","10.1007/978-3-642-16917-5_23","Mohammad-Reza Tazari","2010","http://link.springer.com/chapter/10.1007/978-3-642-16917-5_23","Chapter"
"Information Management, Proposal for an Integration Platform Using Metadata","ENTERprise Information Systems","","","","10.1007/978-3-642-24352-3_38","Samuel BrásRui RijoDavid BastosAntónio Pereira","2011","http://link.springer.com/chapter/10.1007/978-3-642-24352-3_38","Chapter"
"Learning to Identify Users and Predict Their Destination in a Robotic Guidance Application","Field and Service Robotics","","","","10.1007/978-3-642-13408-1_34","Xavier PerrinFrancis ColasCédric PradalierRoland Siegwart","2010","http://link.springer.com/chapter/10.1007/978-3-642-13408-1_34","Chapter"
"User Modeling and Adaptation for Daily Routines: Providing Assistance to People with Special and Specific Needs","Advances in User Modeling","","","","10.1007/978-3-642-28509-7_28","Estefanía MartínPablo HayaRosa M. Carro","2012","http://link.springer.com/chapter/10.1007/978-3-642-28509-7_28","Chapter"
"What is happening now? Detection of activities of daily living from simple visual features","Personal and Ubiquitous Computing","","14","8","10.1007/s00779-010-0290-z","Bruno LepriNadia ManaAlessandro CappellettiFabio PianesiMassimo Zancanaro","2010","http://link.springer.com/article/10.1007/s00779-010-0290-z","Article"
"Uncertain Information Management for ADL Monitoring in Smart Homes","Intelligent Patient Management","","","","10.1007/978-3-642-00179-6_19","Xin HongChris NugentWeiru LiuJianbing MaSally McCleanBryan ScotneyMaurice Mulvenna","2009","http://link.springer.com/chapter/10.1007/978-3-642-00179-6_19","Chapter"
"Assistive Systems: A Paradigm Shift in Technology and Medical Care","Intelligent Interactive Assistance and Mobile Multimedia Computing","","","","10.1007/978-3-642-10263-9_1","Michael MeyerArthur F. PeaseMichael Lang","2009","http://link.springer.com/chapter/10.1007/978-3-642-10263-9_1","Chapter"
"An Automated Prompting System for Smart Environments","Toward Useful Services for Elderly and People with Disabilities","","","","10.1007/978-3-642-21535-3_2","Barnan DasChao ChenAdriana M. SeelyeDiane J. Cook","2011","http://link.springer.com/chapter/10.1007/978-3-642-21535-3_2","Chapter"
"Semantic Smart Homes: Towards Knowledge Rich Assisted Living Environments","Intelligent Patient Management","","","","10.1007/978-3-642-00179-6_17","Liming ChenChris NugentMaurice MulvennaDewar FinlayXin Hong","2009","http://link.springer.com/chapter/10.1007/978-3-642-00179-6_17","Chapter"
"Intelligent Decision-Making for a Smart Home Environment with Multiple Occupants","Computational Intelligence in Complex Decision Systems","","","","10.2991/978-94-91216-29-9_12","Andres MuñozJuan A. BotíaJuan Carlos Augusto","2010","http://link.springer.com/chapter/10.2991/978-94-91216-29-9_12","Chapter"
"Survey of Smart Technologies for Fall Motion Detection: Techniques, Algorithms and Tools","Advances in Information Technology","","","","10.1007/978-3-642-35076-4_13","Orasa PatsaduChakarida NukoolkitBunthit Watanapa","2012","http://link.springer.com/chapter/10.1007/978-3-642-35076-4_13","Chapter"
"Development of a Smart Home for Elder-People Based on Wireless Sensors","Smart Sensors and Sensing Technology","","","","10.1007/978-3-540-79590-2_24","Anuroop GaddamSubhas Chandra MukhopadhyayGourab Sen Gupta","2008","http://link.springer.com/chapter/10.1007/978-3-540-79590-2_24","Chapter"
"Eliciting user requirements with older adults: lessons from the design of an interactive domestic alarm system","Universal Access in the Information Society","","3","2","10.1007/s10209-004-0094-x","Lorna LinesKate S. Hone","2004","http://link.springer.com/article/10.1007/s10209-004-0094-x","Article"
"Supporting Independent Living of the Elderly with Mobile-Centric Ambient Intelligence: User Evaluation of Three Scenarios","Ambient Intelligence","","","","10.1007/978-3-540-76652-0_6","Marketta NiemeläRafael Gonzalez FuentetajaEija KaasinenJorge Lorenzo Gallardo","2007","http://link.springer.com/chapter/10.1007/978-3-540-76652-0_6","Chapter"
"Challenges and Opportunities for Collaborative Technologies for Home Care Work","ECSCW 2011: Proceedings of the 12th European Conference on Computer Supported Cooperative Work, 24-28 September 2011, Aarhus Denmark","","","","10.1007/978-0-85729-913-0_4","Lars Rune ChristensenErik Grönvall","2011","http://link.springer.com/chapter/10.1007/978-0-85729-913-0_4","Chapter"
"Patient Monitoring Using Bioimpedance Signal","Information Technology in Bio- and Medical Informatics","","","","10.1007/978-3-642-32395-9_15","Jan HavlíkOndřej FousekMiroslav Ložek","2012","http://link.springer.com/chapter/10.1007/978-3-642-32395-9_15","Chapter"
"Orientation System for People with Cognitive Disabilities","Ambient Intelligence - Software and Applications","","","","10.1007/978-3-642-28783-1_6","João RamosRicardo AnacletoÂngelo CostaPaulo NovaisLino FigueiredoAna Almeida","2012","http://link.springer.com/chapter/10.1007/978-3-642-28783-1_6","Chapter"
"The MATCH corpus: a corpus of older and younger users’ interactions with spoken dialogue systems","Language Resources and Evaluation","","44","3","10.1007/s10579-010-9118-8","Kallirroi GeorgilaMaria WoltersJohanna D. MooreRobert H. Logie","2010","http://link.springer.com/article/10.1007/s10579-010-9118-8","Article"
"Editorial: Special Issue on “TeleHomeCare” and “Strategic Vision for Future Wireless Communication”","Wireless Personal Communications","","51","4","10.1007/s11277-009-9799-8","Ramjee Prasad","2009","http://link.springer.com/article/10.1007/s11277-009-9799-8","Article"
"Data Management in an Intelligent Environment for Cognitive Disabled and Elderly People","Electronic Healthcare","","","","10.1007/978-3-642-00413-1_6","Grzegorz LoniewskiEmilio Lorente RamonStåle WalderhaugSixto Martinez FrancoJuan Jose Cubillos EsteveEduardo Sebastian Marco","2009","http://link.springer.com/chapter/10.1007/978-3-642-00413-1_6","Chapter"
"Assessing Acceptance of Assistive Social Agent Technology by Older Adults: the Almere Model","International Journal of Social Robotics","","2","4","10.1007/s12369-010-0068-5","Marcel HeerinkBen KröseVanessa EversBob Wielinga","2010","http://link.springer.com/article/10.1007/s12369-010-0068-5","Article"
"Wrenching: Transient Migration from Commonality to Variability in Product Line Engineering of Smart Homes","Toward Useful Services for Elderly and People with Disabilities","","","","10.1007/978-3-642-21535-3_32","Sugam SharmaHen-I. YangJohnny WongCarl K. Chang","2011","http://link.springer.com/chapter/10.1007/978-3-642-21535-3_32","Chapter"
"e-Health And Care Service Integration: The Demographic Challenge","Network-Centric Collaboration and Supporting Frameworks","","","","10.1007/978-0-387-38269-2_68","Bryan.R.M. ManningMary.McKeon Stosuy","2006","http://link.springer.com/chapter/10.1007/978-0-387-38269-2_68","Chapter"
"Robotics Perspective","Service Robotics within the Digital Home","","","","10.1007/978-94-007-1491-5_5","Alberto Alonso FernándezPablo Fernández de DiosJorge Moreno Sánchez","2011","http://link.springer.com/chapter/10.1007/978-94-007-1491-5_5","Chapter"
"Painting the ideal home: using art to express visions of technologically supported independent living for older people in north-east England","Universal Access in the Information Society","","8","1","10.1007/s10209-008-0126-z","Paul VickersLinda BanwellSusan HeafordFausto J. Sainz de Salces","2009","http://link.springer.com/article/10.1007/s10209-008-0126-z","Article"
"The Discovery and Development of the Silver Market in Germany","The Silver Market Phenomenon","","","","10.1007/978-3-540-75331-5_22","P. EnsteG. NaegeleV. Leve","2008","http://link.springer.com/chapter/10.1007/978-3-540-75331-5_22","Chapter"
"Why Is My Home Not Smart?","Aging Friendly Technology for Health and Independence","","","","10.1007/978-3-642-13778-5_7","Patrick HolroydPhil WattenPaul Newbury","2010","http://link.springer.com/chapter/10.1007/978-3-642-13778-5_7","Chapter"
"Design Considerations for Assistive Platforms in Ambient Computing for Disabled People - Wheelchair in an Ambient Environment","Toward Useful Services for Elderly and People with Disabilities","","","","10.1007/978-3-642-21535-3_35","Marwa HassanImad MougharbelNada MeskawiJean-Yves TigliMichel Riveill","2011","http://link.springer.com/chapter/10.1007/978-3-642-21535-3_35","Chapter"
"Behavior-Based Needs of Older Adults Concerning Aging-Friendly Digital Home Applications Using a Web-Based Survey","Aging Friendly Technology for Health and Independence","","","","10.1007/978-3-642-13778-5_21","Hyunjoo KwonYeunsook LeeSoojin Lee","2010","http://link.springer.com/chapter/10.1007/978-3-642-13778-5_21","Chapter"
"A Review of Approaches to Mobility Telemonitoring of the Elderly in Their Living Environment","Annals of Biomedical Engineering","","34","4","10.1007/s10439-005-9068-2","Cliodhna Ní ScanaillSheila CarewPierre BarralonNorbert NouryDeclan LyonsGerard M. Lyons","2006","http://link.springer.com/article/10.1007/s10439-005-9068-2","Article"
"VirtualECare: Group Support in Collaborative Networks Organizations for Digital Homecare","Handbook of Digital Homecare","","","","10.1007/978-3-642-01387-4_8","Ricardo CostaPaulo NovaisLuís LimaJosé Bulas CruzJosé Neves","2009","http://link.springer.com/chapter/10.1007/978-3-642-01387-4_8","Chapter"
"An Architectural Framework and Enabling Wireless Technologies for Digital Cities & Intelligent Urban Environments","Wireless Personal Communications","","49","3","10.1007/s11277-009-9693-4","Gregory S. YovanofGeorge N. Hazapis","2009","http://link.springer.com/article/10.1007/s11277-009-9693-4","Article"
"Toward smarter health and well-being: an implicit role for networking and information technology","Journal of Information Technology","","26","2","10.1057/jit.2011.5","Erwin P Gianchandani","2011","http://link.springer.com/article/10.1057/jit.2011.5","Article"
"A Position Correction Method for RSSI Based Indoor-Localization","Databases in Networked Information Systems","","","","10.1007/978-3-642-25731-5_22","Taishi YoshidaJunbo WangZixue Cheng","2011","http://link.springer.com/chapter/10.1007/978-3-642-25731-5_22","Chapter"
"Social Rhythms and Nocturnal Routines in Community Dwelling Older Adults","Smart Homes and Health Telematics","","","","10.1007/978-3-540-69916-3_9","Julie BehanDavid PrendergastLorcan WalshBrenda Quigley","2008","http://link.springer.com/chapter/10.1007/978-3-540-69916-3_9","Chapter"
"From Autonomous Robots to Artificial Ecosystems","Handbook of Ambient Intelligence and Smart Environments","","","","10.1007/978-0-387-93808-0_24","Fulvio MastrogiovanniAntonio SgorbissaRenato Zaccaria","2010","http://link.springer.com/chapter/10.1007/978-0-387-93808-0_24","Chapter"
"Smart homes for the elderly dementia sufferers: identification and prediction of abnormal behaviour","Journal of Ambient Intelligence and Humanized Computing","","3","3","10.1007/s12652-010-0043-x","Ahmad LotfiCaroline LangensiepenSawsan M. MahmoudM. J. Akhlaghinia","2012","http://link.springer.com/article/10.1007/s12652-010-0043-x","Article"
"Mobile Interfaces for Better Living: Supporting Awareness in a Smart Home Environment","Universal Access in Human-Computer Interaction. Context Diversity","","","","10.1007/978-3-642-21666-4_19","Denis GračaninD. Scott McCrickardArthur BillingsleyRoosevelt CooperTavon GatlingErik J. Irvin-WilliamsFelicia OsborneFelicia Doswell","2011","http://link.springer.com/chapter/10.1007/978-3-642-21666-4_19","Chapter"
"Extended Empirical Comparison of the Two ConjointQFD Approaches and the CC-SEQFD New Approach on the Example of the Smart Home for Elderly People – Study 2","Integration of Preference Analysis Methods into Quality Function Deployment","","","","10.1007/978-3-8349-7075-6_7","Samah Abu-Assab","2012","http://link.springer.com/chapter/10.1007/978-3-8349-7075-6_7","Chapter"
"Prototyping and Evaluation for Smart Home Controller Based on Chinese Families Behavior Analysis","Computer-Human Interaction","","","","10.1007/978-3-540-70585-7_50","Fang YouHuiMin LuoYingLei LiangJianMin Wang","2008","http://link.springer.com/chapter/10.1007/978-3-540-70585-7_50","Chapter"
"DigiSwitch: A Device to Allow Older Adults to Monitor and Direct the Collection and Transmission of Health Information Collected at Home","Journal of Medical Systems","","35","5","10.1007/s10916-011-9722-1","Kelly E. CaineCeline Y. ZimmermanZachary Schall-ZimmermanWilliam R. HazlewoodL. Jean CampKatherine H. ConnellyLesa L. HuberKalpana Shankar","2011","http://link.springer.com/article/10.1007/s10916-011-9722-1","Article"
"Technology Usage for Dependant People: Towards the Right Balance between User Needs and Technology","Computers Helping People with Special Needs","","","","10.1007/978-3-540-27817-7_132","C. PenaudM. MokhtariB. Abdulrazak","2004","http://link.springer.com/chapter/10.1007/978-3-540-27817-7_132","Chapter"
"A Predictive Analysis of the Night-Day Activities Level of Older Patient in a Health Smart Home","Ambient Assistive Health and Wellness Management in the Heart of the City","","","","10.1007/978-3-642-02868-7_44","Tareq HadidiNorbert Noury","2009","http://link.springer.com/chapter/10.1007/978-3-642-02868-7_44","Chapter"
"Summary","Cyber-Physical Systems","","","","10.1007/978-3-642-29090-9_1","","2011","http://link.springer.com/chapter/10.1007/978-3-642-29090-9_1","Chapter"
