"Emergency-level-based healthcare information offloading over fog network","Peer-to-Peer Networking and Applications","","","","10.1007/s12083-018-0715-4","Cong ZhangHsin-Hung ChoChi-Yuan Chen","2019","http://link.springer.com/article/10.1007/s12083-018-0715-4","Article"
"Epilogue: the new frontiers of behavioral research on the interrelationships between ICT, activities, time use and mobility","Transportation","","45","2","10.1007/s11116-018-9871-x","Eran Ben-EliaGlenn LyonsPatricia L. Mokhtarian","2018","http://link.springer.com/article/10.1007/s11116-018-9871-x","Article"
"A Wrist Worn Acceleration Based Human Motion Analysis and Classification for Ambient Smart Home System","Journal of Electrical Engineering & Technology","","14","4","10.1007/s42835-019-00187-w","Ahmad JalalMajid Ali Khan QuaidKibum Kim","2019","http://link.springer.com/article/10.1007/s42835-019-00187-w","Article"
"A new paradigm of software service engineering in big data and big service era","Computing","","100","4","10.1007/s00607-018-0602-0","Xiaofei XuGianmario MottaZhiying TuHanchuan XuZhongjie WangXianzhi Wang","2018","http://link.springer.com/article/10.1007/s00607-018-0602-0","Article"
"An improved extreme learning machine model for the prediction of human scenarios in smart homes","Applied Intelligence","","48","8","10.1007/s10489-017-1062-5","Zaineb LiouaneTayeb LemloumaPhilippe RooseFréderic WeisHassani Messaoud","2018","http://link.springer.com/article/10.1007/s10489-017-1062-5","Article"
"Smart home in a box: usability study for a large scale self-installation of smart home technologies","Journal of Reliable Intelligent Environments","","2","2","10.1007/s40860-016-0021-y","Yang HuDominique TilkeTaylor AdamsAaron S. CrandallDiane J. CookMaureen Schmitter-Edgecombe","2016","http://link.springer.com/article/10.1007/s40860-016-0021-y","Article"
"Development of ROS-TMS 5.0 for informationally structured environment","ROBOMECH Journal","","5","1","10.1186/s40648-018-0123-9","Junya SakamotoKouhei KiyoyamaKohei MatsumotoYoonseok PyoAkihiro KawamuraRyo Kurazume","2018","http://link.springer.com/article/10.1186/s40648-018-0123-9","Article"
"Perceptions, Preferences, and Acceptance of Information and Communication Technologies in Older-Adult Community Care Settings in Ireland: A Case-Study and Ranked-Care Program Analysis","Ageing International","","36","1","10.1007/s12126-010-9075-y","Kieran WalshAoife Callan","2011","http://link.springer.com/article/10.1007/s12126-010-9075-y","Article"
"The evolution of home modification programs in Japan","Ageing International","","27","3","10.1007/s12126-003-1004-x","Kuniko Makigami M.D., M.S.G.Jon Pynoos Ph.D.","2002","http://link.springer.com/article/10.1007/s12126-003-1004-x","Article"
"Context-aware solutions for asthma condition management: a survey","Universal Access in the Information Society","","","","10.1007/s10209-018-0641-5","Mario QuindeNawaz KhanJuan Carlos AugustoAléchia van WykJill Stewart","2018","http://link.springer.com/article/10.1007/s10209-018-0641-5","Article"
"Aging society and gerontechnology: A solution for an independent living?","The journal of nutrition, health & aging","","18","1","10.1007/s12603-013-0356-5","Antoine PiauE. CampoP. RumeauB. VellasF. Nourhashemi","2014","http://link.springer.com/article/10.1007/s12603-013-0356-5","Article"
"Smart hospital emergency system","Multimedia Tools and Applications","","78","14","10.1007/s11042-019-7274-4","Mohammed Al-khafajiyHoshang KolivandThar BakerDavid TullyAtif Waraich","2019","http://link.springer.com/article/10.1007/s11042-019-7274-4","Article"
"Cloud based u-healthcare network with QoS guarantee for mobile health service","Cluster Computing","","","","10.1007/s10586-017-1120-0","Kyungyong ChungRoy C. Park","2017","http://link.springer.com/article/10.1007/s10586-017-1120-0","Article"
"Accurate Trilateration for Passive RFID Localization in Smart Homes","International Journal of Wireless Information Networks","","21","1","10.1007/s10776-013-0234-4","Kevin BouchardDany Fortin-SimardSebastien GabouryBruno BouchardAbdenour Bouzouane","2014","http://link.springer.com/article/10.1007/s10776-013-0234-4","Article"
"An approach to provide dynamic, illustrative, video-based guidance within a goal-driven smart home","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-016-0421-0","Joseph RaffertyChris NugentJun LiuLiming Chen","2016","http://link.springer.com/article/10.1007/s12652-016-0421-0","Article"
"XDN: cross-device framework for custom notifications management","Computing","","","","10.1007/s00607-018-0686-6","Fulvio CornoLuigi De RussisTeodoro Montanaro","2018","http://link.springer.com/article/10.1007/s00607-018-0686-6","Article"
"A Survey of Healthcare Monitoring Systems for Chronically Ill Patients and Elderly","Journal of Medical Systems","","43","3","10.1007/s10916-019-1165-0","Mamoun T. MardiniYoussef IraqiNazim Agoulmine","2019","http://link.springer.com/article/10.1007/s10916-019-1165-0","Article"
"A study on a fall detection monitoring system for falling elderly using open source hardware","Multimedia Tools and Applications","","","","10.1007/s11042-017-5452-9","Seunghyun ChoiSekyoung Youm","2017","http://link.springer.com/article/10.1007/s11042-017-5452-9","Article"
"A confirmatory factor analysis of the behavioral intention to use smart wellness wearables in Malaysia","Universal Access in the Information Society","","","","10.1007/s10209-019-00663-0","Naghmeh NiknejadAb Razak Che HussinImran GhaniFatemeh Ashraf Ganjouei","2019","http://link.springer.com/article/10.1007/s10209-019-00663-0","Article"
"An Efficient Rule-Based Distributed Reasoning Framework for Resource-bounded Systems","Mobile Networks and Applications","","24","1","10.1007/s11036-018-1140-x","Abdur RakibIjaz Uddin","2019","http://link.springer.com/article/10.1007/s11036-018-1140-x","Article"
"Making it easier for older people to talk to smart homes: the effect of early help prompts","Universal Access in the Information Society","","9","4","10.1007/s10209-009-0184-x","K. Maria WoltersKlaus-Peter EngelbrechtFlorian GöddeSebastian MöllerAnja NaumannRobert Schleicher","2010","http://link.springer.com/article/10.1007/s10209-009-0184-x","Article"
"Recommendations for ICT use in Alzheimer’s disease assessment: Monaco CTAD expert meeting","The journal of nutrition, health & aging","","17","8","10.1007/s12603-013-0046-3","Philippe H. RobertA. KonigS. AndrieuF. BremondI. CheminP. C. ChungJ. F. DartiguesB. DuboisG. FeutrenR. GuillemaudP. A. KenisbergS. NaveB. VellasF. VerheyJ. YesavageP. Mallea","2013","http://link.springer.com/article/10.1007/s12603-013-0046-3","Article"
"A Cloud Robotics Solution to Improve Social Assistive Robots for Active and Healthy Aging","International Journal of Social Robotics","","8","3","10.1007/s12369-016-0351-1","Manuele BonaccorsiLaura FioriniFilippo CavalloAlessandro SaffiottiPaolo Dario","2016","http://link.springer.com/article/10.1007/s12369-016-0351-1","Article"
"Editorial: Smart Objects and Technologies","Mobile Networks and Applications","","","","10.1007/s11036-019-01239-1","Marco FuriniSilvia MirriKevin BouchardArmir Bujari","2019","http://link.springer.com/article/10.1007/s11036-019-01239-1","Article"
"Wireless and mobile sensing technologies for the future Internet","Annals of Telecommunications","","72","3 - 4","10.1007/s12243-017-0570-y","Abdelouahid DerhabMohamed GuerroumiMohamed Younis","2017","http://link.springer.com/article/10.1007/s12243-017-0570-y","Article"
"A Review of 25 Years of CSCW Research in Healthcare: Contributions, Challenges and Future Agendas","Computer Supported Cooperative Work (CSCW)","","22","4 - 6","10.1007/s10606-012-9168-0","Geraldine FitzpatrickGunnar Ellingsen","2013","http://link.springer.com/article/10.1007/s10606-012-9168-0","Article"
"The homeML suite: shareable datasets for smart home environments","Health and Technology","","3","2","10.1007/s12553-013-0046-7","Heather McDonaldChris NugentJosef HallbergDewar FinlayGeorge MooreKåre Synnes","2013","http://link.springer.com/article/10.1007/s12553-013-0046-7","Article"
"A Signature-Based Mutual Authentication Protocol for Remote Health Monitoring","SN Computer Science","","1","1","10.1007/s42979-019-0010-3","Sumitra BinuMohammed MisbahuddinJoy Paulose","2019","http://link.springer.com/article/10.1007/s42979-019-0010-3","Article"
"Management science in the era of smart consumer products: challenges and research perspectives","Central European Journal of Operations Research","","25","1","10.1007/s10100-016-0436-9","Herbert DawidReinhold DeckerThomas HermannHermann JahnkeWilhelm KlatRolf KönigChristian Stummer","2017","http://link.springer.com/article/10.1007/s10100-016-0436-9","Article"
"Toward smarter health and well-being: an implicit role for networking and information technology","Journal of Information Technology","","26","2","10.1057/jit.2011.5","Erwin P Gianchandani","2011","http://link.springer.com/article/10.1057/jit.2011.5","Article"
"PHR Based Diabetes Index Service Model Using Life Behavior Analysis","Wireless Personal Communications","","93","1","10.1007/s11277-016-3715-9","Hyun YooKyungyong Chung","2017","http://link.springer.com/article/10.1007/s11277-016-3715-9","Article"
"RF sensor for smart home application","International Journal of System Assurance Engineering and Management","","9","1","10.1007/s13198-016-0468-5","Brijesh IyerN. P. PathakD. Ghosh","2018","http://link.springer.com/article/10.1007/s13198-016-0468-5","Article"
"Heart rate variability based stress index service model using bio-sensor","Cluster Computing","","21","1","10.1007/s10586-017-0879-3","Hyun YooKyungyong Chung","2018","http://link.springer.com/article/10.1007/s10586-017-0879-3","Article"
"E-health beyond technology: analyzing the paradigm shift that lies beneath","Medicine, Health Care and Philosophy","","21","1","10.1007/s11019-017-9780-3","Tania MoerenhoutIgnaas DevischGustaaf C. Cornelis","2018","http://link.springer.com/article/10.1007/s11019-017-9780-3","Article"
"A Review of Approaches to Mobility Telemonitoring of the Elderly in Their Living Environment","Annals of Biomedical Engineering","","34","4","10.1007/s10439-005-9068-2","Cliodhna Ní ScanaillSheila CarewPierre BarralonNorbert NouryDeclan LyonsGerard M. Lyons","2006","http://link.springer.com/article/10.1007/s10439-005-9068-2","Article"
"Health Smart Home Services incorporating a MAR-based Energy Consumption Awareness System","Journal of Intelligent & Robotic Systems","","79","3 - 4","10.1007/s10846-014-0114-x","Mi Jeong KimJu Hyun LeeXiangyu WangJeong Tai Kim","2015","http://link.springer.com/article/10.1007/s10846-014-0114-x","Article"
"Construing the big data based on taxonomy, analytics and approaches","Iran Journal of Computer Science","","1","4","10.1007/s42044-018-0024-3","Ajeet Ram PathakManjusha PandeySiddharth Rautaray","2018","http://link.springer.com/article/10.1007/s42044-018-0024-3","Article"
"A systematic review of design for X techniques from 1980 to 2018: concepts, applications, and perspectives","The International Journal of Advanced Manufacturing Technology","","102","9 - 12","10.1007/s00170-019-03418-6","Abla Chaouni BenabdellahImane BouhaddouAsmaa BenghabritOussama Benghabrit","2019","http://link.springer.com/article/10.1007/s00170-019-03418-6","Article"
"Development of a methodology to predict and monitor emergency situations of the elderly based on object detection","Multimedia Tools and Applications","","78","5","10.1007/s11042-018-6660-7","Sekyoung YoumChanggyun KimSeunghyun ChoiYong-Shin Kang","2019","http://link.springer.com/article/10.1007/s11042-018-6660-7","Article"
"Mining-based lifecare recommendation using peer-to-peer dataset and adaptive decision feedback","Peer-to-Peer Networking and Applications","","11","6","10.1007/s12083-017-0620-2","Hyun YooKyungyong Chung","2018","http://link.springer.com/article/10.1007/s12083-017-0620-2","Article"
"An Architectural Framework and Enabling Wireless Technologies for Digital Cities & Intelligent Urban Environments","Wireless Personal Communications","","49","3","10.1007/s11277-009-9693-4","Gregory S. YovanofGeorge N. Hazapis","2009","http://link.springer.com/article/10.1007/s11277-009-9693-4","Article"
"A cheap and third-age-friendly home device for monitoring indoor air quality","International Journal of Environmental Science and Technology","","15","1","10.1007/s13762-017-1382-3","L. GugliermettiD. Astiaso Garcia","2018","http://link.springer.com/article/10.1007/s13762-017-1382-3","Article"
"Context awareness in healthcare: a systematic literature review","Universal Access in the Information Society","","","","10.1007/s10209-019-00664-z","Luis Claudio GubertCristiano André da CostaRodrigo da Rosa Righi","2019","http://link.springer.com/article/10.1007/s10209-019-00664-z","Article"
"Theme issue on Histories of Ubicomp","Personal and Ubiquitous Computing","","21","3","10.1007/s00779-017-1000-x","Jofish KayeMolly Wright Steenson","2017","http://link.springer.com/article/10.1007/s00779-017-1000-x","Article"
"Activity Recognition in Smart Homes","Multimedia Tools and Applications","","76","22","10.1007/s11042-016-4197-1","Lu LuCai Qing-lingZhan Yi-Ju","2017","http://link.springer.com/article/10.1007/s11042-016-4197-1","Article"
"Design of a cloud robotic system to support senior citizens: the KuBo experience","Autonomous Robots","","41","3","10.1007/s10514-016-9569-x","Alessandro ManziLaura FioriniRaffaele EspositoManuele BonaccorsiIrene MannariPaolo DarioFilippo Cavallo","2017","http://link.springer.com/article/10.1007/s10514-016-9569-x","Article"
"Photonic integration technologies for indoor optical wireless communications","Science China Information Sciences","","61","8","10.1007/s11432-018-9391-1","Yuqing JiaoZizheng Cao","2018","http://link.springer.com/article/10.1007/s11432-018-9391-1","Article"
"A big-data analytics method for capturing visitor activities and flows: the case of an island country","Information Technology and Management","","","","10.1007/s10799-019-00303-2","Shah Jahan MiahHuyQuan VuJohn Gammack","2019","http://link.springer.com/article/10.1007/s10799-019-00303-2","Article"
"A tailored smart home for dementia care","Journal of Ambient Intelligence and Humanized Computing","","9","6","10.1007/s12652-017-0645-7","Mohsen AmiribesheliHamid Bouchachia","2018","http://link.springer.com/article/10.1007/s12652-017-0645-7","Article"
"Smart homes, private homes? An empirical study of technology researchers’ perceptions of ethical issues in developing smart-home health technologies","BMC Medical Ethics","","18","1","10.1186/s12910-017-0183-z","Giles BirchleyRichard HuxtableMadeleine MurtaghRuud ter MeulenPeter FlachRachael Gooberman-Hill","2017","http://link.springer.com/article/10.1186/s12910-017-0183-z","Article"
"Painting the ideal home: using art to express visions of technologically supported independent living for older people in north-east England","Universal Access in the Information Society","","8","1","10.1007/s10209-008-0126-z","Paul VickersLinda BanwellSusan HeafordFausto J. Sainz de Salces","2009","http://link.springer.com/article/10.1007/s10209-008-0126-z","Article"
"Ambient context-based modeling for health risk assessment using deep neural network","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-018-1033-7","Kyungyong ChungHyun YooDo-Eun Choe","2018","http://link.springer.com/article/10.1007/s12652-018-1033-7","Article"
"Fall prediction using behavioural modelling from sensor data in smart homes","Artificial Intelligence Review","","","","10.1007/s10462-019-09687-7","Glenn ForbesStewart MassieSusan Craw","2019","http://link.springer.com/article/10.1007/s10462-019-09687-7","Article"
"Novel pervasive scenarios for home management: the Butlers architecture","SpringerPlus","","3","1","10.1186/2193-1801-3-52","Enrico Denti","2014","http://link.springer.com/article/10.1186/2193-1801-3-52","Article"
"China’s Commitment to the Sustainable Development Goals: An Analysis of Push and Pull Factors and Implementation Challenges","Chinese Political Science Review","","3","4","10.1007/s41111-018-0108-0","Berthold M. Kuhn","2018","http://link.springer.com/article/10.1007/s41111-018-0108-0","Article"
"Health status, mental health and air quality: evidence from pensioners in Europe","Environmental Science and Pollution Research","","25","14","10.1007/s11356-018-1534-0","Eleftherios GiovanisOznur Ozdamar","2018","http://link.springer.com/article/10.1007/s11356-018-1534-0","Article"
"Enabling personalisation of remote elderly assistance","Multimedia Tools and Applications","","","","10.1007/s11042-019-7449-z","Luca CorcellaMarco MancaJan Egil NordvikFabio PaternòAnne-Marthe SandersCarmen Santoro","2019","http://link.springer.com/article/10.1007/s11042-019-7449-z","Article"
"Speaker Recognition Based Appliances Remote Control for Severely Disabled, Low Vision and Old Aged Persons","INAE Letters","","3","1","10.1007/s41403-017-0032-x","Faisal BaigSaira BegMuhammad Fahad Khan","2018","http://link.springer.com/article/10.1007/s41403-017-0032-x","Article"
"A Study on the Deployment of a Service Robot in an Elderly Care Center","International Journal of Social Robotics","","11","2","10.1007/s12369-018-0492-5","David PortugalPaulo AlvitoEleni ChristodoulouGeorge SamarasJorge Dias","2019","http://link.springer.com/article/10.1007/s12369-018-0492-5","Article"
"Non-intrusive human activity recognition and abnormal behavior detection on elderly people: a review","Artificial Intelligence Review","","","","10.1007/s10462-019-09724-5","Athanasios LentzasDimitris Vrakas","2019","http://link.springer.com/article/10.1007/s10462-019-09724-5","Article"
"Health and wellness monitoring through wearable and ambient sensors: exemplars from home-based care of elderly with mild dementia","annals of telecommunications - annales des télécommunications","","65","9 - 10","10.1007/s12243-010-0176-0","Jit BiswasAndrei TolstikovManiyeri JayachandranVictor FooAung Aung Phyo WaiClifton PhuaWeimin HuangLouis ShueKavitha GopalakrishnanJer-En LeePhilip Yap","2010","http://link.springer.com/article/10.1007/s12243-010-0176-0","Article"
"The future of counter-terrorism in Europe. The need to be lost in the correct direction","European Journal of Futures Research","","2","1","10.1007/s40309-014-0050-9","José María Blanco NavarroJéssica Cohen Villaverde","2014","http://link.springer.com/article/10.1007/s40309-014-0050-9","Article"
"U-cities reshaping our future: reflections on ubiquitous infrastructure as an enabler of smart urban development","AI & SOCIETY","","28","4","10.1007/s00146-013-0443-5","Ari-Veikko Anttiroiko","2013","http://link.springer.com/article/10.1007/s00146-013-0443-5","Article"
"Ubiquitous Intelligence and computing for enabling a smarter world","Personal and Ubiquitous Computing","","21","3","10.1007/s00779-017-1015-3","Diego López-de-IpiñaLiming ChenNathalie MittonGang Pan","2017","http://link.springer.com/article/10.1007/s00779-017-1015-3","Article"
"A french corpus of audio and multimodal interactions in a health smart home","Journal on Multimodal User Interfaces","","7","1 - 2","10.1007/s12193-012-0104-x","Anthony FleuryMichel VacherFrançois PortetPedro ChahuaraNorbert Noury","2013","http://link.springer.com/article/10.1007/s12193-012-0104-x","Article"
"The potential of information and communication technologies to support ageing and independent living","annals of telecommunications - annales des télécommunications","","65","9 - 10","10.1007/s12243-010-0167-1","Jeffrey Soar","2010","http://link.springer.com/article/10.1007/s12243-010-0167-1","Article"
"Smart home technology for telemedicine and emergency management","Journal of Ambient Intelligence and Humanized Computing","","4","5","10.1007/s12652-012-0129-8","Kin Fun Li","2013","http://link.springer.com/article/10.1007/s12652-012-0129-8","Article"
"Weather Information Acquisition and Health Significance during Extreme Cold Weather in a Subtropical City: A Cross-sectional Survey in Hong Kong","International Journal of Disaster Risk Science","","8","2","10.1007/s13753-017-0127-8","Emily Ying Yang ChanZhe HuangCarman Ka Man MarkChunlan Guo","2017","http://link.springer.com/article/10.1007/s13753-017-0127-8","Article"
"Associative Feature Information Extraction Using Text Mining from Health Big Data","Wireless Personal Communications","","105","2","10.1007/s11277-018-5722-5","Joo-Chang KimKyungyong Chung","2019","http://link.springer.com/article/10.1007/s11277-018-5722-5","Article"
"Smart homes and their users: a systematic analysis and key challenges","Personal and Ubiquitous Computing","","19","2","10.1007/s00779-014-0813-0","Charlie WilsonTom HargreavesRichard Hauxwell-Baldwin","2015","http://link.springer.com/article/10.1007/s00779-014-0813-0","Article"
"The MATCH corpus: a corpus of older and younger users’ interactions with spoken dialogue systems","Language Resources and Evaluation","","44","3","10.1007/s10579-010-9118-8","Kallirroi GeorgilaMaria WoltersJohanna D. MooreRobert H. Logie","2010","http://link.springer.com/article/10.1007/s10579-010-9118-8","Article"
"Fog computing for assisting and tracking elder patients with neurodegenerative diseases","Peer-to-Peer Networking and Applications","","","","10.1007/s12083-019-00732-4","Iván García-MagariñoJosé Varela-AldasGuillermo Palacios-NavarroJaime Lloret","2019","http://link.springer.com/article/10.1007/s12083-019-00732-4","Article"
"Attitudes to telecare among older people, professional care workers and informal carers: a preventative strategy or crisis management?","Universal Access in the Information Society","","6","2","10.1007/s10209-007-0075-y","Julienne HansonJohn PercivalHazel AldredSimon BrownsellMark Hawley","2007","http://link.springer.com/article/10.1007/s10209-007-0075-y","Article"
"Theme issue: “ubiquitous computing and ambient intelligence”","Personal and Ubiquitous Computing","","15","4","10.1007/s00779-010-0358-9","José BravoLidia FuentesDiego López de Ipiña","2011","http://link.springer.com/article/10.1007/s00779-010-0358-9","Article"
"Real-time smart lighting control using human motion tracking from depth camera","Journal of Real-Time Image Processing","","10","4","10.1007/s11554-014-0414-1","SungYong ChunChan-Su LeeJa-Soon Jang","2015","http://link.springer.com/article/10.1007/s11554-014-0414-1","Article"
"Emotional domotics: a system and experimental model development for UX implementations","International Journal on Interactive Design and Manufacturing (IJIDeM)","","","","10.1007/s12008-019-00598-z","Sergio A. Navarro-TuchAriel A. Lopez-AguilarM. Rogelio Bustamante-BelloArturo MolinaJavier Izquierdo-ReyesLuis A. Curiel Ramirez","2019","http://link.springer.com/article/10.1007/s12008-019-00598-z","Article"
"Designing for user confidence in intelligent environments","Journal of Reliable Intelligent Environments","","1","1","10.1007/s40860-015-0001-7","Fulvio CornoElena GuercioLuigi De RussisEleonora Gargiulo","2015","http://link.springer.com/article/10.1007/s40860-015-0001-7","Article"
"Developing technology to support the functional independence of older adults","Ageing International","","27","1","10.1007/s12126-001-1014-5","Elizabeth D. MynattWendy A. Rogers","2001","http://link.springer.com/article/10.1007/s12126-001-1014-5","Article"
"Content-Based Recommendations for Sustainable Wardrobes Using Linked Open Data","Mobile Networks and Applications","","23","6","10.1007/s11036-018-1068-1","Anders KolstadÖzlem ÖzgöbekJon Atle GullaSimon Litlehamar","2018","http://link.springer.com/article/10.1007/s11036-018-1068-1","Article"
"Evolution of research in health geographics through the International Journal of Health Geographics (2002–2015)","International Journal of Health Geographics","","15","1","10.1186/s12942-016-0032-1","Sandra PérezVincent LaperrièreMarion BorderonCindy PadillaGilles MaignantSébastien Oliveau","2016","http://link.springer.com/article/10.1186/s12942-016-0032-1","Article"
"Smart homes for the elderly dementia sufferers: identification and prediction of abnormal behaviour","Journal of Ambient Intelligence and Humanized Computing","","3","3","10.1007/s12652-010-0043-x","Ahmad LotfiCaroline LangensiepenSawsan M. MahmoudM. J. Akhlaghinia","2012","http://link.springer.com/article/10.1007/s12652-010-0043-x","Article"
"ViFa: an analytical framework for vision-based fall detection in a surveillance environment","Multimedia Tools and Applications","","","","10.1007/s11042-019-7720-3","Shabnam EzatzadehMohammad Reza Keyvanpour","2019","http://link.springer.com/article/10.1007/s11042-019-7720-3","Article"
"Use of Information Technology for Falls Detection and Prevention in the Elderly","Ageing International","","40","3","10.1007/s12126-014-9204-0","Oladele Ademola AtoyebiAntony StewartJune Sampson","2015","http://link.springer.com/article/10.1007/s12126-014-9204-0","Article"
"Ant-based service selection framework for a smart home monitoring environment","Multimedia Tools and Applications","","67","2","10.1007/s11042-012-1006-3","M. Shamim HossainS. K. Alamgir HossainAtif AlamriM. Anwar Hossain","2013","http://link.springer.com/article/10.1007/s11042-012-1006-3","Article"
"Service personalization for assistive living in a mobile ambient healthcare-networked environment","Personal and Ubiquitous Computing","","14","6","10.1007/s00779-009-0278-8","Dimitrios D. Vergados","2010","http://link.springer.com/article/10.1007/s00779-009-0278-8","Article"
"Using scenarios to understand the frontiers of IS: Fifteen years later (a postscript)","Information Systems Frontiers","","16","3","10.1007/s10796-014-9501-x","Anat Hovav","2014","http://link.springer.com/article/10.1007/s10796-014-9501-x","Article"
"Breaking anonymity of some recent lightweight RFID authentication protocols","Wireless Networks","","25","3","10.1007/s11276-018-1717-0","Karim BagheryBehzad AbdolmalekiShahram KhazaeiMohammad Reza Aref","2019","http://link.springer.com/article/10.1007/s11276-018-1717-0","Article"
"An Assistive VLC Technology for Smart Home Devices Using EOG","Wireless Personal Communications","","98","1","10.1007/s11277-017-4856-1","Durai Rajan DhatchayenyWilly Anugrah CahyadiYeon-Ho Chung","2018","http://link.springer.com/article/10.1007/s11277-017-4856-1","Article"
"Evaluation of a Small Socially-Assistive Humanoid Robot in Intelligent Homes for the Care of the Elderly","Journal of Intelligent & Robotic Systems","","76","1","10.1007/s10846-013-0019-0","Elena TortaFranz WernerDavid O. JohnsonJames F. JuolaRaymond H. CuijpersMarco BazzaniJohannes OberzaucherJohn LembergerHadas LewyJoseph Bregman","2014","http://link.springer.com/article/10.1007/s10846-013-0019-0","Article"
"Images of aging around the world","Ageing International","","11","2","10.1007/BF03191781","","1984","http://link.springer.com/article/10.1007/BF03191781","Article"
"Multilevel Data Processing Using Parallel Algorithms for Analyzing Big Data in High-Performance Computing","International Journal of Parallel Programming","","46","3","10.1007/s10766-017-0498-x","Awais AhmadAnand PaulSadia DinM. Mazhar RathoreGyu Sang ChoiGwanggil Jeon","2018","http://link.springer.com/article/10.1007/s10766-017-0498-x","Article"
"U-Health Smart system architecture and ontology model","The Journal of Supercomputing","","71","6","10.1007/s11227-014-1334-3","Jin KimSang Oh Park","2015","http://link.springer.com/article/10.1007/s11227-014-1334-3","Article"
"Mobility assistive devices and self-transfer robotic systems for elderly, a review","Intelligent Service Robotics","","7","1","10.1007/s11370-013-0142-6","R. Hari KrishnanS. Pugazhenthi","2014","http://link.springer.com/article/10.1007/s11370-013-0142-6","Article"
"Discovering varying patterns of Normal and interleaved ADLs in smart homes","Applied Intelligence","","","","10.1007/s10489-019-01493-6","Mahsa RaeiszadehHooman TahayoriAndrea Visconti","2019","http://link.springer.com/article/10.1007/s10489-019-01493-6","Article"
"User expectations in intelligent environments","Journal of Reliable Intelligent Environments","","4","4","10.1007/s40860-018-0068-z","Fulvio Corno","2018","http://link.springer.com/article/10.1007/s40860-018-0068-z","Article"
"Context-aware hybrid reasoning framework for pervasive healthcare","Personal and Ubiquitous Computing","","18","4","10.1007/s00779-013-0696-5","Bingchuan YuanJohn Herbert","2014","http://link.springer.com/article/10.1007/s00779-013-0696-5","Article"
"Impact of home care versus alternative locations of care on elder health outcomes: an overview of systematic reviews","BMC Geriatrics","","17","1","10.1186/s12877-016-0395-y","Laura BolandFrance LégaréMaria Margarita Becerra PerezMatthew MenearMirjam Marjolein GarvelinkDaniel I. McIsaacGeneviève Painchaud GuérardJulie EmondNathalie BrièreDawn Stacey","2017","http://link.springer.com/article/10.1186/s12877-016-0395-y","Article"
"Intelligible software delivery in smart environments supported by a macro and micro context awareness model","Health and Technology","","3","2","10.1007/s12553-013-0047-6","Charles Gouin-VallerandPatrice RoyBessam AbdulrazakSylvain GirouxAnind Dey","2013","http://link.springer.com/article/10.1007/s12553-013-0047-6","Article"
"Information from the past: how elderly people orchestrate presences, memories and technologies at home","Universal Access in the Information Society","","16","3","10.1007/s10209-016-0508-6","Alessandra TalamoMarco CamilliLoredana Di LucchioStefano Ventura","2017","http://link.springer.com/article/10.1007/s10209-016-0508-6","Article"
"Reasoning with smart objects’ affordance for personalized behavior monitoring in pervasive information systems","Knowledge and Information Systems","","","","10.1007/s10115-019-01357-y","Assunta MatassaDaniele Riboni","2019","http://link.springer.com/article/10.1007/s10115-019-01357-y","Article"
"Developing a comprehensive information security framework for mHealth: a detailed analysis","Journal of Reliable Intelligent Environments","","3","1","10.1007/s40860-017-0038-x","Nattaruedee VithanwattanaGlenford MappCarlisle George","2017","http://link.springer.com/article/10.1007/s40860-017-0038-x","Article"
"Barriers to Independent Living for Individuals with Disabilities and Seniors","Behavior Analysis in Practice","","7","2","10.1007/s40617-014-0011-6","Florence D. DiGennaro ReedMichael C. StrouseSarah R. JenkinsJamie PriceAmy J. HenleyJason M. Hirst","2014","http://link.springer.com/article/10.1007/s40617-014-0011-6","Article"
"A Resource Oriented Framework for Service Choreography over Wireless Sensor and Actor Networks","International Journal of Wireless Information Networks","","23","3","10.1007/s10776-016-0316-1","Clément DuhartPierre SauvageCyrille Bertelle","2016","http://link.springer.com/article/10.1007/s10776-016-0316-1","Article"
"Modeling the progression of Alzheimer’s disease for cognitive assistance in smart homes","User Modeling and User-Adapted Interaction","","17","4","10.1007/s11257-007-9032-y","Audrey SernaHélène PigotVincent Rialle","2007","http://link.springer.com/article/10.1007/s11257-007-9032-y","Article"
"Distant speech processing for smart home: comparison of ASR approaches in scattered microphone network for voice command","International Journal of Speech Technology","","21","3","10.1007/s10772-018-9520-y","Benjamin LecouteuxMichel VacherFrançois Portet","2018","http://link.springer.com/article/10.1007/s10772-018-9520-y","Article"
"Behavior and Capability Based Access Control Model for Personalized TeleHealthCare Assistance","Mobile Networks and Applications","","19","3","10.1007/s11036-014-0516-9","Meriem ZerkoukPaulo CavalcanteAbdallah MhamedJerome BoudyBelhadri Messabih","2014","http://link.springer.com/article/10.1007/s11036-014-0516-9","Article"
"A Systematic Review of Wearable Patient Monitoring Systems – Current Challenges and Opportunities for Clinical Adoption","Journal of Medical Systems","","41","7","10.1007/s10916-017-0760-1","Mirza Mansoor BaigHamid GholamHosseiniAasia A. MoqeemFarhaan MirzaMaria Lindén","2017","http://link.springer.com/article/10.1007/s10916-017-0760-1","Article"
