Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Video Monitoring of Vulnerable People in Home Environment","Smart Homes and Health Telematics","","","","10.1007/978-3-540-69916-3_11","Quoc-Cuong PhamYoann DhomeLaetitia GondPatrick Sayd","2008","http://link.springer.com/chapter/10.1007/978-3-540-69916-3_11","Chapter"
"Smart Equipment Creating New Electronic Business Opportunities","Multiple Approaches to Intelligent Systems","","","","10.1007/978-3-540-48765-4_53","Rune Gustavsson","1999","http://link.springer.com/chapter/10.1007/978-3-540-48765-4_53","Chapter"
"Behaviour Recognition from Sensory Streams in Smart Environments","AI 2009: Advances in Artificial Intelligence","","","","10.1007/978-3-642-10439-8_67","Sook-Ling ChuaStephen MarslandHans W. Guesgen","2009","http://link.springer.com/chapter/10.1007/978-3-642-10439-8_67","Chapter"
"People with Disabilities: Assistive Homes and Environments","Computers Helping People with Special Needs","","","","10.1007/11788713_68","Gerhard Nussbaum","2006","http://link.springer.com/chapter/10.1007/11788713_68","Chapter"
"Assistive Environments for Successful Aging","Advanced Intelligent Environments","","","","10.1007/978-0-387-76485-6_1","Abdelsalam (Sumi) HelalJeffrey KingRaja BoseHicham EL-ZabadaniYoussef Kaddourah","2009","http://link.springer.com/chapter/10.1007/978-0-387-76485-6_1","Chapter"
"20th-Century Drama","20th-Century Drama","","","","10.1007/978-1-349-17064-7_2","Simon Trussler","1983","http://link.springer.com/chapter/10.1007/978-1-349-17064-7_2","Chapter"
"Introducing Intelligence in Electronic Healthcare Systems: State of the Art and Future Trends","Artificial Intelligence An International Perspective","","","","10.1007/978-3-642-03226-4_5","Ilias Maglogiannis","2009","http://link.springer.com/chapter/10.1007/978-3-642-03226-4_5","Chapter"
"Technology Innovation Enabling Falls Risk Assessment in a Community Setting","Ageing International","","36","2","10.1007/s12126-010-9087-7","Cliodhna Ni ScanaillChiara GarattiniBarry R. GreeneMichael J. McGrath","2011","http://link.springer.com/article/10.1007/s12126-010-9087-7","Article"
"Healthcare Service with Ubiquitous Sensor Networks for the Disabled and Elderly People","Computers Helping People with Special Needs","","","","10.1007/11788713_105","Yung Bok KimDaeyoung Kim","2006","http://link.springer.com/chapter/10.1007/11788713_105","Chapter"
"Safe-in-Place Awareness GPS System with Distance-Based and Duration-Based Notification Control","Human-Computer Interaction. Towards Mobile and Intelligent Interaction Environments","","","","10.1007/978-3-642-21616-9_32","Chi Nung ChuGene Chu","2011","http://link.springer.com/chapter/10.1007/978-3-642-21616-9_32","Chapter"
"Bond Computing Systems: A Biologically Inspired and High-Level Dynamics Model for Pervasive Computing","Unconventional Computation","","","","10.1007/978-3-540-73554-0_21","Linmin YangZhe DangOscar H. Ibarra","2007","http://link.springer.com/chapter/10.1007/978-3-540-73554-0_21","Chapter"
"Combination of Decision Support System (DSS) for Remote Healthcare Monitoring Using a Multi-agent Approach","Computer Information Systems – Analysis and Technologies","","","","10.1007/978-3-642-27245-5_11","Mohamed Achraf DhouibLamine BouguerouaKatarzyna Węgrzyn-Wolska","2011","http://link.springer.com/chapter/10.1007/978-3-642-27245-5_11","Chapter"
"Experiences from Model-Driven Development of Homecare Services: UML Profiles and Domain Models","Models in Software Engineering","","","","10.1007/978-3-642-01648-6_22","Ståle WalderhaugErlend StavMarius Mikalsen","2009","http://link.springer.com/chapter/10.1007/978-3-642-01648-6_22","Chapter"
"Smart Environments for All","Computers Helping People with Special Needs","","","","10.1007/978-3-540-27817-7_130","Gerhard Nussbaum","2004","http://link.springer.com/chapter/10.1007/978-3-540-27817-7_130","Chapter"
"The Use of Telerehabilitation to Provide an Exercise Program to Improve Balance in a Post-stroke Population: Preliminary Results","Impact Analysis of Solutions for Chronic Disease Prevention and Management","","","","10.1007/978-3-642-30779-9_8","Hélène CorriveauMichel TousignantSylvie GosselinPatrick Boissy","2012","http://link.springer.com/chapter/10.1007/978-3-642-30779-9_8","Chapter"
"News","KI - Künstliche Intelligenz","","26","3","10.1007/s13218-012-0219-y","","2012","http://link.springer.com/article/10.1007/s13218-012-0219-y","Article"
"An Intelligent Agent for Determining Home Occupancy Using Power Monitors and Light Sensors","Toward Useful Services for Elderly and People with Disabilities","","","","10.1007/978-3-642-21535-3_33","Stephen MakoninFred Popowich","2011","http://link.springer.com/chapter/10.1007/978-3-642-21535-3_33","Chapter"
"Assistive Technologies: New Challenges for Education","4th European Conference of the International Federation for Medical and Biological Engineering","","","","10.1007/978-3-540-89208-3_654","Milos KlimaL. LhotskaV. ChudacekM. HuptychM. Husak","2009","http://link.springer.com/chapter/10.1007/978-3-540-89208-3_654","Chapter"
"Smart Sensing System for Human Emotion and Behaviour Recognition","Perception and Machine Intelligence","","","","10.1007/978-3-642-27387-2_2","N. K. SuryadevaraT. QuaziSubhas C. Mukhopadhyay","2012","http://link.springer.com/chapter/10.1007/978-3-642-27387-2_2","Chapter"
"Service Composition and Advanced User Interfaces in the Home of Tomorrow: The SM4All Approach","Ambient Media and Systems","","","","10.1007/978-3-642-23902-1_2","Tiziana CatarciClaudio Di CiccioVincenzo ForteEttore IacomussiMassimo MecellaGiuseppe SantucciGiuseppe Tino","2011","http://link.springer.com/chapter/10.1007/978-3-642-23902-1_2","Chapter"
"Observing Outdoor Activity Using Global Positioning System-Enabled Cell Phones","Smart Homes and Health Telematics","","","","10.1007/978-3-540-69916-3_21","Yvonne MichaelErin M. McGregorJames AllenStephen Fickas","2008","http://link.springer.com/chapter/10.1007/978-3-540-69916-3_21","Chapter"
"User-driven context aware creation and execution of home care applications","annals of telecommunications - annales des télécommunications","","65","9 - 10","10.1007/s12243-010-0164-4","Carlos BaladrónJavier M. AguiarJavier GobernadoBelén CarroAntonio Sánchez","2010","http://link.springer.com/article/10.1007/s12243-010-0164-4","Article"
"An Approach for the Creation of Accessible and Shared Datasets","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-642-35377-2_31","Heather McDonaldChris D. NugentJosef HallbergDewar FinlayGeorge Moore","2012","http://link.springer.com/chapter/10.1007/978-3-642-35377-2_31","Chapter"
"Abnormality Detection for Improving Elder’s Daily Life Independent","Aging Friendly Technology for Health and Independence","","","","10.1007/978-3-642-13778-5_23","Ya-Xuan HungChih-Yen ChiangSteen J. HsuChia-Tai Chan","2010","http://link.springer.com/chapter/10.1007/978-3-642-13778-5_23","Chapter"
"Ambient Intelligence: Basic Concepts and Applications","Software and Data Technologies","","","","10.1007/978-3-540-70621-2_2","Juan Carlos Augusto","2008","http://link.springer.com/chapter/10.1007/978-3-540-70621-2_2","Chapter"
"User’s Behavior Classification Model for Smart Houses Occupant Prediction","Activity Recognition in Pervasive Intelligent Environments","","","","10.2991/978-94-91216-05-3_7","Rachid KadoucheHélène PigotBessam AbdulrazakSylvain Giroux","2011","http://link.springer.com/chapter/10.2991/978-94-91216-05-3_7","Chapter"
"User Modelling in Ambient Intelligence for Elderly and Disabled People","Computers Helping People with Special Needs","","","","10.1007/978-3-540-70540-6_15","Roberto CasasRubén Blasco MarínAlexia RobinetArmando Roy DelgadoArmando Roy YarzaJohn McGinnRichard PickingVic Grout","2008","http://link.springer.com/chapter/10.1007/978-3-540-70540-6_15","Chapter"
"Body-Worn Sensor Design: What Do Patients and Clinicians Want?","Annals of Biomedical Engineering","","39","9","10.1007/s10439-011-0339-9","J. H. M. BergmannA. H. McGregor","2011","http://link.springer.com/article/10.1007/s10439-011-0339-9","Article"
"The Consumerisation of Home Healthcare Technologies","Handbook of Digital Homecare","","","","10.1007/978-3-642-01387-4_6","Ade Bamigboye","2009","http://link.springer.com/chapter/10.1007/978-3-642-01387-4_6","Chapter"
"Wireless Health Monitoring: Requirements and Examples","Pervasive Healthcare Computing","","","","10.1007/978-1-4419-0215-3_5","Upkar Varshney","2009","http://link.springer.com/chapter/10.1007/978-1-4419-0215-3_5","Chapter"
"Gesture Based Automating Household Appliances","Human-Computer Interaction. Interaction Techniques and Environments","","","","10.1007/978-3-642-21605-3_32","Wei Lun NgChee Kyun NgNor Kamariah NoordinBorhanuddin Mohd. Ali","2011","http://link.springer.com/chapter/10.1007/978-3-642-21605-3_32","Chapter"
"A Smart Network Architecture for e-Health Applications","Intelligent Interactive Multimedia Systems and Services","","","","10.1007/978-3-642-14619-0_16","Abdellah ChehriHussein MouftahGwanggil Jeon","2010","http://link.springer.com/chapter/10.1007/978-3-642-14619-0_16","Chapter"
"An Aware-Environment Enhanced Group Home: AwareRium","Advances in Hybrid Information Technology","","","","10.1007/978-3-540-77368-9_42","Hideaki KanaiToyohisa NakadaGoushi TsurumaSusumu Kunifuji","2007","http://link.springer.com/chapter/10.1007/978-3-540-77368-9_42","Chapter"
"Design of a Smart Continence Management System Based on Initial User Requirement Assessment","Smart Homes and Health Telematics","","","","10.1007/978-3-540-69916-3_8","Jit BiswasAung Aung Phyo WaiVictor Siang Fook FooChris NugentMaurice MulvennaDavid CraigPeter PassmoreDaqing ZhangJer En LeePhilip Lin Kiat Yap","2008","http://link.springer.com/chapter/10.1007/978-3-540-69916-3_8","Chapter"
"Using Height Sensors for Biometric Identification in Multi-resident Homes","Pervasive Computing","","","","10.1007/978-3-642-12654-3_20","Vijay SrinivasanJohn StankovicKamin Whitehouse","2010","http://link.springer.com/chapter/10.1007/978-3-642-12654-3_20","Chapter"
"Role of Context-Awareness for Demand Response Mechanisms","Information and Communication on Technology for the Fight against Global Warming","","","","10.1007/978-3-642-23447-7_13","Pari Delir HaghighiShonali Krishnaswamy","2011","http://link.springer.com/chapter/10.1007/978-3-642-23447-7_13","Chapter"
"User and Concept Studies as Tools in Developing Mobile Communication Services for the Elderly","Personal and Ubiquitous Computing","","6","2","10.1007/s007790200010","M. MikkonenS. Va¨yrynenV. Ikonen,M. O. Heikkila¨","2002","http://link.springer.com/article/10.1007/s007790200010","Article"
"Designing an Interactive Messaging and Reminder Display for Elderly","Ambient Intelligence","","","","10.1007/978-3-540-89617-3_9","Erwin R. van VeldhovenMartijn H. VastenburgDavid V. Keyson","2008","http://link.springer.com/chapter/10.1007/978-3-540-89617-3_9","Chapter"
"Creating Home Network Access for the Elderly","Universal Acess in Human Computer Interaction. Coping with Diversity","","","","10.1007/978-3-540-73279-2_105","Kristiina Karvonen","2007","http://link.springer.com/chapter/10.1007/978-3-540-73279-2_105","Chapter"
"The Assistive Home – More than Just Another Approach to Independent Living?","Computers Helping People with Special Needs","","","","10.1007/978-3-540-27817-7_131","Gerhard NussbaumKlaus Miesenberger","2004","http://link.springer.com/chapter/10.1007/978-3-540-27817-7_131","Chapter"
"The “IRIS Home”","11th Mediterranean Conference on Medical and Biomedical Engineering and Computing 2007","","","","10.1007/978-3-540-73044-6_248","Anton ZupanR. CugeljF. Hocevar","2007","http://link.springer.com/chapter/10.1007/978-3-540-73044-6_248","Chapter"
"Ambient Intelligence: The Confluence of Ubiquitous/Pervasive Computing and Artificial Intelligence","Intelligent Computing Everywhere","","","","10.1007/978-1-84628-943-9_11","Juan Carlos Augusto","2007","http://link.springer.com/chapter/10.1007/978-1-84628-943-9_11","Chapter"
"Robots in a domestic setting: a psychological approach","Universal Access in the Information Society","","4","2","10.1007/s10209-005-0118-1","Massimiliano ScopellitiMaria Vittoria GiulianiFerdinando Fornara","2005","http://link.springer.com/article/10.1007/s10209-005-0118-1","Article"
"Effects of In-home Tele-Rehabilitation on Task Self-efficacy in Mobility Impaired Adults","Impact Analysis of Solutions for Chronic Disease Prevention and Management","","","","10.1007/978-3-642-30779-9_7","Jon A. SanfordPatricia C. GriffithsHelen Hoenig","2012","http://link.springer.com/chapter/10.1007/978-3-642-30779-9_7","Chapter"
"Cognitive Remediation for Inpatients with Schizophrenia or Schizoaffective Disorder Using “Smart” Technology in a Simulated Apartment: A Feasibility and Exploratory Study","Toward Useful Services for Elderly and People with Disabilities","","","","10.1007/978-3-642-21535-3_43","Deborah CorringRobbie CampbellAbraham Rudnick","2011","http://link.springer.com/chapter/10.1007/978-3-642-21535-3_43","Chapter"
"Modeling Human Behavior from Simple Sensors in the Home","Pervasive Computing","","","","10.1007/11748625_21","Ryan AipperspachElliot CohenJohn Canny","2006","http://link.springer.com/chapter/10.1007/11748625_21","Chapter"
"Mild Dementia Care at Home – Integrating Activity Monitoring, User Interface Plasticity and Scenario Verification","Aging Friendly Technology for Health and Independence","","","","10.1007/978-3-642-13778-5_20","Jit BiswasMounir MokhtariJin Song DongPhilip Yap","2010","http://link.springer.com/chapter/10.1007/978-3-642-13778-5_20","Chapter"
"Patient Sensors: A Data Quality Perspective","Smart Homes and Health Telematics","","","","10.1007/978-3-540-69916-3_7","John O’DonoghueJohn HerbertDavid Sammon","2008","http://link.springer.com/chapter/10.1007/978-3-540-69916-3_7","Chapter"
"System Architecture of a Body Area Network and Its Web Service Based Data Publishing","Advanced Web and Network Technologies, and Applications","","","","10.1007/11610496_132","Hongliang RenMax Q. -H. MengXijun ChenHaibin SunBin FanYawen Chan","2006","http://link.springer.com/chapter/10.1007/11610496_132","Chapter"
"What Stories Inform Us About the Users?","Engineering Psychology and Cognitive Ergonomics","","","","10.1007/978-3-540-73331-7_10","Yong Ming KowAngela TanMartin Helander","2007","http://link.springer.com/chapter/10.1007/978-3-540-73331-7_10","Chapter"
"Integrated Environment for Ubiquitous Healthcare and Mobile IPv6 Networks","Signal Processing and Multimedia","","","","10.1007/978-3-642-17641-8_24","Giovanni CagalabanSeoksoo Kim","2010","http://link.springer.com/chapter/10.1007/978-3-642-17641-8_24","Chapter"
"Evaluation Metrics for eHealth Services and Applications within Smart Houses Context","Ambient Assistive Health and Wellness Management in the Heart of the City","","","","10.1007/978-3-642-02868-7_33","Dimosthenis GeorgiadisPanagiotis GermanakosPanayiotis AndreouGeorge Samaras","2009","http://link.springer.com/chapter/10.1007/978-3-642-02868-7_33","Chapter"
"System Requirement Analyses for Ubiquitous Environment Management System","Ubiquitous Computing and Multimedia Applications","","","","10.1007/978-3-642-13467-8_1","Sang Boem LimKyung Jun GilHo Rim ChoeYang Dam Eo","2010","http://link.springer.com/chapter/10.1007/978-3-642-13467-8_1","Chapter"
"A Smart Garment for Older Walkers","Impact Analysis of Solutions for Chronic Disease Prevention and Management","","","","10.1007/978-3-642-30779-9_39","William BurnsChris NugentPaul McCullaghDewar FinlayIan ClelandSally McCleanBryan ScotneyJane McCann","2012","http://link.springer.com/chapter/10.1007/978-3-642-30779-9_39","Chapter"
"Agent-Based Monitoring of Functional Rehabilitation Using Video Games","Advanced Computational Intelligence Paradigms in Healthcare 5","","","","10.1007/978-3-642-16095-0_7","Stuart T. SmithAmir Talaei-KhoeiMililani RayPradeep Ray","2011","http://link.springer.com/chapter/10.1007/978-3-642-16095-0_7","Chapter"
"Goal-Oriented Opportunistic Sensor Clouds","On the Move to Meaningful Internet Systems: OTM 2012","","","","10.1007/978-3-642-33615-7_10","Marc KurzGerold HölzlAlois Ferscha","2012","http://link.springer.com/chapter/10.1007/978-3-642-33615-7_10","Chapter"
"Does Location Help Daily Activity Recognition?","Impact Analysis of Solutions for Chronic Disease Prevention and Management","","","","10.1007/978-3-642-30779-9_11","Chao ChenDaqing ZhangLin SunMossaab HarizYang Yuan","2012","http://link.springer.com/chapter/10.1007/978-3-642-30779-9_11","Chapter"
"Locomotion Activities in Smart Environments","Handbook of Ambient Intelligence and Smart Environments","","","","10.1007/978-0-387-93808-0_4","Björn Gottfried","2010","http://link.springer.com/chapter/10.1007/978-0-387-93808-0_4","Chapter"
"Personalizing Care: Integration of Hospital and Homecare","Handbook of Digital Homecare","","","","10.1007/978-3-642-01387-4_3","Isabel RománJorge CalvilloLaura M. Roa","2009","http://link.springer.com/chapter/10.1007/978-3-642-01387-4_3","Chapter"
"SitCom: Virtual Smart-Room Environment for Multi-modal Perceptual Systems","New Frontiers in Applied Artificial Intelligence","","","","10.1007/978-3-540-69052-8_50","Jan CuřínJan Kleindienst","2008","http://link.springer.com/chapter/10.1007/978-3-540-69052-8_50","Chapter"
"Vision-Based Semi-supervised Homecare with Spatial Constraint","Advances in Multimedia Information Processing - PCM 2008","","","","10.1007/978-3-540-89796-5_43","Tianqiang LiuHongxun YaoRongrong JiYan LiuXianming LiuXiaoshuai SunPengfei XuZhen Zhang","2008","http://link.springer.com/chapter/10.1007/978-3-540-89796-5_43","Chapter"
"Multi-Agent Systems Orientated to Assist with Daily Activities in the Homes of Elderly and Disabled People","Human-Computer Interaction: The Agency Perspective","","","","10.1007/978-3-642-25691-2_6","Miguel A. Sanz-BobiDavid ContrerasÁlvaro Sánchez","2012","http://link.springer.com/chapter/10.1007/978-3-642-25691-2_6","Chapter"
"Bond computing systems: a biologically inspired and high-level dynamics model for pervasive computing","Natural Computing","","9","2","10.1007/s11047-009-9134-z","Linmin YangZhe DangOscar H. Ibarra","2010","http://link.springer.com/article/10.1007/s11047-009-9134-z","Article"
"Automatic Service Composition with Heterogeneous Service-Oriented Architectures","Aging Friendly Technology for Health and Independence","","","","10.1007/978-3-642-13778-5_2","José M. Reyes ÁlamoHen-I YangJohnny WongCarl K. Chang","2010","http://link.springer.com/chapter/10.1007/978-3-642-13778-5_2","Chapter"
"Decision support at home (DS@HOME) – system architectures and requirements","BMC Medical Informatics and Decision Making","","12","1","10.1186/1472-6947-12-43","Michael Marschollek","2012","http://link.springer.com/article/10.1186/1472-6947-12-43","Article"
"Rehabilitation and Health Care Robotics","Springer Handbook of Robotics","","","","10.1007/978-3-540-30301-5_54","H.F. Machiel Van der Loos ProfDavid J. Reinkensmeyer Prof","2008","http://link.springer.com/referenceworkentry/10.1007/978-3-540-30301-5_54","ReferenceWorkEntry"
"Context-Aware Service Framework for Decision-Support Applications Using Ontology-Based Modeling","Knowledge Management and Acquisition for Smart Systems and Services","","","","10.1007/978-3-642-15037-1_10","Giovanni CagalabanSeoksoo Kim","2010","http://link.springer.com/chapter/10.1007/978-3-642-15037-1_10","Chapter"
"Preferences of Healthcare Staff in the Way of Interacting with Robots Depending on Their Prior Knowledge of ICTs: Findings from Iward Project","Ambient Assistive Health and Wellness Management in the Heart of the City","","","","10.1007/978-3-642-02868-7_42","Unai DíazIker LaskibarSaurin BadiyaniHardik RajaCristina BuizaVinesh Raja","2009","http://link.springer.com/chapter/10.1007/978-3-642-02868-7_42","Chapter"
"New Concepts of Post Occupancy Evaluation (POE) Utilizing BIM Benchmarking Techniques and Sensing Devices","Sustainability in Energy and Buildings","","","","10.1007/978-3-642-27509-8_27","Paul CoatesYusuf ArayiciZafer Ozturk","2012","http://link.springer.com/chapter/10.1007/978-3-642-27509-8_27","Chapter"
"Social Trends that will Model our Future Society","New Mega Trends","","","","10.1057/9781137008091_6","Sarwant Singh","2012","http://link.springer.com/chapter/10.1057/9781137008091_6","Chapter"
"Behavioural Biometrics and Human Identity","Second Generation Biometrics: The Ethical, Legal and Social Context","","","","10.1007/978-94-007-3892-8_9","Ben A. M. SchoutenAlbert Ali SalahRob van Kranenburg","2012","http://link.springer.com/chapter/10.1007/978-94-007-3892-8_9","Chapter"
"Smartphone-based solutions for fall detection and prevention: the FARSEEING approach","Zeitschrift für Gerontologie und Geriatrie","","45","8","10.1007/s00391-012-0404-5","S. MelloneC. TacconiL. SchwickertJ. KlenkC. BeckerL. Chiari","2012","http://link.springer.com/article/10.1007/s00391-012-0404-5","Article"
"Bathroom Activity Monitoring Based on Sound","Pervasive Computing","","","","10.1007/11428572_4","Jianfeng ChenAlvin Harvey KamJianmin ZhangNing LiuLouis Shue","2005","http://link.springer.com/chapter/10.1007/11428572_4","Chapter"
"Mobile manipulators for assisted living in residential settings","Autonomous Robots","","24","2","10.1007/s10514-007-9061-8","Patrick DeeganRoderic GrupenAllen HansonEmily HorrellShichao OuEdward RisemanShiraj SenBryan ThibodeauAdam WilliamsDan Xie","2008","http://link.springer.com/article/10.1007/s10514-007-9061-8","Article"
"Challenges in caregiving and creative solutions: Using technology to facilitate caring for a relative with dementia","Ageing International","","28","3","10.1007/s12126-002-1009-x","Jennifer M. Kinney Ph.DCary S. Kart Ph.DLatona D. Murdoch M.S.Tammy F. Ziemba OTR","2003","http://link.springer.com/article/10.1007/s12126-002-1009-x","Article"
"“My Roomba Is Rambo”: Intimate Home Appliances","UbiComp 2007: Ubiquitous Computing","","","","10.1007/978-3-540-74853-3_9","Ja-Young SungLan GuoRebecca E. GrinterHenrik I. Christensen","2007","http://link.springer.com/chapter/10.1007/978-3-540-74853-3_9","Chapter"
"The Integration of e-health into the Clinical Workflow – Electronic Health Record and Standardization Efforts","Impact Analysis of Solutions for Chronic Disease Prevention and Management","","","","10.1007/978-3-642-30779-9_14","Roberta GazzarataFabio VergariJan-Marc VerlindenFrancesco MorandiSimone NasoViola ParodiTullio Salmon CinottiMauro Giacomini","2012","http://link.springer.com/chapter/10.1007/978-3-642-30779-9_14","Chapter"
"Design of an Assistance System for Elderly Based on Analyses of Needs and Acceptance","Universal Access in Human-Computer Interaction. Addressing Diversity","","","","10.1007/978-3-642-02707-9_11","Stefan LutherdtCarsten StillerKatrin LienertSabine SpittelFred RoßChristoph AmentHartmut Witte","2009","http://link.springer.com/chapter/10.1007/978-3-642-02707-9_11","Chapter"
"Qualitative Spatial Activity Recognition Using a Complete Platform Based on Passive RFID Tags: Experimentations and Results","Toward Useful Services for Elderly and People with Disabilities","","","","10.1007/978-3-642-21535-3_47","Kevin BouchardBruno BouchardAbdenour Bouzouane","2011","http://link.springer.com/chapter/10.1007/978-3-642-21535-3_47","Chapter"
"Multi-modal Non-intrusive Sleep Pattern Recognition in Elder Assistive Environment","Impact Analysis of Solutions for Chronic Disease Prevention and Management","","","","10.1007/978-3-642-30779-9_17","Hongbo NiBessam AbdulrazakDaqing ZhangShu WuXingshe ZhouKejian MiaoDaifei Han","2012","http://link.springer.com/chapter/10.1007/978-3-642-30779-9_17","Chapter"
"Multimodal Dialogue for Ambient Intelligence and Smart Environments","Handbook of Ambient Intelligence and Smart Environments","","","","10.1007/978-0-387-93808-0_21","Ramón López-CózarZoraida Callejas","2010","http://link.springer.com/chapter/10.1007/978-0-387-93808-0_21","Chapter"
"Epilogue","Networked RFID","","","","10.1007/978-1-84800-153-4_10","George Roussos MSc, PhD","2008","http://link.springer.com/chapter/10.1007/978-1-84800-153-4_10","Chapter"
"Evaluating the Future of HCI: Challenges for the Evaluation of Emerging Applications","Artifical Intelligence for Human Computing","","","","10.1007/978-3-540-72348-6_12","Ronald PoppeRutger RienksBetsy van Dijk","2007","http://link.springer.com/chapter/10.1007/978-3-540-72348-6_12","Chapter"
"Digital home technologies and transformation of households","Information Systems Frontiers","","10","4","10.1007/s10796-008-9097-0","Alladi Venkatesh","2008","http://link.springer.com/article/10.1007/s10796-008-9097-0","Article"
"Application Challenges for Ubiquitous Knowledge Discovery","Ubiquitous Knowledge Discovery","","","","10.1007/978-3-642-16392-0_7","Koen VanhoofIna Lauth","2010","http://link.springer.com/chapter/10.1007/978-3-642-16392-0_7","Chapter"
"Going into the wild in child–robot interaction studies: issues in social robotic development","Intelligent Service Robotics","","1","2","10.1007/s11370-007-0009-9","Tamie SalterIain WerryFrancois Michaud","2008","http://link.springer.com/article/10.1007/s11370-007-0009-9","Article"
"User-Oriented Accessibility Patterns for Smart Environments","Human-Computer Interaction. Design and Development Approaches","","","","10.1007/978-3-642-21602-2_35","Michael ZakiPeter Forbrig","2011","http://link.springer.com/chapter/10.1007/978-3-642-21602-2_35","Chapter"
"Targeting Spatial Clusters of Elderly Consumers in the U.S.A","Population Research and Policy Review","","29","1","10.1007/s11113-009-9149-2","Peter A. MorrisonThomas M. Bryan","2010","http://link.springer.com/article/10.1007/s11113-009-9149-2","Article"
"Smart Mote-Based Medical System for Monitoring and Handling Medication Among Persons with Dementia","Pervasive Computing for Quality of Life Enhancement","","","","10.1007/978-3-540-73035-4_6","Victor Foo Siang FookJhy Haur TeeKon Sang YapAung Aung Phyo WaiJayachandran ManiyeriBiswas JitPeng Hin Lee","2007","http://link.springer.com/chapter/10.1007/978-3-540-73035-4_6","Chapter"
"Urbanization, Local Government, and Planning for Sustainability","Sustainability Science","","","","10.1007/978-1-4614-3188-6_14","Robert W. Taylor","2012","http://link.springer.com/chapter/10.1007/978-1-4614-3188-6_14","Chapter"
"Robotic smart house to assist people with movement disabilities","Autonomous Robots","","22","2","10.1007/s10514-006-9012-9","Kwang-Hyun ParkZeungnam BienJu-Jang LeeByung Kook KimJong-Tae LimJin-Oh KimHeyoung LeeDimitar H. StefanovDae-Jin KimJin-Woo JungJun-Hyeong DoKap-Ho SeoChong Hui KimWon-Gyu SongWoo-Jun Lee","2007","http://link.springer.com/article/10.1007/s10514-006-9012-9","Article"
"Design and Implementation of HEMS Based on RFID and OSGi","Wireless Personal Communications","","59","1","10.1007/s11277-010-0190-6","Chu-sing YangYu-Chun LuMing-Yi LiaoChao-Xing Chen","2011","http://link.springer.com/article/10.1007/s11277-010-0190-6","Article"
"iCompose: context-aware physical user interface for application composition","Central European Journal of Computer Science","","1","4","10.2478/s13537-011-0031-z","Oleg DavidyukEkaterina GilmanIván Sánchez MilaraJussi MäkipeltoMikko PyykkönenJukka Riekki","2011","http://link.springer.com/article/10.2478/s13537-011-0031-z","Article"
"Pervasive Computing and Healthcare","Pervasive Healthcare Computing","","","","10.1007/978-1-4419-0215-3_3","Upkar Varshney","2009","http://link.springer.com/chapter/10.1007/978-1-4419-0215-3_3","Chapter"
"Digital Homes — For Richer for Poorer, Who are They for?","BT Technology Journal","","20","2","10.1023/A:1015696507085","P A Rout","2002","http://link.springer.com/article/10.1023/A%3A1015696507085","Article"
"How Communication Technology Influence the Future of Mobility — New Perspectives in the Field of Telemedicine","Mobility and Traffic in the 21st Century","","","","10.1007/978-3-662-04392-9_3","Oliver MingeJulia SchaeferHelmut SchoenenbergerBettina Sonnemann","2001","http://link.springer.com/chapter/10.1007/978-3-662-04392-9_3","Chapter"
"Improving Smart Environments with Knowledge Ecosystems","Knowledge-Based Intelligent Information and Engineering Systems","","","","10.1007/978-3-540-74829-8_82","Fulvio MastrogiovanniAntonio SgorbissaRenato Zaccaria","2007","http://link.springer.com/chapter/10.1007/978-3-540-74829-8_82","Chapter"
"Face Recognition at a Distance: Scenario Analysis and Applications","Distributed Computing and Artificial Intelligence","","","","10.1007/978-3-642-14883-5_44","R. Vera-RodriguezJ. FierrezP. TomeJ. Ortega-Garcia","2010","http://link.springer.com/chapter/10.1007/978-3-642-14883-5_44","Chapter"
"User-led Design of Technology to Improve Quality of Life for People with Dementia","Designing Inclusive Futures","","","","10.1007/978-1-84800-211-1_18","R. OrpwoodJ. ChaddD. HowcroftA. SixsmithJ. TorringtonG. GibsonG. Chalfont","2008","http://link.springer.com/chapter/10.1007/978-1-84800-211-1_18","Chapter"
"FM-UWB for Communications and Radar in Medical Applications","Wireless Personal Communications","","51","4","10.1007/s11277-009-9772-6","Ernestina CiancaBharat Gupta","2009","http://link.springer.com/article/10.1007/s11277-009-9772-6","Article"
"The Influence of Control on the Acceptance of Ambient Intelligence by Elderly People: An Explorative Study","Ambient Intelligence","","","","10.1007/978-3-540-89617-3_5","Lambert ZaadSomaya Ben Allouch","2008","http://link.springer.com/chapter/10.1007/978-3-540-89617-3_5","Chapter"
"“Same Same but Different” How Service Contexts of Mobile Technologies Shape Usage Motives and Barriers","HCI in Work and Learning, Life and Leisure","","","","10.1007/978-3-642-16607-5_3","Katrin ArningSylvia GaulMartina Ziefle","2010","http://link.springer.com/chapter/10.1007/978-3-642-16607-5_3","Chapter"
"User’s behavior study for smart houses occupant prediction","annals of telecommunications - annales des télécommunications","","65","9 - 10","10.1007/s12243-010-0166-2","Rachid KadoucheBelkacem ChikhaouiBessam Abdulrazak","2010","http://link.springer.com/article/10.1007/s12243-010-0166-2","Article"
