"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Edge computing enabling the Internet of Things","O. Salman; I. Elhajj; A. Kayssi; A. Chehab","Electrical and Computer Engineering Department, American University of Beirut, 1107 2020, Lebanon; Electrical and Computer Engineering Department, American University of Beirut, 1107 2020, Lebanon; Electrical and Computer Engineering Department, American University of Beirut, 1107 2020, Lebanon; Electrical and Computer Engineering Department, American University of Beirut, 1107 2020, Lebanon","2015 IEEE 2nd World Forum on Internet of Things (WF-IoT)","","2015","","","603","608","","","","10.1109/WF-IoT.2015.7389122","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7389122","MEC;SDN;IoT;Fog computing;Cloud computing;NFV","Cloud computing;Mobile communication;Mobile computing;Computer architecture;Bandwidth;Mobile handsets","cloud computing;Internet of Things;mobile computing","mobile edge computing;Internet of Things;IT worlds;telecom worlds;telecom market;virtualization revolution;cloud computing;IaaS;infrastructure as a service;cloud capabilities;mobile phones usage;mobile applications;world of things;wearables;home automation systems;sensors;RFID tags;IoT architecture;IoT applications;e-healthcare;real time monitoring;MEC architecture;vehicular ad-hoc networks;software defined network;SDN","","","","","","","","","IEEE","IEEE Conferences"
"Reduced hardware architecture for energy-efficient IoT healthcare sensor nodes","Y. W. Lim; S. B. Daas; S. J. Hashim; R. M. Sidek; N. A. Kamsani; F. Z. Rokhani","Smart System & System-on-Chip Group, Universiti Putra Malaysia, 43400 UPM Serdang, Selangor, Malaysia; Intelligent Circuits Engineering, Malaysia; Smart System & System-on-Chip Group, Universiti Putra Malaysia, 43400 UPM Serdang, Selangor, Malaysia; Smart System & System-on-Chip Group, Universiti Putra Malaysia, 43400 UPM Serdang, Selangor, Malaysia; Smart System & System-on-Chip Group, Universiti Putra Malaysia, 43400 UPM Serdang, Selangor, Malaysia; Smart System & System-on-Chip Group, Universiti Putra Malaysia, 43400 UPM Serdang, Selangor, Malaysia","2015 IEEE International Circuits and Systems Symposium (ICSyS)","","2015","","","90","95","","","","10.1109/CircuitsAndSystems.2015.7394071","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7394071","Microcontroller;Internet of Things;FPGA;ASIC;Energy-Efficient","Yttrium;System-on-chip;Sensors;Hardware;Energy efficiency;Lead;Transceivers","field programmable gate arrays;health care;Internet of Things;power aware computing;silicon;system-on-chip;wearable computers","reduced hardware architecture;energy-efficient loT healthcare sensor node;wearable healthcare device;Internet of Things technology;high-energy consumption;reduced hardware architecture system-on-chip;digital block design;FPGA;silicon;Silterra 180nm process;power leakage;dynamic power reduction","","","","","","","","","IEEE","IEEE Conferences"
"QoS-Adaptive Approximate Real-Time Computation for Mobility-Aware IoT Lifetime Optimization","K. Cao; G. Xu; J. Zhou; T. Wei; M. Chen; S. Hu","Department of of Computer Science and Technology at East China Normal University.; Department of of Computer Science and Technology at East China Normal University.; School of Computer Science and Engineering at Nanjing University of Science and Technology.; Department of of Computer Science and Technology at East China Normal University.; Shanghai Key Laboratory of Trustworthy Computing.; Department of Electrical and Computer Engineering at Michigan Technological University.","IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems","","2018","PP","99","1","1","","","","10.1109/TCAD.2018.2873239","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8477083","Internet of Things (IoT);network lifetime optimization;approximate real-time computation;Quality-of-Service (QoS);mobility.","Task analysis;Quality of service;Energy management;Real-time systems;Optimization;Performance evaluation;Internet of Things","","","","","","","","","","","IEEE","IEEE Early Access Articles"
"Fog Computing in Healthcare–A Review and Discussion","F. A. Kraemer; A. E. Braten; N. Tamkittikhun; D. Palma","Department of Information Security and Communication Technology, Norwegian University of Science and Technology, Trondheim, Norway; Department of Information Security and Communication Technology, Norwegian University of Science and Technology, Trondheim, Norway; Department of Information Security and Communication Technology, Norwegian University of Science and Technology, Trondheim, Norway; Department of Information Security and Communication Technology, Norwegian University of Science and Technology, Trondheim, Norway","IEEE Access","","2017","5","","9206","9222","","","","10.1109/ACCESS.2017.2704100","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7927714","Body sensor networks;fog computing;healthcare;health information management;internet of things;sensor devices;wireless sensor networks","Edge computing;Medical services;Wireless sensor networks;Cloud computing;Computer architecture;Wireless communication;Monitoring","health care;Internet;recommender systems","healthcare;network components;cloud execute application specific logic;healthcare informatics;fog computing principles;wireless devices;recommended research","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Smart fog: Fog computing framework for unsupervised clustering analytics in wearable Internet of Things","D. Borthakur; H. Dubey; N. Constant; L. Mahler; K. Mankodiya","Wearable Biosensing Lab, University of Rhode Island, Kingston, RI-02881, USA; University of Texas at Dallas, Richardson, TX-75080, USA; Wearable Biosensing Lab, University of Rhode Island, Kingston, RI-02881, USA; Department of Communicative Disorders, University of Rhode Island, Kingston, RI-02881, USA; Wearable Biosensing Lab, University of Rhode Island, Kingston, RI-02881, USA","2017 IEEE Global Conference on Signal and Information Processing (GlobalSIP)","","2017","","","472","476","","","","10.1109/GlobalSIP.2017.8308687","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8308687","Dysarthria;Edge Computing;Fog Computing;K-means Clustering;Parkinson's Disease;Speech Disorders","Speech;Cloud computing;Computer architecture;Feature extraction;Edge computing;Biomedical monitoring;Parkinson's disease","Big Data;biomedical communication;cloud computing;data analysis;diseases;health care;Internet of Things;learning (artificial intelligence);patient monitoring;speech processing;telemedicine;watches;wearable computers","smart fog;fog computing framework;unsupervised clustering analytics;smart telehealth system;medical big data;clinical procedures;IoT Healthcare;generated data;low-resource machine learning;traditional telecare systems;signal processing;machine learning modules;physiological data;Fog architecture;big data analysis;real-world pathological speech data;architecture employed machine;smart watches;wearable IoT;smart telehealth scenarios;machine learning approaches;cloud backend;computing devices;fog services;unsupervised machine learning;wearable Internet of Things","","","","","","","","","IEEE","IEEE Conferences"
"Freeform Compliant CMOS Electronic Systems for Internet of Everything Applications","S. F. Shaikh; M. T. Ghoneim; G. A. Torres Sevilla; J. M. Nassar; A. M. Hussain; M. M. Hussain","Integrated Nanotechnology Laboratory and Integrated Disruptive Electronic Applications Laboratory, Electrical Engineering, Computer Electrical Mathematical Science and Engineering Division, King Abdullah University of Science and Technology, Thuwal, Saudi Arabia; Integrated Nanotechnology Laboratory and Integrated Disruptive Electronic Applications Laboratory, Electrical Engineering, Computer Electrical Mathematical Science and Engineering Division, King Abdullah University of Science and Technology, Thuwal, Saudi Arabia; Integrated Nanotechnology Laboratory and Integrated Disruptive Electronic Applications Laboratory, Electrical Engineering, Computer Electrical Mathematical Science and Engineering Division, King Abdullah University of Science and Technology, Thuwal, Saudi Arabia; Integrated Nanotechnology Laboratory and Integrated Disruptive Electronic Applications Laboratory, Electrical Engineering, Computer Electrical Mathematical Science and Engineering Division, King Abdullah University of Science and Technology, Thuwal, Saudi Arabia; Integrated Nanotechnology Laboratory and Integrated Disruptive Electronic Applications Laboratory, Electrical Engineering, Computer Electrical Mathematical Science and Engineering Division, King Abdullah University of Science and Technology, Thuwal, Saudi Arabia; Integrated Nanotechnology Laboratory and Integrated Disruptive Electronic Applications Laboratory, Electrical Engineering, Computer Electrical Mathematical Science and Engineering Division, King Abdullah University of Science and Technology, Thuwal, Saudi Arabia","IEEE Transactions on Electron Devices","","2017","64","5","1894","1905","","","","10.1109/TED.2016.2642340","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7815292","Flexible electronics;free-form compliant system;healthcare;Internet of Everything (IoE);stretchable electronics","Flexible electronics;Medical services;Internet of Things;CMOS integrated circuits","CMOS integrated circuits;energy conservation;flexible electronics;Internet of Things","freeform compliant CMOS electronic systems;Internet of Everything;mobile device;computational technology;information technology;energy-efficient scaled electronics;stretchable device themes;flexible device themes;data processing;energy management devices","","","","","","","","","IEEE","IEEE Journals & Magazines"
"The Biomedical Educational Platform with an ECG Case Study for Healthcare Research","K. Tseng; J. Li; F. Ye","NA; NA; NA","2015 Third International Conference on Robot, Vision and Signal Processing (RVSP)","","2015","","","134","137","","","","10.1109/RVSP.2015.39","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7399163","Biomedical System;Internet of Things;Electrocardiogram;Android;Healthcare","Blood pressure;Biomedical monitoring;Blood;Electrocardiography;Carbon dioxide;Pressure measurement;Zigbee","Android (operating system);biomedical education;educational computing;electrocardiography;health care","electrocardiogram similarity analysis;electrocardiogram clustering analysis;all-in-one medical system;Android phone operation system;ZigBee;Bluetooth;serial port;diverse communication modes;research training all-in-one biomedical system;hot research field;mobile inconvenience people;remote villages;diverse communication protocols;multifunctional biomedical platform;healthcare research;ECG case study;biomedical educational platform","","","","","","","","","IEEE","IEEE Conferences"
"Secure SDLC for IoT Based Health Monitor","A. M. Fernandes; A. Pai; L. M. M. Colaco","Department of Information Technology, Padre Conceicao College of Engineering, Goa, India; Department of Information Technology, Padre Conceicao College of Engineering, Goa, India; Department of Information Technology, Padre Conceicao College of Engineering, Goa, India","2018 Second International Conference on Electronics, Communication and Aerospace Technology (ICECA)","","2018","","","1236","1241","","","","10.1109/ICECA.2018.8474668","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8474668","Internet of Things(IoT) Security;Security;IoT;Secure Software Development Lifecycle(SDLC) for IoT;Secure Health Monitor","Security;Monitoring;Temperature sensors;Temperature measurement;Biomedical monitoring;Conferences;Medical services","","","","","","","","","","","IEEE","IEEE Conferences"
"Energy efficient IoT thermometer based on fuzzy logic for fever monitoring","S. Mandala; S. N. Anggis; M. S. Mubarok; Shamila","Informatics Enginering, School of Computing, Telkom University; Informatics Enginering, School of Computing, Telkom University; Informatics Enginering, School of Computing, Telkom University; Informatics Enginering, School of Computing, Telkom University","2017 5th International Conference on Information and Communication Technology (ICoIC7)","","2017","","","1","6","","","","10.1109/ICoICT.2017.8074640","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8074640","Healthcare;Monitoring;Digital;Logic fuzzy;Thermometer;IoT","Temperature measurement;Monitoring;Fuzzy systems;Fuzzy logic;Temperature sensors;Temperature distribution;Testing","biomedical telemetry;fuzzy logic;health care;Internet of Things;pacemakers;patient monitoring;telemetry;thermometers","Remote Digital Blood Pressure;energy issues;energy consumption;data transmission;monitoring fever body temperature;HI-Thermo;adaptive system;fuzzy logic;Hi-Thermo;fever body temperature monitoring;existing traditional monitoring;energy efficient IoT;fever monitoring;Information Communication Technology;health services;digital systems;WIFI digital thermometer;Telemetry Digital Pacemaker;HI","","","","","","","","","IEEE","IEEE Conferences"
"Enabling Technologies for the Internet of Health Things","J. J. P. C. Rodrigues; D. B. De Rezende Segundo; H. A. Junqueira; M. H. Sabino; R. M. Prince; J. Al-Muhtadi; V. H. C. De Albuquerque","National Institute of Telecommunications, Santa Rita do Sapucaí, Brazil; National Institute of Telecommunications, Santa Rita do Sapucaí, Brazil; National Institute of Telecommunications, Santa Rita do Sapucaí, Brazil; National Institute of Telecommunications, Santa Rita do Sapucaí, Brazil; National Institute of Telecommunications, Santa Rita do Sapucaí, Brazil; College of Computer and Information Sciences, King Saud University, Riyadh, Saudi Arabia; University of Fortaleza, Fortaleza, Brazil","IEEE Access","","2018","6","","13129","13141","","","","10.1109/ACCESS.2017.2789329","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8246498","Ambient assisted living;Internet of Things;Internet of Health Things;mobile health;remote healthcare monitoring;wearable","Medical services;Monitoring;Biomedical monitoring;Industries;Sensors;Internet of Things","assisted living;health care;Internet of Things","IoT;ambient-assisted living;IoHT;healthcare providers;Internet of Health Things","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Wireless sensor node design","N. A. A. Rahman; A. B. Jambek","School of Microelectronic Engineering, Universiti Malaysia Perlis, Perlis, Malaysia; School of Microelectronic Engineering, Universiti Malaysia Perlis, Perlis, Malaysia","2016 3rd International Conference on Electronic Design (ICED)","","2016","","","332","336","","","","10.1109/ICED.2016.7804662","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7804662","Remote monitoring system;LPC2103 Microcontroller;DHT11;nRF24L01","Wireless communication;Wireless sensor networks;Microcontrollers;Transceivers;Remote monitoring;Biomedical monitoring","data acquisition;Internet of Things;radio equipment;radio transceivers;wireless sensor networks","wireless sensor node design;remote monitoring system;Internet of Thing;IoT application;healthcare;logistic;data acquisition;nRF24L01 transceiver;raw data processing;microcontroller;ARM","","","","","","","","","IEEE","IEEE Conferences"
"A Logistic Regression and Artificial Neural Network-Based Approach for Chronic Disease Prediction: A Case Study of Hypertension","A. Wang; N. An; Y. Xia; L. Li; G. Chen","NA; NA; NA; NA; NA","2014 IEEE International Conference on Internet of Things (iThings), and IEEE Green Computing and Communications (GreenCom) and IEEE Cyber, Physical and Social Computing (CPSCom)","","2014","","","45","52","","","","10.1109/iThings.2014.16","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7059641","logistic regression;artifical neural network;hypertension prediction","Hypertension;Diseases;Predictive models;Logistics;Artificial neural networks;Analytical models;Regression analysis","backpropagation;diseases;medical computing;multilayer perceptrons;patient diagnosis;regression analysis","artificial neural network-based approach;chronic disease prediction model;population aging;Internet of Things;IoT technology;healthcare technology;data-analysis;decision-making level;early hypertension detection;hypertension diagnosis;hypertension screening;cardiovascular diseases;quality of life improvement;hypertension-related risk factors;logistic regression analysis;ANN;binary logistic regression model;behavior risk factor surveillance system;BRFSS;multilayer perception neural network model;MLP neural network model;back propagation;BP algorithm;area under the receiver-operator curve;AUC","","","","","","","","","IEEE","IEEE Conferences"
"Enabling Technologies on Cloud of Things for Smart Healthcare","M. M. E. Mahmoud; J. J. P. C. Rodrigues; S. H. Ahmed; S. C. Shah; J. F. Al-Muhtadi; V. V. Korotaev; V. H. C. De Albuquerque","Faculty of Computer Science and Information Technology, University of Kassala, Kassala, Sudan; National Institute of Telecommunications, Santa Rita do Sapucaí-MG, Brazil; Department of Computer Science, Georgia Southern University, Statesboro, GA, USA; Department of Information and Communication Engineering, Hankuk University of Foreign Studies, Seoul, South Korea; Center of Excellence in Information Assurance, King Saud University, Riyadh, Saudi Arabia; Technosphere Safety, ITMO University, Saint Petersburg, Russia; PPGIA, University of Fortaleza, Fortaleza- CE, Brazil","IEEE Access","","2018","6","","31950","31967","","","","10.1109/ACCESS.2018.2845399","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8375951","Cloud computing;Cloud of Things;energy efficiency;Internet of Things;smart healthcare","Cloud computing;Medical services;Energy efficiency;Sensors;Computer architecture;Internet of Things;Wireless sensor networks","cloud computing;energy conservation;health care;power aware computing;quality of service;ubiquitous computing","smart healthcare;cloud computing;pervasive computing;ubiquitous computing;delay-sensitive services;energy-efficient CoT architectures;energy efficiency solutions;Cloud of Things;Internet of Things;CoT-based services;energy efficiency;QoS","","","","","","","","","IEEE","IEEE Journals & Magazines"
"A PHY-Aided Secure IoT Healthcare System with Collaboration of Social Networks","P. Hao; X. Wang","NA; NA","2017 IEEE 86th Vehicular Technology Conference (VTC-Fall)","","2017","","","1","6","","","","10.1109/VTCFall.2017.8288341","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8288341","","Medical services;Estimation;Social network services;Cryptography;Internet of Things;Authentication","body sensor networks;computer network security;health care;Internet of Things;social networking (online)","bio-data confidentiality;IoT body sensor;PHY-aided secure IoT healthcare system;social relationship link;healthcare user;healthcare provider;trusted online platform;service application interfaces;remote HP;computational resource-rich social networks;SIoT data sharing;novel physical-layer-aided security technique;social Internet of things architecture-based healthcare system;Internet of things medical devices;storage-rich social networks;device-specific physical layer attributes;PHY carrier frequency offset;SIoT HU authentication;PHY-ID;in-phase/quadrature-phase imbalance;two-phase security method;resource-constrained IoT devices","","","","","","","","","IEEE","IEEE Conferences"
"A Large-scale Concurrent Data Anonymous Batch Verification Scheme for Mobile Healthcare Crowd Sensing","J. Liu; H. Cao; Q. Li; F. Cai; X. Du; M. Guizani","School of Telecommunications Engineering, Xidian University, Xi&#x2019;an, 710071, China.; School of Telecommunications Engineering, Xidian University, Xi&#x2019;an, 710071, China.; School of Telecommunications Engineering, Xidian University, Xi&#x2019;an, 710071, China.; School of Telecommunications Engineering, Xidian University, Xi&#x2019;an, 710071, China.; Department of Computer and Information Sciences, Temple University, Philadelphia, PA 19122, USA.; Department of Electrical and Computer Engineering, University of Idaho, Moscow, Idaho, USA.","IEEE Internet of Things Journal","","2018","PP","99","1","1","","","","10.1109/JIOT.2018.2828463","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8341503","Mobile Healthcare Crowd Sensing;Aggregate Signature;Batch Verification;Privacy Preservation.","Medical services;Sensors;Security;Aggregates;Privacy;Cloud computing;Internet of Things","","","","","","","","","","","IEEE","IEEE Early Access Articles"
"Analysis of OPC unified architecture for healthcare applications","J. Miranda; J. Cabral; S. Banerjee; D. Grossmann; C. F. Pedersen; S. R. Wagner","Centro Algoritmi, University of Minho, Guimaraes, Portugal; Centro Algoritmi, University of Minho, Guimaraes, Portugal; Technische Hochschule Ingolstadt, Ingolstadt, Germany; Technische Hochschule Ingolstadt, Ingolstadt, Germany; Department of Engineering, Aarhus University, Aarhus, Denmark; Department of Engineering, Aarhus University, Aarhus, Denmark","2017 22nd IEEE International Conference on Emerging Technologies and Factory Automation (ETFA)","","2017","","","1","4","","","","10.1109/ETFA.2017.8247771","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8247771","ambient assisted living;pervasive healthcare;industry 4.0;OPC UA;HL7;wireless sensor networks;cloud computing;infrastructure","Medical services;Data models;Standards;Computer architecture;Industries;Wireless sensor networks;Logic gates","data models;health care;Internet of Things;medical information systems","conceptual architecture;heterogeneous networks;OPC UA data models;HL7 Reference Information Model;healthcare sector;OPC unified architecture;integration framework;heterogeneous healthcare systems;Industry 4.0 paradigm;Internet of Things healthcare applications;information exchange;information storage","","","","","","","","","IEEE","IEEE Conferences"
"Smart health care system for underdeveloped countries","M. S. Arefin; T. H. Surovi; N. N. Snigdha; M. F. Mridha; M. A. Adnan","Computer Science and Engineering, University of Asia Pacific, 74/A, Green Road, Farmgate, Dhaka - 1215, Bangladesh; Computer Science and Engineering, University of Asia Pacific, 74/A, Green Road, Farmgate, Dhaka - 1215, Bangladesh; Computer Science and Engineering, University of Asia Pacific, 74/A, Green Road, Farmgate, Dhaka - 1215, Bangladesh; Computer Science and Engineering, University of Asia Pacific, 74/A, Green Road, Farmgate, Dhaka - 1215, Bangladesh; Computer Science and Engineering, University of Asia Pacific, 74/A, Green Road, Farmgate, Dhaka - 1215, Bangladesh","2017 IEEE International Conference on Telecommunications and Photonics (ICTP)","","2017","","","28","32","","","","10.1109/ICTP.2017.8285926","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8285926","Cloud computing;internet of things;tiny and affordable computers;health care system;sensors;mobile and web development","Pediatrics;Servers;Temperature measurement;Software;Diseases;Vaccines","cloud computing;diseases;health care;Internet of Things;medical computing;mobile computing;patient monitoring","smart health care system;underdeveloped countries;hospital;endemic diseases;tablets;medical services;wireless network infrastructure;cloud servers;computer vision technology;web development;cloud computing;IoT","","","","","","","","","IEEE","IEEE Conferences"
"A Hybrid Hierarchical Framework for Gym Physical Activity Recognition and Measurement Using Wearable Sensors","J. Qi; P. Yang; M. Hanneghan; S. Tang; B. Zhou","Department of Computer Science, Liverpool John Moores University, L3 3AF, UK.; Department of Computer Science, Liverpool John Moores University, L3 3AF, UK.; Department of Computer Science, Liverpool John Moores University, L3 3AF, UK.; Department of Computer Science, Liverpool John Moores University, L3 3AF, UK.; Department of Computer Science, Liverpool John Moores University, L3 3AF, UK.","IEEE Internet of Things Journal","","2018","PP","99","1","1","","","","10.1109/JIOT.2018.2846359","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8382216","Internet of things;physical activity recognition;free weight training;wearable sensors.","Training;Hidden Markov models;Activity recognition;Internet of Things;Artificial neural networks;Medical services;Support vector machines","","","","","","","","","","","IEEE","IEEE Early Access Articles"
"Overview of context-sensitive technologies for well-being","A. Freitas; L. Brito; K. Baras; J. Silva","Madeira Interactive Technologies Institute, Funchal, Portugal; Madeira Interactive Technologies Institute, Funchal, Portugal; Madeira Interactive Technologies Institute, Funchal, Portugal; Madeira Interactive Technologies Institute, Instituto Universitário de Lisboa (ISCTE-IUL), ISTAR-IUL, Lisboa, Portugal","2017 International Conference on Internet of Things for the Global Community (IoTGC)","","2017","","","1","8","","","","10.1109/IoTGC.2017.8008971","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8008971","Healthcare;Well-being;Context-sensing;Data analysis;IoT","Stress;Smart phones;Mood;Sensors;Data mining;Correlation;Medical services","data analysis;health care;ubiquitous computing","context-sensitive technologies;well-being;information extraction;healthcare;smart devices carriers;context-aware data;data analysis","","","","","","","","","IEEE","IEEE Conferences"
"Internet of things based context awareness architectural framework for HMIS","A. Pir; M. U. Akram; M. A. Khan","Department of Computer engineering, NUST College of Electrical & Mechanical Engineering, Islamabad, Pakistan; Department of Computer engineering, NUST College of Electrical & Mechanical Engineering, Islamabad, Pakistan; Department of Computer engineering, NUST College of Electrical & Mechanical Engineering, Islamabad, Pakistan","2015 17th International Conference on E-health Networking, Application & Services (HealthCom)","","2015","","","55","60","","","","10.1109/HealthCom.2015.7454473","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7454473","smart hospital;hospital management information system (HMIS);sensors;architecture;framework;Internet of things (IoT);context awareness","Context;Context-aware services;Hospitals;Sensors;Middleware;Context modeling;Internet","health care;Internet of Things;medical information systems","Internet of things;healthcare;hospital management information system;IoT based context awareness architectural framework;smart hospital","","","","","","","","","IEEE","IEEE Conferences"
"Enablement of Internet of things using cloud computing","N. Chawla; D. Kumar","Amity Institute of Information Technology, Amity University, Noida, Uttar Pradesh, India; Amity Institute of Information Technology, Amity University, Noida, Uttar Pradesh, India","2017 3rd International Conference on Computational Intelligence & Communication Technology (CICT)","","2017","","","1","7","","","","10.1109/CIACT.2017.7977306","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7977306","Cloud Computing;Internet of Things(IOT)","Cloud computing;Internet of Things;Servers;Sensors;Warranties;Business;Computational modeling","cloud computing;data analysis;Internet of Things;storage management","Internet of Things;electronic devices;healthcare;smart devices;centralized server;real-time devices;Smarter Plant;cloud computing usage;data retrieval;data storage","","","","","","","","","IEEE","IEEE Conferences"
"Wireless sensing system for the welfare of sewer labourers","V. D. Ambeth Kumar; D. Elangovan; G. Gokul; J. Praveen Samuel; V. D. Ashok Kumar","Panimalar Engineering College, India; Panimalar Engineering College, India; Panimalar Engineering College, India; Panimalar Engineering College, India; St. Peter's University, India","Healthcare Technology Letters","","2018","5","4","107","112","","","","10.1049/htl.2017.0017","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8444548","","","gas sensors;wireless sensor networks;biomedical measurement;personnel;health hazards;industrial accidents","wireless sensing system;sewer labourer welfare;environmental pollution monitoring;toxic chemicals;toxic gases;microcontroller;internet of things;hazardous gases;heart beats;pulse detector;alert warning message;health center;first aid;fully automated;quick response time","","","","","","","","","IET","IET Journals & Magazines"
"Computable Adherence","S. Diemert; J. Weber; M. Price","NA; NA; NA","2017 IEEE International Conference on Healthcare Informatics (ICHI)","","2017","","","351","356","","","","10.1109/ICHI.2017.96","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8031173","Medication Adherence;Medications Prescriptions;Health Informatics;Consumer Informatics;Internet of Things;Context-Aware Computing;Formal Methods;Fuzzy Logic","Observers;Medical services;Mathematical model;Processor scheduling;Informatics;Computer science;Terminology","adhesion;health care;medical information systems;physiological models;telemedicine","striking magnitude;formal model;mathematical precise model;medications;computable adherence;medication adherence","","","","","","","","","IEEE","IEEE Conferences"
"""Easy-to-use"" RF-solutions for IoT applications","Y. Hayashi; K. Yahagi; H. Sato; K. Sato; M. Muratani","Mass Market & Emerging Country Business Div., Renesas Electronics Corporation, 5-20-1, Josuihon-chi, Kodaira, Tokyo, 187-8588, Japan; Mass Market & Emerging Country Business Div., Renesas Electronics Corporation, 5-20-1, Josuihon-chi, Kodaira, Tokyo, 187-8588, Japan; Mass Market & Emerging Country Business Div., Renesas Electronics Corporation, 5-20-1, Josuihon-chi, Kodaira, Tokyo, 187-8588, Japan; Mass Market & Emerging Country Business Div., Renesas Electronics Corporation, 5-20-1, Josuihon-chi, Kodaira, Tokyo, 187-8588, Japan; Mass Market & Emerging Country Business Div., Renesas Electronics Corporation, 5-20-1, Josuihon-chi, Kodaira, Tokyo, 187-8588, Japan","2015 IEEE International Symposium on Radio-Frequency Integration Technology (RFIT)","","2015","","","13","15","","","","10.1109/RFIT.2015.7377871","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7377871","Low power RF;Adaptable;Healthcare","5G mobile communication","Bluetooth;health care;Internet of Things","IoT applications;RF terminal solutions;sliding intermediate frequency architecture","","","","","","","","","IEEE","IEEE Conferences"
"Enabling the first step for IoT health systems using Antidote and IEEE 11073","D. F. S. Santos; M. A. M. Lima; J. L. Nascimento; A. Perkusich; H. O. Almeida","Federal University of Campina Grande, Campina Grande, Brazil; Federal Institute of Paraiba, Joao Pessoa, Brazil; Signove Technology, Campina Grande, Brazil; Federal University of Campina Grande, Campina Grande, Brazil; Federal University of Campina Grande, Campina Grande, Brazil","2018 IEEE Wireless Communications and Networking Conference Workshops (WCNCW)","","2018","","","308","313","","","","10.1109/WCNCW.2018.8369020","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8369020","m-Health;Personal Health Devices;IEEE 11073;Mobile Devices;Framework","Standards;Conferences;Androids;Humanoid robots;Medical services;Bluetooth;Linux","health care;IEEE standards;Internet of Things;ISO standards;patient monitoring;protocols;XML","personal health devices;IoT health vision;consumer electronic devices;data collector;standard protocol stack;Antidote;open-source implementation;IEEE 11073-20601 stack;IoT health systems;high-quality life;chronic conditions;IEEE 11073-20601","","","","","","","","","IEEE","IEEE Conferences"
"Agent-Based Simulation of Smart Beds With Internet-of-Things for Exploring Big Data Analytics","I. García-Magariño; R. Lacuesta; J. Lloret","Department of Computer Science and Engineering of Systems, University of Zaragoza, Teruel, Spain; Department of Computer Science and Engineering of Systems, University of Zaragoza, Teruel, Spain; Instituto de Investigacion para la Gestión Integrada de Zonas Costeras, Universitat Politecnica de Valencia, Valencia, Spain","IEEE Access","","2018","6","","366","379","","","","10.1109/ACCESS.2017.2764467","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8078180","Agent-based-simulation;big data;Internet-of-Things;multi-agent systems;smart bed","Intelligent sensors;Big Data;Sleep apnea;Monitoring;Biomedical monitoring","Big Data;cloud computing;data analysis;health care;Internet of Things;medical computing;patient monitoring;power system simulation;sleep;smart power grids","internet-of-things;healthcare professionals;load sensors;sleeping posture recognition algorithms;ABS-BedIoT simulator;bed sensors;offline big data techniques;smart beds;Big data analytics;remotely monitor patients;agent-based simulation framework","","","","","","","","","IEEE","IEEE Journals & Magazines"
