"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Software defined healthcare networks","L. Hu; M. Qiu; J. Song; M. S. Hossain; A. Ghoneim","Huazhong University of Science and Technology; Pace University and Columbia University; Huazhong University of Science and Technology; King Saud University; Menoulia University; King Saud University","IEEE Wireless Communications","","2015","22","6","67","75","","","","10.1109/MWC.2015.7368826","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7368826","","Robot sensing systems;Data collection;Wireless sensor networks;Intelligent sensors;Software defined radio;Logic gates","","","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Opportunities and challenges of the Internet of Things for healthcare: Systems engineering perspective","F. Fernandez; G. C. Pallis","Department TFB-ATSI FI-ETSIINF, Polytechical University of Madrid (UPM), Campus de Montegancedo, 28660 Madrid, Spain; T4i Engineering Ltd, 40 Gracechurch Str. EC3V 0BT, London, United Kingdom","2014 4th International Conference on Wireless Mobile Communication and Healthcare - Transforming Healthcare Through Innovations in Mobile and Wireless Technologies (MOBIHEALTH)","","2014","","","263","266","","","","10.1109/MOBIHEALTH.2014.7015961","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7015961","Internet of Things (IoT);systems engineering;healthcare;eHealth;mHealth;medical body area networks;big data analytics;cloud computing","Medical services;Biomedical monitoring;Monitoring;Ecosystems;Wireless communication;Systems engineering and theory;Sensors","Big Data;biomedical equipment;cloud computing;data acquisition;data analysis;data privacy;electronic data interchange;health care;information retrieval;information storage;Internet of Things;medical information systems;real-time systems;systems engineering;telemedicine","healthcare IoT opportunities;healthcare IoT challenge;healthcare Internet of Things;systems engineering;real time medical information acquisition;real time medical information analysis;real time medical information communication;open cloud;private cloud;hybrid cloud;big data stream collection;big data stream storage;big data stream analysis;context dependent alarm activation;innovative data acquisition paradigm;continuous medical data access;ubiquitous medical data access;health application ecosystem;hardware requirement;software support requirement;multidisciplinary development area;vertical market;horizontal market;stakeholder collaboration;enduser;application domain expert;hardware designer;software developer;market specialist;road mapping strategist;visionary collaboration;healthcare ecosystem;complex decision space;general IoT space examination","","","","","","","","","IEEE","IEEE Conferences"
"Proposing secure and lightweight authentication scheme for IoT based E-health applications","M. Almulhim; N. Zaman","College of Computer Sciences and IT, King Faisal University, Saudi Arabia; College of Computer Sciences and IT, King Faisal University, Saudi Arabia","2018 20th International Conference on Advanced Communication Technology (ICACT)","","2018","","","1","1","","","","10.23919/ICACT.2018.8323801","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8323801","Secure;Authentication;Light weight;ECC;IoT","","","","","","","","","","","","IEEE","IEEE Conferences"
"Adaptive and Fault-tolerant Data Processing in Healthcare IoT Based on Fog Computing","K. Wang; Y. Shao; L. Xie; J. Wu; S. Guo","Computer, Nanjing University of Post and Telecommunications, Nanjing, Jiangsu China (e-mail: kwang@njupt.edu.cn); Computer, University of Southern California, LA, California United States (e-mail: yunshao@usc.edu); State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, Jiangsu China 210023 (e-mail: lxie@nju.edu.cn); Computer & Information Science, Temple University, Philadelphia, Pennsylvania United States (e-mail: jiewu@temple.edu); Department of Computing, The Hong Kong Polytechnic University, Hong Kong, Hong Kong China (e-mail: song.guo@polyu.edu.hk)","IEEE Transactions on Network Science and Engineering","","2018","PP","99","1","1","","","","10.1109/TNSE.2018.2859307","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8418810","Healthcare IoT;Fog Computing;Reduced Variable Neighborhood Search (RVNS);Data Load Reduction;Transmission Reliability","Medical services;Edge computing;Fault tolerance;Fault tolerant systems;Data processing;Data communication","","","","","","","","","","","IEEE","IEEE Early Access Articles"
"Healthcare data classification — Cloud-based architecture concept","M. Miškuf; I. Zolotová; J. Mocnej","Department of Cybernetics and Artificial Intelligence, Technical University of Kosice, Kosice, Slovakia; Department of Cybernetics and Artificial Intelligence, Technical University of Kosice, Kosice, Slovakia; Department of Cybernetics and Artificial Intelligence, Technical University of Kosice, Kosice, Slovakia","2018 Cybernetics & Informatics (K&I)","","2018","","","1","6","","","","10.1109/CYBERI.2018.8337557","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8337557","Healthcare IoT;Data Mining;Azure ML;R Shiny","Hospitals;Diseases;Arteries;Databases;Cloud computing;Artificial intelligence","computer aided instruction;control engineering computing;control system synthesis;Internet;nonlinear control systems;production engineering computing;virtual reality","Internet;PI control;production engineering computing;nonlinear control systems;computer aided instruction;control engineering computing;control system synthesis;controller design;virtual reality","","","","","","","","","IEEE","IEEE Conferences"
"PHINet: A Plug-n-Play Content-centric Testbed Framework for Health-Internet of Things","C. Seales; T. Do; E. Belyi; S. Kumar","NA; NA; NA; NA","2015 IEEE International Conference on Mobile Services","","2015","","","368","375","","","","10.1109/MobServ.2015.57","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7226713","Named Data Networking (NDN);Internet of Things (IoT);Wireless Body Area Network (WBAN);Cloud;health services;testbed;Health-IoT case studies","Computer architecture;Internet;Servers;Sensors;IP networks;Body area networks;Wireless communication","health care;Internet of Things;program testing;software architecture","PHINet;plug-n-play content centric testbed framework;Health-Internet of Things;Health-IoT;named data networking;health service;system architecture","","","","","","","","","IEEE","IEEE Conferences"
"Highly efficient and accurate seizure prediction on constrained IoT devices","F. Samie; S. Paul; L. Bauer; J. Henkel","Chair for Embedded Systems, Karlsruhe Institute of Technology, Karlsruhe, Germany; Chair for Embedded Systems, Karlsruhe Institute of Technology, Karlsruhe, Germany; Chair for Embedded Systems, Karlsruhe Institute of Technology, Karlsruhe, Germany; Chair for Embedded Systems, Karlsruhe Institute of Technology, Karlsruhe, Germany","2018 Design, Automation & Test in Europe Conference & Exhibition (DATE)","","2018","","","955","960","","","","10.23919/DATE.2018.8342147","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8342147","Epileptic Seizure Prediction;EEG;Healthcare;IoT;Embedded Systems;Constrained Devices","Electroencephalography;Prediction algorithms;Support vector machines;Brain modeling;Memory management;Feature extraction","electroencephalography;Internet of Things;medical disorders;medical signal processing;neurophysiology","low-power MSP432 device;epileptic seizure prediction;portable IoT devices;internal memory requirement;EEG channels;EEG data","","","","","","","","","IEEE","IEEE Conferences"
"Design and Implementation of Nursing Record Assist System based on Hospital Falls and Pressure Ulcer Monitoring Method","Y. Jeon; J. Lee; T. Kim; Y. Baek","Department of Electrical and Computer Engineering, Pusan National University, Pusan, Korea; Department of Electrical and Computer Engineering, Pusan National University, Pusan, Korea; Department of Electrical and Computer Engineering, Pusan National University, Pusan, Korea; Department of Electrical and Computer Engineering, Pusan National University, Pusan, Korea","2018 3rd International Conference on Smart and Sustainable Technologies (SpliTech)","","2018","","","1","6","","","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8448319","Healthcare;IoT;Sensor signal processing;HAR","Acceleration;Legged locomotion;Hospitals;Angular velocity;Cameras;Servers","","","","","","","","","","","IEEE","IEEE Conferences"
"Lightweight Break-Glass Access Control System for Healthcare Internet-of-Things","Y. Yang; X. Liu; R. H. Deng","College of Mathematics and Computer Science, Fuzhou University, Fuzhou, China; College of Mathematics and Computer Science, Fuzhou University, Fuzhou, China; School of Information Systems, Singapore Management University, Singapore","IEEE Transactions on Industrial Informatics","","2018","14","8","3610","3617","","","","10.1109/TII.2017.2751640","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8036213","Access control;break-glass;healthcare system;lightweight;secure Internet-of-Things (IoT)","Access control;Medical services;Cryptography;Biomedical imaging;Informatics;Hip;Cloud computing","authorisation;cryptography;data privacy;health care;Internet of Things;medical information systems;patient care","medical file;timely access;emergency medical care;healthcare IoT network;lightweight break-glass access control system;patient care;medical devices;healthcare IoT measure patients;healthcare workers;unauthorized access;patient files;emergency situations;medical worker;access policy;emergent situations;break-glass access mechanism;healthcare Internet-of-Things","","","","","","","","","IEEE","IEEE Journals & Magazines"
"MDi: Acquisition, analysis and data visualization system in healthcare","F. A. Bellini; J. G. Gutierrez-Zorrilla; L. E. Anza; E. D. Ferreira; L. G. Deneault; G. Vanerio","Departamento de Ingeniería Eléctrica, Universidad Católica del Uruguay, Montevideo 11600, Uruguay; Departamento de Ingeniería Eléctrica, Universidad Católica del Uruguay, Montevideo 11600, Uruguay; Departamento de Ingeniería Eléctrica, Universidad Católica del Uruguay, Montevideo 11600, Uruguay; Departamento de Ingeniería Eléctrica, Universidad Católica del Uruguay, Montevideo 11600, Uruguay; Departamento de Ingeniería Eléctrica, Universidad Católica del Uruguay, Montevideo 11600, Uruguay; British Hospital, Montevideo 11600, Uruguay","2017 IEEE URUCON","","2017","","","1","4","","","","10.1109/URUCON.2017.8171879","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8171879","medical device interconnectivity;healthcare;bioengineering;patient monitoring systems;sensors;alarms;Tilt Table Test","Biomedical monitoring;Sensors;Hospitals;Patient monitoring;Microprocessors","data acquisition;data visualisation;health care;medical computing;medical information systems;patient monitoring;physiology;telemedicine;wireless sensor networks","MDi;healthcare;IoT solution;communications ports;specialized sensors;trends;communications platform;remote data visualization;physiological data acquisition;patient monitoring system;legacy medical device sources;time-series data acquisition;anomalies;physiological data visualization;Tilt Table Testing;British Hospital;Montevideo;Uruguay;South America","","","","","","","","","IEEE","IEEE Conferences"
"Trust-based decision making for environmental health community of interest IoT systems","H. Al-Hamadi; I. Chen","Department of Computer Science, Kuwait University; Department of Computer Science, Virginia Tech","2016 IEEE 12th International Conference on Wireless and Mobile Computing, Networking and Communications (WiMob)","","2016","","","1","6","","","","10.1109/WiMOB.2016.7763201","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7763201","Internet of things;community of interest;trust management;risk;health decisions;health IoT","","biomedical communication;decision making;Internet of Things;mobile handsets;telecommunication security","trust-based decision making;environmental health community;interest IoT systems;Internet of Things;community of interest;mobile device;risk classification","","","","","","","","","IEEE","IEEE Conferences"
"CC-fog: Toward content-centric fog networks for E-health","D. Guibert; J. Wu; S. He; M. Wang; J. Li","School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China; School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China; School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China; School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China; School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai, China","2017 IEEE 19th International Conference on e-Health Networking, Applications and Services (Healthcom)","","2017","","","1","5","","","","10.1109/HealthCom.2017.8210830","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8210830","FOG computing;CCN;E-health;IoT","Edge computing;Delays;Sensors;Protocols;Computer architecture;Routing","biomedical communication;cloud computing;health care;Internet of Things","E-health fog computing systems;delay performances;autonomous networks;content distribution;CCN;Content-Centric Network approach;E-Health systems;end-to-user services;local storage opportunities;IoT environment;fog computing paradigm;emergency context;privacy matters;safe local storage spaces;life-dependency situations;IoT solutions;content-centric fog networks","","","","","","","","","IEEE","IEEE Conferences"
"IEEE 11073 and connected health: Preparing personal health devices for the Internet","A. F. Martins; D. F. S. Santos; A. Perkusich; H. O. Almeida","Federal University of Campina Grande, Brazil; Federal University of Campina Grande, Brazil; Federal University of Campina Grande, Brazil; Federal University of Campina Grande, Brazil","2014 IEEE International Conference on Consumer Electronics (ICCE)","","2014","","","274","275","","","","10.1109/ICCE.2014.6776001","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6776001","","Internet;Medical services;Protocols;Standards;IP networks;Computer architecture;Sensors","biomedical communication;health care;Internet;Internet of Things;transport protocols","personal health devices;Internet of Things paradigm;healthcare;connected health vision;health information;IoT paradigm;interoperable health IoT architecture;TCP;IEEE 11073 transport method;CoAP protocol;PHDs","","","","","","","","","IEEE","IEEE Conferences"
"Design and implementation of interoperable IoT healthcare system based on international standards","S. Ge; S. Chun; H. Kim; J. Park","School of Electronics Engineering, Kyungpook National University, Daegu, South Korea; School of Electronics Engineering, Kyungpook National University, Daegu, South Korea; School of Electronics Engineering, Kyungpook National University, Daegu, South Korea; School of Electronics Engineering, Kyungpook National University, Daegu, South Korea","2016 13th IEEE Annual Consumer Communications & Networking Conference (CCNC)","","2016","","","119","124","","","","10.1109/CCNC.2016.7444743","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7444743","Healthcare;IoT;CoAP;IEEE 11073","Medical services;Servers;ISO Standards;IEEE Standards;Protocols;Internet","access protocols;computational linguistics;health care;IEEE standards;Internet of Things;ISO standards;open systems;performance evaluation","interoperable IoT healthcare system;international standards;syntax usage;data loss rate;performance evaluation;CoAP standards;constrained application protocol;ISO-IEEE 11073 PHD;personal healthcare device;device information;patient-related interoperability;patient-related management;IoT healthcare service;constrained network performance;IoT devices;Internet of Things environment","","","","","","","","","IEEE","IEEE Conferences"
"Extensible Disease Diagnosis Cloud Platform with Medical Sensors and IoT Devices","H. J. La; H. T. Jung; S. D. Kim","NA; NA; NA","2015 3rd International Conference on Future Internet of Things and Cloud","","2015","","","371","378","","","","10.1109/FiCloud.2015.65","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7300841","Ontology;Personal Healthcare;Internet of Things;Diagnosis Rule;Disease Diagnosis;Cloud Platform","Ontologies;Diseases;Medical diagnostic imaging;Medical diagnosis;Context;Sensors","biosensors;cloud computing;diseases;health care;Internet of Things","extensible disease diagnosis cloud platform;medical sensors;IoT devices;Internet of Things devices;personal health conditions;in-progress disease analysis;measurement repository;medical expertise;machine-readable forms;disease methods;semantic-based approach;cloud computing;personal medical diagnosis;personal healthcare IoT applications","","","","","","","","","IEEE","IEEE Conferences"
"IoT enabled proactive indoor air quality monitoring system for sustainable health management","M. F. M. Firdhous; B. H. Sudantha; P. M. Karunaratne","Dept. of Information Technology, University of Moratuwa, Sri Lanka; Dept. of Information Technology, University of Moratuwa, Sri Lanka; Dept. of Interdisciplinary Studies, University of Moratuwa, Sri Lanka","2017 2nd International Conference on Computing and Communications Technologies (ICCCT)","","2017","","","216","221","","","","10.1109/ICCCT2.2017.7972281","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7972281","Internet of Things;indoor air quality;photocopier;ozone;primary pollutants;secondary pollutants","Air pollution;Gases;Monitoring;Standards organizations;Organizations","air pollution;air quality;atmospheric composition;atmospheric techniques;geophysics computing;health and safety;indoor environment;ozone","proactive indoor air quality monitoring system;sustainable health management;external air pollution;outdoor air quality;indoor environments;external environments;human health;IoT enabled proactive indoor air quality monitoring system;ozone concentrations;photocopy machine;semiconductor sensor;high volume photocopier;IoT device;blue tooth connection;gateway node;WiFi local area network;standard calibration methods;air pollution monitoring","","","","","","","","","IEEE","IEEE Conferences"
"Privacy in the Internet of Things for Smart Healthcare","D. He; R. Ye; S. Chan; M. Guizani; Y. Xu","NA; NA; NA; NA; NA","IEEE Communications Magazine","","2018","56","4","38","44","","","","10.1109/MCOM.2018.1700809","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8337893","","Privacy;Medical services;Biomedical monitoring;Intelligent sensors;Biosensors;Wearable sensors;Smart devices;Smart healthcare","biosensors;data privacy;health care;Internet of Things;security of data","wearable biosensors;wireless communication technologies;smart healthcare systems;password guessing attack;IoT devices;health data privacy;security threats;internet of things;patient monitoring;password strength evaluation method","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Architecture for IOT based geriatric care fall detection and prevention","E. S. Kumar; P. Sachin; B. P. Vignesh; M. R. Ahmed","School of Electronics and Communication Engineering, REVA University, Yelahanka, Bengaluru, India 560064; School of Electronics and Communication Engineering, REVA University, Yelahanka, Bengaluru, India 560064; School of Electronics and Communication Engineering, REVA University, Yelahanka, Bengaluru, India 560064; School of Electronics and Communication Engineering, REVA University, Yelahanka, Bengaluru, India 560064","2017 International Conference on Intelligent Computing and Control Systems (ICICCS)","","2017","","","1099","1104","","","","10.1109/ICCONS.2017.8250636","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8250636","Aging;Elderly care;Geriatric;IOT architecture","Senior citizens;Statistics;Geriatrics;Robot sensing systems;Monitoring","diseases;geriatrics;Internet of Things;medical computing;patient care","senior citizens;chronic disease;movement-related problems;unified general architecture;ICT based solutions;public health;IOT based geriatric care fall detection;IOT based geriatric care fall prevention;Geriatric care","","","","","","","","","IEEE","IEEE Conferences"
"Intelligent medicine box for medication management using IoT","M. Srinivas; P. Durgaprasadarao; V. N. P. Raj","Department of E & I V R Siddhartha Engineering College Vijayawada, AP, India; Department of E & I V R Siddhartha Engineering College Vijayawada, AP, India; Department of E & I V R Siddhartha Engineering College Vijayawada, AP, India","2018 2nd International Conference on Inventive Systems and Control (ICISC)","","2018","","","32","34","","","","10.1109/ICISC.2018.8399097","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399097","Magnetic reed switches;Arduino Microcontroller;ESP8266 WiFi module","Smart phones;Monitoring;Sensors;Cloud computing;Hospitals;Medical diagnostic imaging","health care;hospitals;Internet of Things;medicine;sensors;smart phones","intelligent medicine box;medication management;routine medical checks;health care services;modern healthcare IoT platform;health monitoring;intelligent home based medicine box;Android application","","","","","","","","","IEEE","IEEE Conferences"
"A Personal Healthcare IoT System model using Raspberry Pi 3","S. Yattinahalli; R. M. Savithramma","Department of Computer Science, Siddaganga Institute of Technology, Tumkur, India; Department of Computer Science, Siddaganga Institute of Technology, Tumkur, India","2018 Second International Conference on Inventive Communication and Computational Technologies (ICICCT)","","2018","","","569","573","","","","10.1109/ICICCT.2018.8473184","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8473184","Internet of things (IoT);trust based decision making protocol;trust;Cloud Computing;Raspberry Pi 3","Hospitals;Cloud computing;Sensors;Internet of Things;Computational modeling;Security","cloud computing;health care;Internet of Things;medical information systems;trusted computing","IoT devices;Health IoT systems;Raspberry Pi 3;personal Healthcare IoT system model;communication network;Cloud Computing;security issues;information and communication technologies;Trusted computing","","","","","","","","","IEEE","IEEE Conferences"
"Risk-driven security metrics development for an e-health IoT application","R. M. Savola; P. Savolainen; A. Evesti; H. Abie; M. Sihvonen","VTT Technical Research Centre of Finland, Oulu, Finland; VTT Technical Research Centre of Finland, Oulu, Finland; VTT Technical Research Centre of Finland, Oulu, Finland; Norwegian Computing Center, Oslo, Norway; MPY Palvelut Oyj, Helsinki, Finland","2015 Information Security for South Africa (ISSA)","","2015","","","1","6","","","","10.1109/ISSA.2015.7335061","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7335061","Android;security metrics;risk analysis;security effectiveness","Artificial intelligence","data privacy;decision making;diseases;geriatrics;health care;Internet of Things;risk management;security of data","risk-driven security metrics development;e-health IoT application;privacy;e-health Internet-of-Things applications;elderly person day-to-day support;chronic disease self-care;security objective decomposition;security controls;risk-driven security decision-making","","","","","","","","","IEEE","IEEE Conferences"
"On the cybersecurity of m-Health IoT systems with LED bitslice implementation","A. Eldosouky; W. Saad","Wireless@VT, Bradley Department of Electrical and Computer Engineering, Virginia Tech, Blacksburg, VA, USA; Wireless@VT, Bradley Department of Electrical and Computer Engineering, Virginia Tech, Blacksburg, VA, USA","2018 IEEE International Conference on Consumer Electronics (ICCE)","","2018","","","1","6","","","","10.1109/ICCE.2018.8326298","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8326298","","Encryption;Logic gates;Light emitting diodes;Performance evaluation;Internet","cryptography;health care;Internet of Things;mobile computing","Internet of Things;security threats;cybersecurity;m-Health IoT security;novel security framework;healthcare services;emergency cases;m-Health services;networked services;LED bitslice implementation;m-Health IoT systems;conventional implementation;LED bitsliced implementation;bitslicing;practical implementation;cryptographic keys;m-Health system;MTD","","","","","","","","","IEEE","IEEE Conferences"
"Blockchain technology innovations","T. Ahram; A. Sargolzaei; S. Sargolzaei; J. Daniels; B. Amaba","Institute for Advanced Systems Engineering, University of Central Florida, Orlando, USA; Department of Electrical Engineering, Florida Polytechnic University, Lakeland, USA; Rancs Group LLC, Wilmington, DE, USA; Lockheed Martin, Dallas, TX, USA; IBM Corporation, Miami, FL, USA","2017 IEEE Technology & Engineering Management Conference (TEMSCON)","","2017","","","137","141","","","","10.1109/TEMSCON.2017.7998367","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7998367","Blockchain;Business;Cloud computing;Cloud services;Control Systems;Cybersecurity;DevOps;Finance;Government;Healthcare;IoT;Industry 4.0.","Bitcoin;Medical services;Standards;Cloud computing;Ethics","cloud computing;cryptography;electronic money;health care;Internet of Things;mobile computing;social networking (online)","blockchain technology innovations;digital world;social media usage;mobile usage;IoT usage;Internet of Things;cloud technology mobile;Bitcoin;crypto currency;cybercrime;trusted contract;robust cyber security features;Healthchain;healthcare industry application;IBM Blockchain initiative","","","","","","","","","IEEE","IEEE Conferences"
"Context-Based Security and Privacy for Healthcare IoT","V. Alagar; A. Alsaig; O. Ormandjiva; K. Wan","NA; NA; NA; NA","2018 IEEE International Conference on Smart Internet of Things (SmartIoT)","","2018","","","122","128","","","","10.1109/SmartIoT.2018.00-14","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8465537","Healthcare IoT;Security;Privacy;Context;Access Controls","Medical services;Privacy;Sensors;Access control;Data privacy;Actuators","authorisation;Big Data;data privacy;health care;Internet of Things;medical information systems","healthcare IoT;HIoT;healthcare industry;medical devices;physicians;real-time monitoring;information collection;patient-centric information;health status;healthcare knowledge;healthcare innovation;timely treatment;context-sensitive role-based access control scheme;data privacy;healthcare Internet of things;large scale connectivity;clinical staff;information sharing;context-based security;context-based privacy;nursing staff;Big data;regulatory compliance","","","","","","","","","IEEE","IEEE Conferences"
"Attribute-Based Credentials for Privacy-Aware Smart Health Services in IoT-Based Smart Cities","J. Maria de Fuentes; L. Gonzalez-Manzano; A. Solanas; F. Veseli","Universidad Carlos III de Madrid; Universidad Carlos III de Madrid; Universitat Rovira i Virgili; Capgemini Deutschland GmbH, Frankfurt am Main","Computer","","2018","51","7","44","53","","","","10.1109/MC.2018.3011042","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8423127","Smart health;IoT;Internet of Things;Privacy;Attribute-Based Credentials;Cybertrust in the IoT Age;Internet/Web technologies;mobile;smart cities","Privacy;Smart cities;Computer security;Data privacy;Internet of Things","data privacy;health care;Internet;Internet of Things;public administration;smart cities","credentials;privacy-aware smart health services;private services;s-health privacy issues;privacy-aware IoT-based smart cities;smart city-based IoT devices","","","","","","","","","IEEE","IEEE Journals & Magazines"
"A Secure and Privacy-Preserving Solution for IoT over NDN Applied to E-health","R. Boussada; B. Hamdaney; M. E. Elhdhili; S. Argoubi; L. A. Saidane","CRISTAL Laboratory, ENSI, University of Manouba, Tunisia; Digital Security Research Unit, Higher School of Communication of Tunis (SupCom), Tunisia; CRISTAL Laboratory, ENSI, University of Manouba, Tunisia; CRISTAL Laboratory, ENSI, University of Manouba, Tunisia; CRISTAL Laboratory, ENSI, University of Manouba, Tunisia","2018 14th International Wireless Communications & Mobile Computing Conference (IWCMC)","","2018","","","817","822","","","","10.1109/IWCMC.2018.8450374","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8450374","IoT;E-health;NDN;Privacy;Security","Privacy;Medical services;Data privacy;Encryption;Public key","","","","","","","","","","","IEEE","IEEE Conferences"
"Hybrid parallel partial model for robust &amp; secure authentication in healthcare IoT environments","S. Dahiya; M. Bohra","School of Computing and Information Technology, Manipal University Jaipur (MUJ), Jaipur, India; School of Computing and Information Technology, Manipal University Jaipur (MUJ), Jaipur, India","2017 4th IEEE Uttar Pradesh Section International Conference on Electrical, Computer and Electronics (UPCON)","","2017","","","239","243","","","","10.1109/UPCON.2017.8251054","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8251054","Advanced encryption standard (AES);Elliptic curve cryptography (ECC);Hybrid encryption;Quick response encryption","Encryption;Elliptic curve cryptography;Algorithm design and analysis;Authentication;Ciphers","authorisation;biomedical communication;health care;Internet of Things;public key cryptography;telecommunication security","Healthcare applications;authentication model;weak encryption method;complex encryption models;authentication delay;robust encryption model;quick encryption model;complex encryption model;hybrid parallel partial model;healthcare IoT environments;homogeneous network appliances;heterogeneous network appliances;Internet of things applications;Robust Authentication;Secure Authentication","","","","","","","","","IEEE","IEEE Conferences"
"Design and implementation of health monitoring system using ARM7","C. Sara; J. V. Priyadarsini","Department of ECE, Vignan's Lara Institute of Science and Technology, Vadlamudi, Guntur; Department of ECE, Vignan's Lara Institute of Science and Technology, Vadlamudi, Guntur","2016 International Conference on Communication and Electronics Systems (ICCES)","","2016","","","1","4","","","","10.1109/CESYS.2016.7889825","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7889825","ARM 7;GSM;GPS;Sensors;Zigbee;RFID Communication","Medical services;Monitoring;Biomedical monitoring;ZigBee;Biosensors;Temperature sensors","biomedical communication;cellular radio;diseases;Global Positioning System;Internet of Things;microprocessor chips;patient monitoring;real-time systems","health monitoring system;ARM7;global ageing;chronic diseases;patient physical status;medication monitoring;real time monitoring;vital signs;patient condition monitoring;iMed box;iMed pack;ihome health-IOT system;Bio-patch;Internet of Things;GPS;GSM","","","","","","","","","IEEE","IEEE Conferences"
"IoT Healthcare Analytics: The Importance of Anomaly Detection","A. Ukil; S. Bandyoapdhyay; C. Puri; A. Pal","NA; NA; NA; NA","2016 IEEE 30th International Conference on Advanced Information Networking and Applications (AINA)","","2016","","","994","997","","","","10.1109/AINA.2016.158","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7474197","anomaly detection;m-health;IoT;heart monitoring;analytics","Sensors;Data mining;Diseases;Medical diagnostic imaging;Conferences","cardiology;data analysis;diseases;health care;Internet of Things;mobile computing;security of data;smart phones","IoT healthcare analytics;anomaly detection;healthcare data analysis;IoT revolution;health care management;cardiac disease prevention;anomalous events;false negative alarms;low false negative alarms;high noise condition;smartphone","","","","","","","","","IEEE","IEEE Conferences"
