"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Recent advances in electromagnetic energy harvesting and Wireless Power Transfer for IoT and SHM applications","A. Takacs; A. Okba; H. Aubert; S. Charlot; P. Calmon","LAAS-CNRS, Universit&#x00E9; de Toulouse, INSA, UPS, France; LAAS-CNRS, Universit&#x00E9; de Toulouse, INSA, UPS, France; LAAS-CNRS, Universit&#x00E9; de Toulouse, INSA, UPS, France; LAAS-CNRS, Universit&#x00E9; de Toulouse, INSA, UPS, France; LAAS-CNRS, Universit&#x00E9; de Toulouse, INSA, UPS, France","2017 IEEE International Workshop of Electronics, Control, Measurement, Signals and their Application to Mechatronics (ECMSM)","","2017","","","1","4","","","","10.1109/ECMSM.2017.7945868","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7945868","energy harvesting;rectennas;space application","Rectennas;Rectifiers;Satellites;Dipole antennas;Satellite broadcasting;Radio frequency;Schottky diodes","condition monitoring;energy harvesting;Internet of Things;microwave power transmission;rectennas;satellite antennas;structural engineering;wireless sensor networks","electromagnetic energy harvesting;wireless power transfer;IoT application;SHM application;LAAS-CNRS Toulouse;multiband RF-microwave energy harvesting devices;autonomous wireless sensors;rectenna topology;structural health monitoring;satellite antenna panels;Internet of Things","","","","","","","","","IEEE","IEEE Conferences"
"Geo tagged internet of things (iot) device for radiation monitoring","M. Muniraj; A. R. Qureshi; D. Vijayakumar; A. R. Viswanathan; N. Bharathi","Department of Electronics and Communication Engineering, SRM University, Kattankulathur, India; Department of Electronics and Communication Engineering, SRM University, Kattankulathur, India; Department of Electronics and Communication Engineering, SRM University, Kattankulathur, India; Department of Electronics and Communication Engineering, SRM University, Kattankulathur, India; Department of Electronics and Instrumentation Engineering, KCG College of Technology, Tamil Nadu, India","2017 International Conference on Advances in Computing, Communications and Informatics (ICACCI)","","2017","","","431","436","","","","10.1109/ICACCI.2017.8125878","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8125878","Internet of Things;GM counter;GPS module Radiation Measurements;Remote monitoring","Radiation detectors;Electron tubes;Ionizing radiation;Isotopes;Radiation monitoring;Biomedical monitoring","computerised monitoring;data acquisition;Global Positioning System;Internet of Things;local area networks;radiation monitoring","onizing radiation;geo tagged Internet of Things device;geo tagged IoT device;NodeMCU;GPS module;Web server;radiation values;radiation sources;radiation IoT platform;detected measured radiation;GM counter;radiation sensor;radiation levels;radiation exposure;radiation monitoring","","","","","","","","","IEEE","IEEE Conferences"
"A pragmatic approach to solving IoT interoperability and security problems in an eHealth context","R. Giaffreda; L. Capra; F. Antonelli","Open IoT Research CREATE-NET Trento, Italy; Open IoT Research CREATE-NET Trento, Italy; Open IoT Research CREATE-NET Trento, Italy","2016 IEEE 3rd World Forum on Internet of Things (WF-IoT)","","2016","","","547","552","","","","10.1109/WF-IoT.2016.7845452","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7845452","IoT data broker;interoperability;privacy-aware access control;assisted living;eHealth","","groupware;handicapped aids;health care;hospitals;open systems;security of data","pragmatic approach;solving IoT interoperability;security problems;eHealth context;innovation driven collaborative project;remote monitoring;elderly people;proper care homes;proper care hospitals;fine grained access control;data streams;Europe","","","","","","","","","IEEE","IEEE Conferences"
"Multimodal Neuroimaging Feature Learning With Multimodal Stacked Deep Polynomial Networks for Diagnosis of Alzheimer's Disease","J. Shi; X. Zheng; Y. Li; Q. Zhang; S. Ying","School of Communication and Information Engineering, Institute of Biomedical Engineering, Shanghai University, Shanghai, China; School of Communication and Information Engineering, Institute of Biomedical Engineering, Shanghai University, Shanghai, China; Shenzhen City Key Laboratory of Embedded System Design, Shenzhen Laboratory of IC Design for Internet of Things, College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China; School of Communication and Information Engineering, Institute of Biomedical Engineering, Shanghai University, Shanghai, China; Department of Mathematics, School of Science, Shanghai University, Shanghai, China","IEEE Journal of Biomedical and Health Informatics","","2018","22","1","173","183","","","","10.1109/JBHI.2017.2655720","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7827160","Alzheimer's disease;deep learning;deep polynomial networks;multimodal stacked deep polynomial networks;multimodal neuroimaging","Neuroimaging;Feature extraction;Classification algorithms;Magnetic resonance imaging;Prediction algorithms;Diseases;Positron emission tomography","biomedical MRI;cognition;diseases;image classification;learning (artificial intelligence);medical image processing;neurophysiology;polynomials;positron emission tomography","feature learning;multimodal stacked deep polynomial networks;Alzheimer disease diagnosis;mild cognitive impairment;multimodal neuroimaging data;magnetic resonance imaging;positron emission tomography;AD diagnosis;deep polynomial networks;deep learning algorithm;multimodal stacked DPN algorithm;MM-SDPN algorithm;feature representation;to fed high-level features;MRI;PET;ADNI dataset;binary classification;multiclass classification;state-of-the-art multimodal feature-learning-based algorithm","","","","","","","","","IEEE","IEEE Journals & Magazines"
"A Fog-Based Healthcare Framework for Chikungunya","S. K. Sood; I. Mahajan","Department of Computer Science and Engineering, Guru Nanak Dev University Regional Campus, Gurdaspur, India; Department of Computer Science and Engineering, Guru Nanak Dev University Regional Campus, Gurdaspur, India","IEEE Internet of Things Journal","","2018","5","2","794","801","","","","10.1109/JIOT.2017.2768407","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8090542","Chikungunya;cloud computing (CC);decision tree;fog computing (FOC);temporal network analysis (TNA)","Cloud computing;Sensors;Real-time systems;Monitoring;Pain;Decision trees","cloud computing;decision trees;diseases;graph theory;health care;mobile computing;patient monitoring;pattern classification","healthcare framework;Aedes agypti;healthcare services;fog-cloud technology;fog assisted healthcare system;decision tree;real-time healthcare data;Chikungunya virus infection;Chikungunya virus outbreak;fog assisted cloud-based healthcare system","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Adoption of Internet of Medical Things (IoMT) as an opportunity for improving public health in Latin America","M. Luna-delRisco; M. G. Palacio; C. A. A. Orozco; S. V. Moncada; L. G. Palacio; J. J. Q. Montealegre; I. Diaz-Forero","Energy Engineering Department University of Medellin, Medellín, Colombia; Telecommunications Engineering Department, Medellín, Colombia; Energy Engineering Department University of Medellin, Medellín, Colombia; Energy Engineering Department University of Medellin, Medellín, Colombia; Computer Science Engineering Department, Medellín, Colombia; Telecommunications Engineering Department, Medellín, Colombia; Center for Design and Manufacture of Leather, BIOMATIC Research Group Servicio Nacional de Aprendizaje - SENA, Medellín, Colombia","2018 13th Iberian Conference on Information Systems and Technologies (CISTI)","","2018","","","1","5","","","","10.23919/CISTI.2018.8399181","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399181","healthcare;wearable;IoMT;Latin-America;adoption;barriers;challenges","Biomedical monitoring;Monitoring;Government;Security;Public healthcare;Real-time systems","data privacy;health care;Internet;Internet of Things;mobile computing","Latin America;geographical coverage;physical health stands;Latin American healthcare systems;Latin American governments;wearable technology adoption;healthcare wearable technology challenges;Internet of Medical Things;IoMT;healthcare wearable technology","","","","","","","","","IEEE","IEEE Conferences"
"Enabling pervasive healthcare with privacy preservation in smart community","X. Liang; X. Li; R. Lu; X. Lin; X. Shen","Department of Electrical and Computer Engineering, University of Waterloo, Canada; INRIA Lille - Nord Europe, France; Department of Electrical and Computer Engineering, University of Waterloo, Canada; Faculty of Business and Information Technology, University of Ontario Institute of Technology, Canada; Department of Electrical and Computer Engineering, University of Waterloo, Canada","2012 IEEE International Conference on Communications (ICC)","","2012","","","3451","3455","","","","10.1109/ICC.2012.6363888","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6363888","Remote healthcare monitoring;smart community;privacy preservation","Smart homes;Privacy;Receivers;Communities;Medical services;Data privacy;Data communication","biomedical communication;computerised monitoring;data communication;data privacy;health care;home automation;Internet;patient monitoring;ubiquitous computing","pervasive healthcare;privacy preservation;smart community;Internet of things;automated service;multihop community network;smart homes;local residential region;data communication;online healthcare provider;remote healthcare monitoring;identity authentication;patient-to-vendor communication;receiver chain;vendor-to-patient communication;location privacy","","","","","","","","","IEEE","IEEE Conferences"
"Smart space deployment in wireless and mobile settings of the Internet of Things","D. G. Korzun; I. V. Galov; A. A. Lomov","Petrozavodsk State University (PetrSU), Petrozavodsk, Russia; Petrozavodsk State University (PetrSU), Petrozavodsk, Russia; Petrozavodsk State University (PetrSU), Petrozavodsk, Russia","2016 3rd International Symposium on Wireless Systems within the Conferences on Intelligent Data Acquisition and Advanced Computing Systems (IDAACS-SWS)","","2016","","","86","91","","","","10.1109/IDAACS-SWS.2016.7805793","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7805793","","","Internet of Things;mobile computing","deployment options;application domains;m-health;mobile healthcare;e-tourism;electronic tourism;collaborative work;augmented software deployment;hosting computing environment;SIB deployment options;knowledge base;information hub;SIB;semantic information broker;mobile participation;wireless communication;IoT environments;digital devices;networked computing environment;Internet of Things;wireless settings;mobile settings;smart space deployment","","","","","","","","","IEEE","IEEE Conferences"
"Comparison of parametric and non-parametric statistical features for Z-Wave fingerprinting","H. J. Patel; B. W. Ramsey","Cyber Integration and Transition Branch, Air Force Research Laboratory, Rome, NY, 13441, United States of America; Department of Electrical and Computer Engineering, Air Force Institute of Technology, Dayton, OH, 45433, United States of America","MILCOM 2015 - 2015 IEEE Military Communications Conference","","2015","","","378","382","","","","10.1109/MILCOM.2015.7357472","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7357472","","Linear regression;Signal to noise ratio;Authentication;Training;Performance evaluation","Internet of Things;regression analysis;security of data","nonparametric statistical feature;Z-Wave fingerprinting;Internet connected devices;Internet of Things technologies;building control;smart energy;health care;equipment monitoring;device interoperability;RF-DNA fingerprinting method;physical layer attributes;variance;skewness;kurtosis;nonparametric features mean;median;mode;linear regression coefficient estimation;parametric statistical feature","","","","","","","","","IEEE","IEEE Conferences"
"SCCIR: Smart Cities Critical Infrastructure Response Framework","A. Attwood; M. Merabti; P. Fergus; O. Abuelmaatti","NA; NA; NA; NA","2011 Developments in E-systems Engineering","","2011","","","460","464","","","","10.1109/DeSE.2011.112","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6149976","Internet of Things;Smart Cities;Critical Infrastructure;Emergency Response","Cities and towns;Internet;Storage area networks;Decision making;Actuators;Real time systems;Cognition","critical infrastructures;emergency services","SCCIR;critical infrastructure protection;Smart City ecosystem;critical services;infrastructure failure;system adaptation;sensor area network;emergency response;fire extinguishing;information sharing;system failure;Smart Cities Critical Infrastructure response framework;response strategy;information flow;infrastructure state preservation system","","","","","","","","","IEEE","IEEE Conferences"
"An optimal routing scheme for critical healthcare HTH services — an IOT perspective","A. Sharma; R. Kumar","Department of Electronics and Communication, Jaypee University of Information Technology, Solan (H.P.), India; Department of Electronics and Communication, Jaypee University of Information Technology, Solan (H.P.), India","2017 Fourth International Conference on Image Information Processing (ICIIP)","","2017","","","1","5","","","","10.1109/ICIIP.2017.8313784","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8313784","routing;healthcare services;IOT;traffic management;road network;gridlocks;real-time HTH services","Conferences;Information processing","health care;Internet of Things;roads;telecommunication network routing","geographic road networks;optimal path;ambulance;optimal routing scheme;IOT perspective;real-time critical health services;real-time information;gridlock time;RTCHS algorithm","","","","","","","","","IEEE","IEEE Conferences"
"CHSEO: An Energy Optimization Approach for Communication in the Internet of Things","P. V. Krishna; M. S. Obaidat; D. Nagaraju; V. Saritha","NA; NA; NA; NA","GLOBECOM 2017 - 2017 IEEE Global Communications Conference","","2017","","","1","6","","","","10.1109/GLOCOM.2017.8255024","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8255024","","Energy dissipation;Energy consumption;Optimization;Clustering algorithms;Protocols;Relays;Base stations","energy conservation;Internet of Things;pattern clustering;telecommunication power management;wireless sensor networks","wireless sensor network algorithms;energy efficient mechanism;IoT communications;energy model;optimal cluster head;CHSEO algorithm;cyber world;energy consumption;Internet of Things;cluster head selection for energy optimization","","","","","","","","","IEEE","IEEE Conferences"
"Rigorous Analysis and Evaluation of Specific Absorption Rate (SAR) for Mobile Multimedia Healthcare","G. Ahmed; S. U. Islam; M. Shahid; A. Akhunzada; S. Jabbar; M. K. Khan; M. Riaz; K. Han","Department of Computer Science, COMSATS University, Islamabad, Pakistan; Department of Computer Science, COMSATS University, Islamabad, Pakistan; Department of Computer Science, COMSATS University, Islamabad, Pakistan; Department of Computer Science, COMSATS University, Islamabad, Pakistan; Department of Computer Science, National Textile University, Faisalabad, Pakistan; Center of Excellence in Information Assurance, King Saud University, Riyadh, Saudi Arabia; Department of Electronics and Electrical Systems, The University of Lahore, Islamabad Campus, Islamabad, Pakistan; Department of Computer Science and Engineering, Kyungpook National University, Daegu, South Korea","IEEE Access","","2018","6","","29602","29610","","","","10.1109/ACCESS.2018.2839909","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8362927","Wireless body area network (WBAN);specific absorption rate (SAR);mobile multimedia;Internet of Things (IoTs);smart healthcare","Multimedia communication;Medical services;Wireless communication;Safety;Body area networks;Antennas;Specific absorption rate","body area networks;health care;mobile radio;multimedia communication;patient monitoring","quality of life;dependency factors;mobile multimedia healthcare;WBAN strategies;SAR impact;specific absorption rate impact;human body;thermal dissipation;sensor devices;high data rate;extant health issues;remote health monitoring;life expectancy;health sector;wireless body area network","","","","","","","","","IEEE","IEEE Journals & Magazines"
"A Model-based Approach for Managing Criticality Requirements in e-Health IoT Systems","C. Kotronis; M. Nikolaidou; G. Dimitrakopoulos; D. Anagnostopoulos; A. Amira; F. Bensaali","Department of Informatics & Telematics, Harokopio University of Athens, Athens, GREECE; Department of Informatics & Telematics, Harokopio University of Athens, Athens, GREECE; Department of Informatics & Telematics, Harokopio University of Athens, Athens, GREECE; Department of Informatics & Telematics, Harokopio University of Athens, Athens, GREECE; College of Engineering, Qatar University, Doha, QATAR; College of Engineering, Qatar University, Doha, QATAR","2018 13th Annual Conference on System of Systems Engineering (SoSE)","","2018","","","60","67","","","","10.1109/SYSOSE.2018.8428764","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8428764","Internet of Things;Healthcare;Model-Driven Engineering;SysML;Remote Elderly Monitoring;Criticalities;Requirements","Medical services;Monitoring;Sensors;Senior citizens;Cloud computing;Unified modeling language;Databases","cloud computing;formal specification;formal verification;geriatrics;health care;Internet of Things;patient monitoring;SysML;systems analysis","mixed-criticality System-of-Systems;model-based design;Systems Modeling Language;Remote Elderly Monitoring System;IoT technologies;system design;SysML requirements;model-based approach;e-Health IoT Systems;Internet-based solutions;healthcare domain;modeling tools;model-driven methodology;healthcare practices;Internet of Things;cloud computing;criticality requirements management","","","","","","","","","IEEE","IEEE Conferences"
"My Smart Remote: A Smart Home Management Solution for Children","R. Madani; B. Alturki; S. Reiff-Marganiec; W. Alsafery","School of Education Faculty of Art Eucation, Umm Al-Qura University, Makkah, Saudi Arabia; Department of Informatics, University of Leicester, Leicester, United Kingdom; Department of Informatics, University of Leicester, Leicester, United Kingdom; Department of Informatics, University of Leicester, Leicester, United Kingdom","2018 1st International Conference on Computer Applications & Information Security (ICCAIS)","","2018","","","1","8","","","","10.1109/CAIS.2018.8442015","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8442015","Internet of Things (loT);smart city;smart home system;embedded computing;Cloud data mining;Fog Computing;Distributed Data Analytics","Pediatrics;Cloud computing;Smart homes;Data privacy;Security;TV;Medical services","","","","","","","","","","","IEEE","IEEE Conferences"
"Caring: An Undiscovered ""Super -ility"" of Smart Healthcare","N. Laplante; P. A. Laplante; J. Voas; J. Cleland-Huang","Widener University; Pennsylvania State University; US National Institute of Standards and Technology; DePaul University","IEEE Software","","2016","33","6","16","19","","","","10.1109/MS.2016.136","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7725236","smart healthcare systems;Internet of Things;requirements;-ilities;software engineering;software development;healthcare;caring;nursing","Medical services;Software engineering;Internet of things;Smart devices","data analysis;health care;Internet of Things","smart healthcare;smart technologies;Internet of Things;data analytics;patient care","","","","","","","","","IEEE","IEEE Journals & Magazines"
"FallCare+: An IoT surveillance system for fall detection","C. C. -. Hsu; M. Y. -. Wang; H. C. H. Shen; R. H. -. Chiang; C. H. P. Wen","Department of Electrical and Computer Engineering, National Chiao Tung University, Hsinchu Taiwan, R.O.C.; Department of Electrical and Computer Engineering, National Chiao Tung University, Hsinchu Taiwan, R.O.C.; Department of Electrical and Computer Engineering, National Chiao Tung University, Hsinchu Taiwan, R.O.C.; Department of Electrical and Computer Engineering, National Chiao Tung University, Hsinchu Taiwan, R.O.C.; Department of Electrical and Computer Engineering, National Chiao Tung University, Hsinchu Taiwan, R.O.C.","2017 International Conference on Applied System Innovation (ICASI)","","2017","","","921","922","","","","10.1109/ICASI.2017.7988590","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7988590","IoT;home care;fall detection","Streaming media;Machine learning;Cloud computing;Feature extraction;Edge computing;Systems architecture;Real-time systems","cloud computing;feature extraction;health care;Internet of Things;learning (artificial intelligence);mobile computing;video streaming","mobile devices;intelligent IoT systems;connected devices;computing resource utilization;cloud computing;fall detection;live video streaming;machine learning techniques;IoT components;homecare;medical services;FallCare+;IoT surveillance system","","","","","","","","","IEEE","IEEE Conferences"
"Predictive data mining for Converged Internet of Things: A Mobile Health perspective","J. Jin Kang; S. Adibi; H. Larkin; T. Luan","School of Information Technology, Deakin University, Burwood Australia; School of Information Technology, Deakin University, Burwood Australia; School of Information Technology, Deakin University, Burwood Australia; School of Information Technology, Deakin University, Burwood Australia","2015 International Telecommunication Networks and Applications Conference (ITNAC)","","2015","","","5","10","","","","10.1109/ATNAC.2015.7366781","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7366781","mHealth;IoT;mIoT;Cloud;big data;Inference;Life expectancy;Health status;data mining","Intelligent sensors;Big data;Sensor systems;Wireless communication;Temperature sensors;Medical services","biomedical communication;cloud computing;data mining;health care;inference mechanisms;Internet of Things;mobile radio","sensor nodes;data overload problem;personal health information;long-term health status prediction;short-term health status prediction;inference system;IoT networks;smart grids;smart factories;smart cities;smart highways;smart cars;smart homes;smart wearable devices;mHealth;mobile health perspective;converged Internet of Things;predictive data mining","","","","","","","","","IEEE","IEEE Conferences"
"Behavior Analysis through Multimodal Sensing for Care of Parkinson’s and Alzheimer’s Patients","F. Alvarez; M. Popa; V. Solachidis; G. Hernández-Peñaloza; A. Belmonte-Hernández; S. Asteriadis; N. Vretos; M. Quintana; T. Theodoridis; D. Dotti; P. Daras","Universidad Politécnica de Madrid; Universiteit Maastricht; Centre for Research and Technology, Hellas; Universidad Politécnica de Madrid; Universidad Politécnica de Madrid; Universiteit Maastricht; Centre for Research and Technology, Hellas; Universidad Politécnica de Madrid; Centre for Research and Technology, Hellas; Universiteit Maastricht; Centre for Research and Technology, Hellas","IEEE MultiMedia","","2018","25","1","14","25","","","","10.1109/MMUL.2018.011921232","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8337828","sensor fusion;depth cues;wireless sensor networks;healthcare;IoT;Internet of Things;multimedia;multimedia in healthcare;sensors;sensing in healthcare;Alzheimers disease;Parkinsons disease","Sensors;Biomedical imaging;Wireless sensor networks;Calibration;Alzheimer's disease;Feature extraction;Patient monitoring;Behavioral sciences","data analysis;diseases;feature extraction;neurophysiology;patient monitoring;sensor fusion","user interactions;Alzheimers patients;data capturing;multimodal fusion;health monitoring environments;multimodal sensing;multimodal data;imaging sensors;Internet of Things devices;behavior analysis;Parkinsons patients;feature extraction;data analysis;time 10.0 week","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Communication and Security in Health Monitoring Systems -- A Review","H. Fotouhi; A. Causevic; K. Lundqvist; M. Björkman","NA; NA; NA; NA","2016 IEEE 40th Annual Computer Software and Applications Conference (COMPSAC)","","2016","1","","545","554","","","","10.1109/COMPSAC.2016.8","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7552069","","Monitoring;Security;Wireless communication;IEEE 802.15 Standard;Peer-to-peer computing;IEEE 802.11 Standard","body area networks;Internet of Things;medical computing;patient monitoring;protocols;security of data;telemedicine","remote health monitoring systems;Internet of Things;IoT;communication protocols;security issues;pervasive health monitoring;protocol stack design;heterogeneous low-power wireless body area networks","","","","","","","","","IEEE","IEEE Conferences"
"Load Balancing Algorithm for Efficient and Reliable IoT Communications within E-Health Environment","S. Hamrioui; P. Lorenz","NA; NA","GLOBECOM 2017 - 2017 IEEE Global Communications Conference","","2017","","","1","6","","","","10.1109/GLOCOM.2017.8254435","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8254435","","Reliability;Protocols;Quality of service;Algorithm design and analysis;Throughput;Load management;Monitoring","Internet of Things;medical information systems;quality of service;resource allocation;telecommunication network reliability;telecommunication power management;transport protocols","reliable IoT communications;e-health environment;flow control process;Transmission Control Protocol;adaptive algorithm;IoT communications;load balancing algorithm","","","","","","","","","IEEE","IEEE Conferences"
"The use of IoT technologies for providing high-quality medical services","G. Corotinschi; V. G. Găitan","Stefan cel Mare University of Suceava, Suceava, Romania; Stefan cel Mare University of Suceava, Suceava, Romania","2017 21st International Conference on System Theory, Control and Computing (ICSTCC)","","2017","","","285","290","","","","10.1109/ICSTCC.2017.8107048","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8107048","health information management;Internet of Things;medical diagnosis;telemedicine;software engineering","Medical services;Medical diagnostic imaging;Sociology;Statistics;Monitoring;Cloud computing","diseases;geriatrics;health care;Internet;Internet of Things;medical diagnostic computing;medical information systems;patient monitoring;telemedicine","cardiovascular diseases;special medical services;economic situation;financial situation;Romania;EU;health status;e-Health system;IoT technologies;high-quality medical services","","","","","","","","","IEEE","IEEE Conferences"
"Open Knowledge Accessing Method in IoT-Based Hospital Information System for Medical Record Enrichment","C. Xie; P. Yang; Y. Yang","School of Software, Yunnan University, Kunming, China; Department of Computer Science, Liverpool John Moores University, Liverpool, U.K.; School of Software, Yunnan University, Kunming, China","IEEE Access","","2018","6","","15202","15211","","","","10.1109/ACCESS.2018.2810837","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8305461","Internet of Thing;health care;knowledge graph;linked open data;semantic technology;data engineering;data sciences","Medical diagnostic imaging;Resource description framework;Tools;Hospitals;Knowledge based systems;Data models","decision making;electronic health records;health care;Internet of Things;notebook computers;patient treatment","medical treatment;IoT-based facilities;raw medical records;medical advice;hospital information system;medical devices;medical record enrichment;distributed devices;linked open data;IoT-based HIS system;local HIS system;healthcare analysis;decision making;knowledge accessing","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Leveraging the Potential of WSN for an Efficient Correction of Air Pollution Fine-Grained Simulations","A. Boubrima; W. Bechkit; H. Rivano; L. Soulhac","NA; NA; NA; NA","2018 27th International Conference on Computer Communication and Networks (ICCCN)","","2018","","","1","9","","","","10.1109/ICCCN.2018.8487343","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8487343","","Air pollution;Atmospheric modeling;Monitoring;Pollution measurement;Sensor phenomena and characterization","","","","","","","","","","","IEEE","IEEE Conferences"
"A 2.1 μW event-driven wake-up circuit based on a level-crossing ADC for pattern recognition in healthcare","G. Rovere; S. Fateh; L. Benini","Integrated Systems Laboratory, ETH Zurich, 8092 Zurich, Switzerland; Integrated Systems Laboratory, ETH Zurich, 8092 Zurich, Switzerland; Integrated Systems Laboratory, ETH Zurich, 8092 Zurich, Switzerland","2017 IEEE Biomedical Circuits and Systems Conference (BioCAS)","","2017","","","1","4","","","","10.1109/BIOCAS.2017.8325145","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8325145","","System-on-chip;Power demand;Pattern matching;Prototypes;Timing;Generators","analogue-digital conversion;biomedical electronics;CMOS digital integrated circuits;electrocardiography;health care;low-power electronics;medical signal processing;pattern recognition;power consumption;system-on-chip","level-crossing ADC;asynchronous wake-up;pattern recognition capabilities;duty-cycle;internet-of-things healthcare;level-crossing analog-to-digital converter;On-chip voltage references;system power consumption;CMOS prototype;biomedical system-on-chips;event-driven wake-up circuit;pathological electrocardiogram;premature ventricular contractions;power 2.1 muW;size 130.0 nm;voltage 1.0 V","","","","","","","","","IEEE","IEEE Conferences"
"Design of Automatic Nutrition Supply System Using IoT Technique in Modern Cities","P. B. Sowmiya; B. K. Nagaswetha; D. Priyadharshini","NA; NA; NA","2017 International Conference on Technical Advancements in Computers and Communications (ICTACC)","","2017","","","109","111","","","","10.1109/ICTACC.2017.36","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8067587","PH sensor;soil moisture;temperature;humidity;LDR;sensors are controlled by raspberry pi;micro nutrition;automatic fertilizer and water pumping","Temperature sensors;Humidity;Soil;Fertilizers;Temperature measurement","chemical sensors;control engineering computing;farming;humidity sensors;Internet of Things;microcontrollers;moisture measurement;pH measurement;phosphorus;temperature sensors;vegetation","automatic nutrition supply system;IoT technique;modern cities;vegetables;essential nutrition;potassium;calcium;automated nutrient supply system;human body health;terrace smart farming;mobile phone;moisture sensor;humidity sensors;temperature sensors;LDR sensors;pH sensors;microcontroller raspberry pi","","","","","","","","","IEEE","IEEE Conferences"
"An IoT smart home architecture for long-term care of people with special needs","C. Coelho; D. Coelho; M. Wolf","iTechTool, Los Alto Hills CA USA; iTechTool, Los Alto Hills CA USA; School of ECE, Georgia Institute of Technology, Atlanta GA USA","2015 IEEE 2nd World Forum on Internet of Things (WF-IoT)","","2015","","","626","627","","","","10.1109/WF-IoT.2015.7389126","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7389126","special needs;long-term care;tracking;sensor management;cloud","Smart homes;Engines;Cameras;Systems architecture;Tracking;Collaboration;Biomedical imaging","cloud computing;handicapped aids;health care;home automation;Internet of Things","IoT smart home architecture;long-term care;people with special needs;caregiving staff;activity analysis;heterogeneous sensor set;smart home engine;cloud-based analytics engine","","","","","","","","","IEEE","IEEE Conferences"
"An Artificial Neural Network Framework for Gait Based Biometrics","Y. Sun; B. Lo","Department of Computing, Imperial College London, London United Kingdom of Great Britain and Northern Ireland SW7 2AZ (e-mail: y.sun16@imperial.ac.uk); Computing, Imperial College London, London United Kingdom of Great Britain and Northern Ireland SW7 2AZ (e-mail: benny.lo@imperial.ac.uk)","IEEE Journal of Biomedical and Health Informatics","","2018","PP","99","1","1","","","","10.1109/JBHI.2018.2860780","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8424403","wearable security;gait biometrics;artificial neural network;data privacy;wireless communications;IoT security","Sensors;Security;Wireless communication;Biometrics (access control);Wireless sensor networks;Servers;Communication system security","","","","","","","","","","","IEEE","IEEE Early Access Articles"
