"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"A Novel Deep Learning Framework for Internal Gross Target Volume Definition From 4D Computed Tomography of Lung Cancer Patients","X. Li; Z. Deng; Q. Deng; L. Zhang; T. Niu; Y. Kuang","Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, China; School of Biomedical Engineering, Shanghai Jiao Tong University, Shanghai, China; Department of Radiation Oncology, Affiliated Hangzhou First People’s Hospital, Zhejiang University School of Medicine, Hangzhou, China; Department of Radiation Oncology, Hangzhou Cancer Hospital, Hangzhou, China; Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, China; Department of Medical Physics, University of Nevada, Las Vegas, NV, USA","IEEE Access","","2018","6","","37775","37783","","","","10.1109/ACCESS.2018.2851027","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8408475","Deep learning;computed tomography;algorithm;stereotactic ablative radiotherapy;internal gross target volume;lung cancer","Tumors;Lung;Training;Image segmentation;Computed tomography;Cancer;Machine learning","cancer;computerised tomography;learning (artificial intelligence);lung;medical image processing;pneumodynamics;regression analysis;tumours","deep learning algorithm;linear exhaustive optimal combination framework;optimal MI;internal gross target volume definition;lung cancer patients;internal gross target volume delineation;stereotactic body radiation therapy;SBRT;seventy seven patients;4DCT scans;retrospective study;IGTV_DL;deep machine learning algorithm;relative volume difference;multiple parameter regression analysis;tumor volume;motion range;4D computed tomography;simple breathing training;respiratory frequency;respiration amplitudes;phase combinations","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Availability models for healthcare IoT systems: Classification and research considering attacks on vulnerabilities","A. Strielkina; V. Kharchenko; D. Uzun","Computer Systems, Networks and Cybersecurity Department, National Aerospace University “KhAI”, 17, Chkalova Street, Kharkiv, Ukraine, 61070; Computer Systems, Networks and Cybersecurity Department, National Aerospace University “KhAI”, 17, Chkalova Street, Kharkiv, Ukraine, 61070; Computer Systems, Networks and Cybersecurity Department, National Aerospace University “KhAI”, 17, Chkalova Street, Kharkiv, Ukraine, 61070","2018 IEEE 9th International Conference on Dependable Systems, Services and Technologies (DESSERT)","","2018","","","58","62","","","","10.1109/DESSERT.2018.8409099","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8409099","attack;failure;Internet of Things;healthcare;Markov model;security;vulnerability","Medical services;Markov processes;Security;Analytical models;Biological system modeling;Internet of Things;Safety","computer network security;health care;Internet of Things;Markov processes","preventive care;Markov model;healthcare IoT infrastructure;attacks;vulnerabilities;healthcare IoT system;availability models;networked medical healthcare devices;health monitoring;Internet of Medical Things;safety issues;security issues","","","","","","","","","IEEE","IEEE Conferences"
"Direct immobilized nanostructured myoglobin for CO detection by surface plasmon resonance","G. Dyankov; V. Serbezov; E. Borisova; H. Kisov; E. Belina","Institute of Optical Materials and Technology, IOMT - Bulgarian Academy of Science, Sofia, Bulgaria; Institute of Electronics, IE – Bulgarian Academy of Science, Sofia, Bulgaria; Institute of Electronics, IE – Bulgarian Academy of Science, Sofia, Bulgaria; Institute of Optical Materials and Technology, IOMT - Bulgarian Academy of Science, Sofia, Bulgaria; Institute of Optical Materials and Technology, IOMT - Bulgarian Academy of Science, Sofia, Bulgaria","2018 International Conference Laser Optics (ICLO)","","2018","","","532","532","","","","10.1109/LO.2018.8435542","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8435542","nanostructured materials;plasmons;biosensor","Nanostructured materials;Plasmons;Biosensors","","","","","","","","","","","IEEE","IEEE Conferences"
"Evolution of 5G in Internet of medical things","H. Magsi; A. H. Sodhro; F. A. Chachar; S. A. K. Abro; G. H. Sodhro; S. Pirbhulal","Department Of Electrical Engineering, Sukkur Institute of Business Administration, University, Sukkur, Pakistan; Department Of Electrical Engineering, Sukkur Institute of Business Administration, University, Sukkur, Pakistan and DISP LAB, University, Lumiere Lyon2, Lyon, France; Department Of Electrical Engineering, Sukkur Institute of Business Administration, University, Sukkur, Pakistan; Department of Electrical Engineering, Sukkur Institute of Business Administration, University, Sukkur, Pakistan; Shah Abdul Latif University, Khairpur Mirs, Khairpur, Sindh, Pakistan; Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Shenzhen, China","2018 International Conference on Computing, Mathematics and Engineering Technologies (iCoMET)","","2018","","","1","7","","","","10.1109/ICOMET.2018.8346428","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8346428","5G;internet of medical things;healthcare;sensor","Medical services;5G mobile communication;Medical diagnostic imaging;Videos;Internet of Things;Batteries","5G mobile communication;Big Data;biomedical communication;health care;Internet of Things;patient monitoring;telecommunication network reliability","3D ultra high resolution videos;big data;IoT;medical healthcare;IoMT;human health;5G technology","","","","","","","","","IEEE","IEEE Conferences"
"Towards Bayesian-Based Trust Management for Insider Attacks in Healthcare Software-Defined Networks","W. Meng; K. R. Choo; S. Furnell; A. V. Vasilakos; C. W. Probst","Department of Applied Mathematics and Computer Science, Technical University of Denmark, Copenhagen, Denmark; Department of Information Systems and Cyber Security, University of Texas at San Antonio, San Antonio, TX, USA; School of Computing, Electronics and Mathematics, Plymouth University, Plymouth, U.K.; Department of Computer Science, Luleå University of Technology, Luleå, Sweden; High-Tech Transdisciplinary Research Network, Unitec Institute of Technology, Auckland, New Zealand","IEEE Transactions on Network and Service Management","","2018","15","2","761","773","","","","10.1109/TNSM.2018.2815280","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8315151","Intrusion detection;software-defined networking;trust computation and management;healthcare network;Bayesian inference","Medical services;Organizations;Wireless sensor networks;Security;Computer architecture;Monitoring;Electronic mail","Bayes methods;computer network security;health care;inference mechanisms;Internet of Things;medical information systems;software defined networking;trusted computing","insider attacks;healthcare software-defined networks;medical industry;network control;medical devices;healthcare SDNs;Bayesian inference;malicious devices;healthcare environment;real-world network environment;malicious healthcare devices;Bayesian-based trust management;Internet of Medical Things environment","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Minimal trusted computing base for MANET nodes","V. Thotakura; M. Ramkumar","Department of Computer Science and Engineering, Mississippi State University, USA; Department of Computer Science and Engineering, Mississippi State University, USA","2010 IEEE 6th International Conference on Wireless and Mobile Computing, Networking and Communications","","2010","","","91","99","","","","10.1109/WIMOB.2010.5644867","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5644867","","Mobile ad hoc networks;Routing;Routing protocols;Indexes;Measurement","ad hoc networks;mobile radio;routing protocols;telecommunication security","trusted computing base;mobile ad hoc networks;MANET routing protocol;trustworthy MANET modules;routing information;routing records;neighboring nodes;index ordered Merkle hash tree","","","","","","","","","IEEE","IEEE Conferences"
"EC-MRPL: An energy-efficient and mobility support routing protocol for Internet of Mobile Things","M. Bouaziz; A. Rachedi; A. Belghith","Hana Research Laboratory, University of Manouba, Manouba, Tunisia; Universite Paris-Est, LIGM (UMR 8049) ENPC, ESIEE Paris, UPEM F-77454, Marne-la-Valiee France; College of Computer and Information Sciences, King Saud University, Saudia Arabia","2017 14th IEEE Annual Consumer Communications & Networking Conference (CCNC)","","2017","","","19","24","","","","10.1109/CCNC.2017.7983074","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7983074","Internet of Mobile Things;6LoWPAN;Gross-layer design;Micro-Mobility support protocol;RPL","Manganese;Routing protocols;Energy consumption;Handover;Delays","Internet of Things;mobility management (mobile radio);personal area networks;routing protocols","energy-efficient mobility support routing protocol;Internet of Mobile Things;IoMT;EC-MRPL;low-power lossy networks;RPL;static devices;enhanced mobility detection method;point of attachment prediction;replacement strategy;resource constraints;Cooja;handover delay;data loss rate;signaling cost;energy consumption;Contiki","","","","","","","","","IEEE","IEEE Conferences"
"Energy efficient green routing protocol for Internet of Multimedia Things","S. A. Alvi; G. A. Shah; W. Mahmood","Al-Khawarizmi Institute of Computer Science, UET, Lahore 54000, Pakistan; Al-Khawarizmi Institute of Computer Science, UET, Lahore 54000, Pakistan; Al-Khawarizmi Institute of Computer Science, UET, Lahore 54000, Pakistan","2015 IEEE Tenth International Conference on Intelligent Sensors, Sensor Networks and Information Processing (ISSNIP)","","2015","","","1","6","","","","10.1109/ISSNIP.2015.7106958","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7106958","Internet of Things;Multimedia sensors;Contiki;Green communication;Energy efficiency;RPL","Green products;Multimedia communication;Routing protocols;Air pollution;Carbon dioxide;Delays","Internet;IP networks;multimedia communication;optimisation;quality of service;routing protocols;telecommunication network topology;telecommunication traffic","green routing protocol;Internet of Multimedia Things;ubiquitous connectivity;scalar sensor data;IoMT;Information and Communication Technology;ICT community;green communication;carbon footprint emissions;IPv6 routing protocol;network topology;network metric optimization;scalar sensor data communication;multimedia traffic;network requirements;Quality of Service requirements","","","","","","","","","IEEE","IEEE Conferences"
"Edge and Cluster Computing as Enabling Infrastructure for Internet of Medical Things","P. Ritrovato; F. Xhafa; A. Giordano","NA; NA; NA","2018 IEEE 32nd International Conference on Advanced Information Networking and Applications (AINA)","","2018","","","717","723","","","","10.1109/AINA.2018.00108","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8432310","eHealth;IoMT;wearables;Big Data;stream computing","Medical services;Computer architecture;Big Data;Real-time systems;Biomedical monitoring;Wearable sensors","Big Data;health care;intelligent sensors;Internet of Things;pattern clustering","Big Data technologies;real-time anomaly detection;edge computing data staging platform;Raspberry Pi 3;data storing;medical smart sensors;internet of medical things;IoMT;healthcare;Apache Kafka;hierarchical temporal memory algorithm;Cassandra;cluster computing","","","","","","","","","IEEE","IEEE Conferences"
"Towards a Heterogeneous Mist, Fog, and Cloud based Framework for the Internet of Healthcare Things","M. Asif-Ur-Rahman; F. Afsana; M. Mahmud; M. S. Kaiser; M. R. Ahmed; O. Kaiwartya; A. James-Taylor","Department of Computer Science, American International University-Bangladesh, 1213-Dhaka, Bangladesh.; Institute of Information Technology, Jahangirnagar University, Savar, 1342-Dhaka, Bangladesh.; Computing and Technology, School of Science and Technology, Nottingham Trent University, Clifton Lane, NG11 8NS-Nottingham, UK. (e-mail: muftimahmud@gmail.com); Institute of Information Technology, Jahangirnagar University, Savar, 1342-Dhaka, Bangladesh.; Radio, Radar and Communications, Military Technological College, Muscat, Oman.; Computing and Technology, School of Science and Technology, Nottingham Trent University, Clifton Lane, NG11 8NS-Nottingham, UK.; Computing and Technology, School of Science and Technology, Nottingham Trent University, Clifton Lane, NG11 8NS-Nottingham, UK.","IEEE Internet of Things Journal","","2018","PP","99","1","1","","","","10.1109/JIOT.2018.2876088","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8491315","Healthcare big data;healthcare application;data fusion;real-time computing;resource allocation;quality of service;load balancing.","Medical services;Cloud computing;Internet of Things;Edge computing;Quality of service;Monitoring","","","","","","","","","","","IEEE","IEEE Early Access Articles"
"The Mobile Hub concept: Enabling applications for the Internet of Mobile Things","L. E. Talavera; M. Endler; I. Vasconcelos; R. Vasconcelos; M. Cunha; F. J. d. S. e. Silva","Department of Informatics, Pontif&#x00ED;cia Universidade Cat&#x00F3;lica do Rio de Janeiro; Department of Informatics, Pontif&#x00ED;cia Universidade Cat&#x00F3;lica do Rio de Janeiro; Department of Informatics, Pontif&#x00ED;cia Universidade Cat&#x00F3;lica do Rio de Janeiro; Department of Informatics, Pontif&#x00ED;cia Universidade Cat&#x00F3;lica do Rio de Janeiro; Department of Informatics, Pontif&#x00ED;cia Universidade Cat&#x00F3;lica do Rio de Janeiro; Department of Informatics, Federal University of Maranh&#x00E3;o","2015 IEEE International Conference on Pervasive Computing and Communication Workshops (PerCom Workshops)","","2015","","","123","128","","","","10.1109/PERCOMW.2015.7134005","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7134005","Internet of Things;middleware;mobile objects;Mobile Hub;remote sensing and actuation","Mobile communication;Internet;Robot sensing systems;Wireless personal area networks;Protocols;Bluetooth;Middleware","Bluetooth;Internet;Internet of Things;middleware;mobile computing","mobile hub concept;Internet of Mobile Things;IoMT;smart things;mobile smart objects;mobile personal devices;Internet connectivity;location information;M-Hub;generic mobile middleware;Android;Bluetooth;mobile-cloud communication middleware SDDL;scalable data distribution layer","","","","","","","","","IEEE","IEEE Conferences"
"Atherosclerotic Plaque Pathological Analysis by Unsupervised<inline-formula><tex-math notation=""LaTeX"">$K$</tex-math></inline-formula>-Means Clustering","J. Feng; Y. Zhang; G. Yue; X. Liu; H. Su; P. Zhang","Department of Cardiology, Qilu Hospital of Shandong University, Jinan, China; Department of Cardiology, Affiliated Hospital of Qingdao University, Qingdao, China; The People’s Hospital of Linqing, Liaocheng, China; Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Shenzhen, China; School of Mathematics, Shandong University, Jinan, China; Department of Cardiology, Qilu Hospital of Shandong University, Jinan, China","IEEE Access","","2018","6","","21530","21535","","","","10.1109/ACCESS.2018.2820318","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8331265","Atherosclerotic plaque;pathological analysis;unsupervised K-means clustering;CIELAB","Image color analysis;Software;Pathology;Arteries;Clustering algorithms;Atherosclerosis;Software algorithms","blood vessels;diseases;medical computing;pattern clustering;regression analysis;unsupervised learning","unsupervised k-means clustering;cluster classification number;correlation coefficient;lab color space;pathological analysis algorithm;atherosclerotic pathology;linear regression analysis;atherosclerotic plaque components analysis","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Automatical Intima-Media Border Segmentation on Ultrasound Image Sequences Using a Kalman Filter Snake","S. Zhao; G. Li; W. Zhang; J. Gu","School of Control Science and Engineering, Shandong University, Jinan, China; School of Control Science and Engineering, Shandong University, Jinan, China; School of Control Science and Engineering, Shandong University, Jinan, China; School of Control Science and Engineering, Shandong University, Jinan, China","IEEE Access","","2018","6","","40804","40810","","","","10.1109/ACCESS.2018.2856244","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8418377","Snake;Kalman;state-space framework;carotid intima-media (IM) borders;sequence segmentation","Ultrasonic imaging;Image segmentation;Gray-scale;Dynamic programming;Kalman filters;Image sequences;Heuristic algorithms","","","","","","","","","","","IEEE","IEEE Journals & Magazines"
"SAMS: A Seamless and Authorized Multimedia Streaming framework for WMSN-based IoMT","M. A. Jan; M. Usman; X. He; A. U. Rehman","Department of Computer Science, Abdul Wali Khan University Mardan, Pakistan.; Department of Computer Science and Software Engineering, Swinburne University of Technology, Australia.; Global Big Data Technologies Center (GBDTC), School of Electrical and Data Engineering, University of Technology Sydney, Australia.; Department of Computer Science, Abdul Wali Khan University Mardan, Pakistan.","IEEE Internet of Things Journal","","2018","PP","99","1","1","","","","10.1109/JIOT.2018.2848284","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387511","IoMT;WMSN;QoS;authentication;channel allocation;Inter/Intra cluster communication.","Multimedia communication;Streaming media;Authentication;Head;Wireless sensor networks;Protocols","","","","","","","","","","","IEEE","IEEE Early Access Articles"
"MEDIBOX — IoT enabled patient assisting device","M. Saravanan; A. M. Marks","Ericsson Research, Ericsson India Global Services Pvt. Ltd, Chennai, India; School of Electronics Engineering, VIT University, Chennai, India","2018 IEEE 4th World Forum on Internet of Things (WF-IoT)","","2018","","","213","218","","","","10.1109/WF-IoT.2018.8355207","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8355207","Internet of Medical Things;Compliance;Host Management System;Assisting Device;Cloud Storage","Temperature sensors;Monitoring;Cloud computing;Drugs;Timing","drugs;Internet of Things;medical computing","wellness sector;human society;IoMT;IoT networks;medical devices;medications;aged people;assisted living;multipurpose portable intelligent device;proficient system;temperature;humidity;drug manufacturer;MEDIBOX functionality;Internet of Medical Things;host management system;cloud-based installation;cloud-based monitoring","","","","","","","","","IEEE","IEEE Conferences"
"Combining Convolutional Neural Network With Recursive Neural Network for Blood Cell Image Classification","G. Liang; H. Hong; W. Xie; L. Zheng","Fujian Provincial Academic Engineering Research Centre in Industrial Intellectual Techniques and Systems, College of Engineering, Huaqiao University, Quanzhou, China; Fujian Provincial Academic Engineering Research Centre in Industrial Intellectual Techniques and Systems, College of Engineering, Huaqiao University, Quanzhou, China; Fujian Provincial Academic Engineering Research Centre in Industrial Intellectual Techniques and Systems, College of Engineering, Huaqiao University, Quanzhou, China; Fujian Provincial Academic Engineering Research Centre in Industrial Intellectual Techniques and Systems, College of Engineering, Huaqiao University, Quanzhou, China","IEEE Access","","2018","6","","36188","36197","","","","10.1109/ACCESS.2018.2846685","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8402091","Artificial intelligence;convolutional neural network;recurrent neural network;transfer learning","Classification algorithms;Feature extraction;Convolutional neural networks;Support vector machines;White blood cells;Image classification","blood;diseases;image classification;learning (artificial intelligence);medical image processing;recurrent neural nets","important medical applications;deep convolutional neural network;traditional machine learning methods;blood cell images;long-term dependence relationship;image labels;recurrent neural networks;CNN-RNN framework;image content;medical image analysis;transfer learning method;CNN models;network model;recursive neural network;blood cell image classification;blood-related diseases","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Wear it well","B. Mccluskey","NA","Engineering & Technology","","2017","12","1","32","35","","","","10.1049/et.2017.0100","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7842664","","","health care;Internet of Things;medical computing","wearable healthcare;certified medical Internet of Things","","","","","","","","","IET","IET Journals & Magazines"
"HERMIT: A Benchmark Suite for the Internet of Medical Things","A. Limaye; T. Adegbija","Department of Electrical and Computer Engineering, The University of Arizona, USA.; Department of Electrical and Computer Engineering, The University of Arizona, USA.","IEEE Internet of Things Journal","","2018","PP","99","1","1","","","","10.1109/JIOT.2018.2849859","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8392676","Internet of Things;edge computing;Internet of Medical Things;right-provisioned microprocessors;low-power embedded systems;workload characterization;medical devices;healthcare.","Benchmark testing;Medical services;Medical diagnostic imaging;Internet of Things;Microarchitecture;Security","","","","","","","","","","","IEEE","IEEE Early Access Articles"
"OpenICE-lite: Towards a Connectivity Platform for the Internet of Medical Things","R. Ivanov; H. Nguyen; J. Weimer; O. Sokolsky; I. Lee","NA; NA; NA; NA; NA","2018 IEEE 21st International Symposium on Real-Time Distributed Computing (ISORC)","","2018","","","103","106","","","","10.1109/ISORC.2018.00022","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8421153","OpenICE lite;Medical device interoperability;IoMT","Security;Real-time systems;Interoperability;Biomedical monitoring;Monitoring;Protocols;Pediatrics","biomedical equipment;data privacy;Internet;Internet of Things;medical computing;middleware;open systems;patient care;patient monitoring;surgery","OpenICE-lite;IoMT applications;medical device interoperability;critical pulmonary shunt predictor;Internet of Medical Things;middleware;medical device;remote pulmonary monitoring systems;RePulmo;Childrens Hospital of Philadelphia;CHOP;patient care;infants surgery;security guaranty","","","","","","","","","IEEE","IEEE Conferences"
"Automatic Atrial Fibrillation Detection Based on Heart Rate Variability and Spectral Features","Z. Mei; X. Gu; H. Chen; W. Chen","Center for Intelligent Medical Electronics, School of Information Science and Engineering, Fudan University, Shanghai, China; Center for Intelligent Medical Electronics, School of Information Science and Engineering, Fudan University, Shanghai, China; Department of Industrial Design, Technical University of Eindhoven, Eindhoven, The Netherlands; Center for Intelligent Medical Electronics, School of Information Science and Engineering, Fudan University, Shanghai, China","IEEE Access","","2018","6","","53566","53575","","","","10.1109/ACCESS.2018.2871220","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8468160","Atrial fibrillation;ECG;heart rate variability;biomedical signal processing;machine learning","Electrocardiography;Heart rate variability;Feature extraction;Biomedical monitoring;Rail to rail inputs;Robustness","","","","","","","","","","","IEEE","IEEE Journals & Magazines"
"An energy harvested ultra-low power transceiver for Internet of Medical Things","Y. Rajavi; M. Taghivand; K. Aggarwal; A. Ma; A. S. Y. Poon","Department of Electrical Engineering, Stanford University, CA, USA; Qualcomm Atheros Inc., USA; Qualcomm Atheros Inc., USA; Department of Electrical Engineering, Stanford University, CA, USA; Department of Electrical Engineering, Stanford University, CA, USA","ESSCIRC Conference 2016: 42nd European Solid-State Circuits Conference","","2016","","","133","136","","","","10.1109/ESSCIRC.2016.7598260","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7598260","","Clocks;Radio frequency;Transceivers;Implants;Rectifiers;Phase locked loops;Phasor measurement units","biomedical communication;energy harvesting;Internet of Things;low-power electronics;radio transceivers","energy harvested ultra-low power transceiver;Internet of medical Things;medical application;bidirectional full-duplex communication;time-division duplexing;TDD;LP CMOS;frequency 1.85 GHz;bit rate 7.2 Mbit/s;bit rate 1.8 Mbit/s;power 54 muW;power 9.4 muW;size 40 nm","","","","","","","","","IEEE","IEEE Conferences"
"Energy-Aware Encryption for Securing Video Transmission in Internet of Multimedia Things","K. Thiyagarajan; R. Lu; K. El-Sankary; H. Zhu","Canadian Nuclear laboratories Chalk River, ON K0J 1J0, Canada.; Faculty of Computer Science, University of New Brunswick, Fredericton, NB, E3B 5A3, Canada.; Department of Electrical Engineering, Dalhousie University, NS, Canada.; School of Cyber Engineering, Xidian University, Xi&#x2019;an 710071, China.","IEEE Transactions on Circuits and Systems for Video Technology","","2018","PP","99","1","1","","","","10.1109/TCSVT.2018.2808174","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8295239","HEVC;Internet of Multimedia Things (IoMT);Multimedia Security;Low Encryption Overhead","Encryption;Streaming media;Transforms;Multimedia communication;Syntactics","","","","","","","","","","","IEEE","IEEE Early Access Articles"
"A Novel Monitoring System for Fall Detection in Older People","C. Taramasco; T. Rodenas; F. Martinez; P. Fuentes; R. Munoz; R. Olivares; V. H. C. De Albuquerque; J. Demongeot","Escuela de Ingeniería Civil Informática, Universidad de Valparaíso, Valparaíso, Chile; Escuela de Ingeniería Civil Informática, Universidad de Valparaíso, Valparaíso, Chile; Facultad de Medicina, Escuela de Medicina, Universidad Andrés Bello, Campus Viña del Mar, Viña del Mar, Chile; Facultad de Medicina, Escuela de Medicina, Universidad Andrés Bello, Campus Viña del Mar, Viña del Mar, Chile; Escuela de Ingeniería Civil Informática, Universidad de Valparaíso, Valparaíso, Chile; Escuela de Ingeniería Civil Informática, Universidad de Valparaíso, Valparaíso, Chile; Graduate Program in Applied Informatics, University of Fortaleza, Fortaleza, Brazil; University J. Fourier of Grenoble Faculty of Medicine, Grenoble, France","IEEE Access","","2018","6","","43563","43574","","","","10.1109/ACCESS.2018.2861331","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8423052","Fall detection;older people;artificial neural networks","Sensor arrays;Temperature sensors;Infrared sensors;Recurrent neural networks;Cameras","","","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Context Aware Ubiquitous Biometrics in Edge of Military Things","A. Castiglione; K. Raymond Choo; M. Nappi; S. Ricciardi","University of Salerno; University of Texas at San Antonio, TX, USA; University of Salerno; University of Molise","IEEE Cloud Computing","","2017","4","6","16","20","","","","10.1109/MCC.2018.1081072","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8260821","context aware biometrics;edge of military things;internet of military/battlefield things;battlefield-level biometric monitoring","Biometrics (access control);Cloud computing;Context-aware services;Computer architecture;Conferences;Authentication","biometrics (access control);distributed processing;Internet of Things;message authentication;military computing;military equipment;ubiquitous computing","dedicated edge computing architecture;soldier psychophysical condition continuous monitoring;context-adaptive authentication;operational context data collection;static biometrics;dynamic biometrics;military equipment;military personnel;computing devices;ubiquitous sensing;IoBT;Internet of battlefield Things;IoMT;Internet of military Things;military-battlefield applications;context aware ubiquitous biometrics","","","","","","","","","IEEE","IEEE Journals & Magazines"
"A Novel Signal Acquisition System for Wearable Respiratory Monitoring","G. Dan; J. Zhao; Z. Chen; H. Yang; Z. Zhu","School of Biomedical Engineering, Health Science Center, Shenzhen University, Shenzhen, China; School of Biomedical Engineering, Health Science Center, Shenzhen University, Shenzhen, China; School of Biomedical Engineering, Health Science Center, Shenzhen University, Shenzhen, China; School of Biomedical Engineering, Health Science Center, Shenzhen University, Shenzhen, China; Shenzhen Institute of Neuroscience, Shenzhen, China","IEEE Access","","2018","6","","34365","34371","","","","10.1109/ACCESS.2018.2844402","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8374029","Physiological monitoring;wearable sensors;median filter;angular velocity;respiratory phase","Angular velocity;Sensors;Monitoring;Biomedical monitoring;Carbon dioxide;Data mining;Diseases","carbon compounds;median filters;medical disorders;medical signal processing;patient monitoring;pneumodynamics","median filter method;respiratory waveform;angular velocity waveform;respiratory carbon dioxide concentration waveform;unobtrusive respiratory signals acquisition;physiological monitoring;respiratory disorders screening;novel signal acquisition system;human respiration detection method;continuous acquisition;patient-specific information;wearable sensor;potential respiratory disorders;signal verification platform;carbon dioxide concentration detection device;synchronous signal;wearable respiratory monitoring;C","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Development of energy-harvesting unit and propulsion unit for a robotic buoy system","H. Joe; H. Roh; J. Pyo; J. Gu; J. Kim; B. Kim; S. Yu","Department of Creative IT Engineering, Pohang University of Science and Technology (POSTECH), Pohang, Gyeongbuk, South Korea; Department of Creative IT Engineering, Pohang University of Science and Technology (POSTECH), Pohang, Gyeongbuk, South Korea; Department of Creative IT Engineering, Pohang University of Science and Technology (POSTECH), Pohang, Gyeongbuk, South Korea; Department of Creative IT Engineering, Pohang University of Science and Technology (POSTECH), Pohang, Gyeongbuk, South Korea; Department of Creative IT Engineering, Pohang University of Science and Technology (POSTECH), Pohang, Gyeongbuk, South Korea; Department of Creative IT Engineering, Pohang University of Science and Technology (POSTECH), Pohang, Gyeongbuk, South Korea; Department of Creative IT Engineering, Pohang University of Science and Technology (POSTECH), Pohang, Gyeongbuk, South Korea","OCEANS 2015 - MTS/IEEE Washington","","2015","","","1","6","","","","10.23919/OCEANS.2015.7401964","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7401964","","Turbines;Blades;Robots;Propulsion;Energy harvesting;Rotors;Buoyancy","buoyancy;energy harvesting;hydrodynamics;Internet of Things;marine propulsion;marine vehicles;mobile robots","power generation test;station-keeping test;optimal design parameters;hydrodynamic model;wave energy harvesting;buoyancy control system;stand-alone data conllector;IoMT technology;Internet of maritime thins technology;propulsion unit development;energy-harvesting unit development;robotic buoy system","","","","","","","","","IEEE","IEEE Conferences"
"Internet of Medical Things for cardiac monitoring: Paving the way to 5G mobile networks","J. Jusak; H. Pratikno; V. H. Putra","Department of Comp. Engineering, Institut Bisnis dan Informatika Stikom Surabaya, Indonesia; Department of Comp. Engineering, Institut Bisnis dan Informatika Stikom Surabaya, Indonesia; Department of Comp. Engineering, Institut Bisnis dan Informatika Stikom Surabaya, Indonesia","2016 IEEE International Conference on Communication, Networks and Satellite (COMNETSAT)","","2016","","","75","79","","","","10.1109/COMNETSAT.2016.7907420","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7907420","Internet of Medical Things (IMedT);Internet of Things (IoT);cardiac monitoring;tele-auscultation;5G mobile networks","Monitoring;Medical services;Heart;Phonocardiography;Bluetooth;5G mobile communication","5G mobile communication;health care;Internet of Things;medical signal processing;phonocardiography","Internet of Medical Things;cardiac monitoring;5G mobile networks;medical care;health care;IoT deployment;phonocardiograph signal;PCG signal;data mirroring;IMedT system;smart diagnosis capability;security issues","","","","","","","","","IEEE","IEEE Conferences"
