"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Managing the electromagnetic environment of hospital IoT systems","E. Hanada; T. Kudou","Dept. of Information Science, Faculty of Science and Engineering, Saga Univ,. Saga, Japan; Div. of Electrical and Electronic Engineering, Oita Univ. Oita, Japan","2018 IEEE International Symposium on Electromagnetic Compatibility and 2018 IEEE Asia-Pacific Symposium on Electromagnetic Compatibility (EMC/APEMC)","","2018","","","940","943","","","","10.1109/ISEMC.2018.8393921","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8393921","IoT;Electromagnetic environment;Wireless Communicaion;Electroagnetic Noise;Medical setting","Hospitals;Buildings;Electromagnetic fields;Electromagnetic interference;Periodic structures;Internet of Things","health care;hospitals;Internet of Things;medical diagnostic computing","hospital staff;hospital environment;medical setting;electromagnetic environment;hospital IoT systems;medical field;patient treatment","","","","","","","","","IEEE","IEEE Conferences"
"Wearable ECG terminal and its telemedicine-health services","H. Zhu; J. Dong","Suzhou Institute of Nano-tech and Nano-Bionics, Chinese Academy of Sciences, 215123, China; Suzhou Institute of Nano-tech and Nano-Bionics, Chinese Academy of Sciences, 215123, China","2011 IEEE/SICE International Symposium on System Integration (SII)","","2011","","","133","137","","","","10.1109/SII.2011.6147433","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6147433","","Electrocardiography;Biomedical monitoring;Monitoring;Smart phones;Medical diagnostic imaging;Wireless communication;Bluetooth","electrocardiography;health care;medical signal processing","wearable ECG terminal;telemedicine health services;medical service;BRIC economy strength;Internet of Things;Chinese market","","","","","","","","","IEEE","IEEE Conferences"
"Edge computing enabling the Internet of Things","O. Salman; I. Elhajj; A. Kayssi; A. Chehab","Electrical and Computer Engineering Department, American University of Beirut, 1107 2020, Lebanon; Electrical and Computer Engineering Department, American University of Beirut, 1107 2020, Lebanon; Electrical and Computer Engineering Department, American University of Beirut, 1107 2020, Lebanon; Electrical and Computer Engineering Department, American University of Beirut, 1107 2020, Lebanon","2015 IEEE 2nd World Forum on Internet of Things (WF-IoT)","","2015","","","603","608","","","","10.1109/WF-IoT.2015.7389122","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7389122","MEC;SDN;IoT;Fog computing;Cloud computing;NFV","Cloud computing;Mobile communication;Mobile computing;Computer architecture;Bandwidth;Mobile handsets","cloud computing;Internet of Things;mobile computing","mobile edge computing;Internet of Things;IT worlds;telecom worlds;telecom market;virtualization revolution;cloud computing;IaaS;infrastructure as a service;cloud capabilities;mobile phones usage;mobile applications;world of things;wearables;home automation systems;sensors;RFID tags;IoT architecture;IoT applications;e-healthcare;real time monitoring;MEC architecture;vehicular ad-hoc networks;software defined network;SDN","","","","","","","","","IEEE","IEEE Conferences"
"Integrating Wireless Sensor Network into Cloud services for real-time data collection","R. Piyare; Sun Park; Se Yeong Maeng; Sang Hyeok Park; Seung Chan Oh; Sang Gil Choi; Ho Su Choi; Seong Ro Lee","Department of Information Electronics Engineering, Mokpo National University, 534-729, Korea South; Department of Information Electronics Engineering, Mokpo National University, 534-729, Korea South; Department of Information Electronics Engineering, Mokpo National University, 534-729, Korea South; Department of Information Electronics Engineering, Mokpo National University, 534-729, Korea South; Department of Information Electronics Engineering, Mokpo National University, 534-729, Korea South; Department of Information Electronics Engineering, Mokpo National University, 534-729, Korea South; Department of Information Electronics Engineering, Mokpo National University, 534-729, Korea South; Department of Information Electronics Engineering, Mokpo National University, 534-729, Korea South","2013 International Conference on ICT Convergence (ICTC)","","2013","","","752","756","","","","10.1109/ICTC.2013.6675470","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6675470","Internet of Things;Wireless Sensor Networks;Cloud computing;Web service;Open.Sen.se server","Sensors;Wireless sensor networks;Batteries;Web services;Electronic mail;Servers","cloud computing;Internet of Things;Web services;wireless sensor networks","wireless sensor network;cloud services;realtime data collection;REST based Web services;e-health care services;smart environments;electronic health care;IP based low power WSN;Internet protocol;data accessibility;alert feature","","","","","","","","","IEEE","IEEE Conferences"
"Precomputation Methods for UOV Signature on Energy-Harvesting Sensors","B. Lv; Z. Peng; S. Tang","School of Computer Science and Engineering, South China University of Technology, Guangzhou, 510640, China.; South China University of Technology and SCUT and Department of Qihoo 360, Beijing, China.; School of Computer Science and Engineering, South China University of Technology, Guangzhou, 510640, China.","IEEE Access","","2018","PP","99","1","1","","","","10.1109/ACCESS.2018.2873288","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8478348","Energy harvesting;UOV;Precomputation;IoT and WSNs security","Wireless sensor networks;Oils;Sensors;Energy harvesting;Matrices;Digital signatures","","","","","","","","","","","IEEE","IEEE Early Access Articles"
"A Real-Time Bicycle Record System of Ground Conditions Based on Internet of Things","Y. Zhao; Y. Su; Y. Chang","Department of Computer Science and Information Engineering, National Quemoy University, Kinmen, Taiwan; Research Center for Advanced Science and Technology, National Central University, Taoyuan, Taiwan; Department of Computer Science and Information Engineering, National Taitung University, Taitung, Taiwan","IEEE Access","","2017","5","","17525","17533","","","","10.1109/ACCESS.2017.2740419","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8013021","Bicycles;Internet of Things;cellular phones;embedded software;event detector","Real-time systems;Bicycles;Compass;Sensors;Global Positioning System;System integration;Embedded systems","bicycles;data recording;embedded systems;health care;information systems;Internet;Internet of Things;mobile computing;program diagnostics;radionavigation;smart phones;sport","ground conditions;IoT devices;cyclists;post-exercise analysis;embedded system;cycling routes;total cycling distance;complete information;Internet of Things;real-time bicycle record system;urban sports;exercise-related information;smartphone-based event data recorder;bicycle-based real-time information feedback system;software analysis;ubiquitous computing","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Reduced hardware architecture for energy-efficient IoT healthcare sensor nodes","Y. W. Lim; S. B. Daas; S. J. Hashim; R. M. Sidek; N. A. Kamsani; F. Z. Rokhani","Smart System & System-on-Chip Group, Universiti Putra Malaysia, 43400 UPM Serdang, Selangor, Malaysia; Intelligent Circuits Engineering, Malaysia; Smart System & System-on-Chip Group, Universiti Putra Malaysia, 43400 UPM Serdang, Selangor, Malaysia; Smart System & System-on-Chip Group, Universiti Putra Malaysia, 43400 UPM Serdang, Selangor, Malaysia; Smart System & System-on-Chip Group, Universiti Putra Malaysia, 43400 UPM Serdang, Selangor, Malaysia; Smart System & System-on-Chip Group, Universiti Putra Malaysia, 43400 UPM Serdang, Selangor, Malaysia","2015 IEEE International Circuits and Systems Symposium (ICSyS)","","2015","","","90","95","","","","10.1109/CircuitsAndSystems.2015.7394071","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7394071","Microcontroller;Internet of Things;FPGA;ASIC;Energy-Efficient","Yttrium;System-on-chip;Sensors;Hardware;Energy efficiency;Lead;Transceivers","field programmable gate arrays;health care;Internet of Things;power aware computing;silicon;system-on-chip;wearable computers","reduced hardware architecture;energy-efficient loT healthcare sensor node;wearable healthcare device;Internet of Things technology;high-energy consumption;reduced hardware architecture system-on-chip;digital block design;FPGA;silicon;Silterra 180nm process;power leakage;dynamic power reduction","","","","","","","","","IEEE","IEEE Conferences"
"QoS-Adaptive Approximate Real-Time Computation for Mobility-Aware IoT Lifetime Optimization","K. Cao; G. Xu; J. Zhou; T. Wei; M. Chen; S. Hu","Department of of Computer Science and Technology at East China Normal University.; Department of of Computer Science and Technology at East China Normal University.; School of Computer Science and Engineering at Nanjing University of Science and Technology.; Department of of Computer Science and Technology at East China Normal University.; Shanghai Key Laboratory of Trustworthy Computing.; Department of Electrical and Computer Engineering at Michigan Technological University.","IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems","","2018","PP","99","1","1","","","","10.1109/TCAD.2018.2873239","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8477083","Internet of Things (IoT);network lifetime optimization;approximate real-time computation;Quality-of-Service (QoS);mobility.","Task analysis;Quality of service;Energy management;Real-time systems;Optimization;Performance evaluation;Internet of Things","","","","","","","","","","","IEEE","IEEE Early Access Articles"
"Interconnecting processes through IoT in a health-care scenario","M. Vitali; B. Pernici","Department of Electronics, Information, and Bioengineering, Politecnico di Milano, Milan, Italy; Department of Electronics, Information, and Bioengineering, Politecnico di Milano, Milan, Italy","2016 IEEE International Smart Cities Conference (ISC2)","","2016","","","1","6","","","","10.1109/ISC2.2016.7580760","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7580760","","Organizations;Context;Sensors;Internet of things;Monitoring;Data mining","biomedical equipment;data mining;health care;Internet of Things;medical computing","interconnecting processes;health care scenario;social care;process mining techniques;hidden information;single process behaviour;Internet-of-Things;data collection;business processes;IoT devices;external factors","","","","","","","","","IEEE","IEEE Conferences"
"Cloud-Based Fine-Grained Health Information Access Control Framework for LightweightIoT Devices with Dynamic Auditing andAttribute Revocation","L. Yeh; P. Chiang; Y. Tsai; J. Huang","Network and Security Division, National Center for High-Performance Computing (NCHC), Taichung 407, and Department of Information Management, National Chi Nan University, Nantou, Taiwan; Department of Computer Science, National Chiao Tung University, Hsinchu, Taiwan, R.O.C.; Director Room, National Center for High-Performance Computing (NCHC), Tainan 744, Taiwan, and Institute of Computer and Communication Engineering, National Cheng Kung University, Tainan, Taiwan; Department of Computer Science, National Chiao Tung University, Hsinchu, Taiwan, R.O.C.","IEEE Transactions on Cloud Computing","","2018","6","2","532","544","","","","10.1109/TCC.2015.2485199","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7286793","Internet of thing;personal health information;auditing;fine-grained access control;cloud storage","Cloud computing;Access control;Encryption;Privacy;Medical services","authorisation;cloud computing;cryptography;data privacy;health care;Internet of Things;medical information systems","lightweight IoT devices;dynamic auditing;data dynamics auditing;fine-grained access control;cloud reciprocity problem;cloud service providers;Internet of things devices;privacy security;cloud-based fine-grained health information access control framework;pervasive personal health information systems;medical service personal health information systems;cloud-based PHI system;eHealth environment;information security;attribute revocation functions;symmetric cryptography;wireless body sensors;ciphertext-policy attribute-based encryption;dual encryption;Merkle hash trees","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Semantic Web-based policy interaction detection method with rules in smart home for detecting interactions among user policies","H. Hu; D. Yang; L. Fu; H. Xiang; C. Fu; J. Sang; C. Ye; R. Li","The School of Software Engineering, Chongqing University at Huxi Town, College of Computer Science, Chongqing University; The School of Software Engineering, Chongqing University at Huxi Town, Centre for Information and Networks, Chongqing University; The School of Software Engineering, Chongqing University at Huxi Town; The School of Software Engineering, Chongqing University at Huxi Town; Centre for Information and Networks, Chongqing University; The School of Software Engineering, Chongqing University at Huxi Town; College of Computer Science, Chongqing University; The School of Software Engineering, Chongqing University at Huxi Town, College of Computer Science, Chongqing University","IET Communications","","2011","5","17","2451","2460","","","","10.1049/iet-com.2010.0615","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6125457","","","home automation;home computing;knowledge based systems;ontologies (artificial intelligence);semantic Web;user modelling","semantic Web;policy interaction detection method;smart home rule;user policies;smart home system;smart home service;ontological analysis;rule language;automated reasoning","","","","","","","","","IET","IET Journals & Magazines"
"Fog Computing in Healthcare–A Review and Discussion","F. A. Kraemer; A. E. Braten; N. Tamkittikhun; D. Palma","Department of Information Security and Communication Technology, Norwegian University of Science and Technology, Trondheim, Norway; Department of Information Security and Communication Technology, Norwegian University of Science and Technology, Trondheim, Norway; Department of Information Security and Communication Technology, Norwegian University of Science and Technology, Trondheim, Norway; Department of Information Security and Communication Technology, Norwegian University of Science and Technology, Trondheim, Norway","IEEE Access","","2017","5","","9206","9222","","","","10.1109/ACCESS.2017.2704100","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7927714","Body sensor networks;fog computing;healthcare;health information management;internet of things;sensor devices;wireless sensor networks","Edge computing;Medical services;Wireless sensor networks;Cloud computing;Computer architecture;Wireless communication;Monitoring","health care;Internet;recommender systems","healthcare;network components;cloud execute application specific logic;healthcare informatics;fog computing principles;wireless devices;recommended research","","","","","","","","","IEEE","IEEE Journals & Magazines"
"The Internet of Things for Health Care: A Comprehensive Survey","S. M. R. Islam; D. Kwak; M. H. Kabir; M. Hossain; K. Kwak","UWB Wireless Communications Research Center, Inha University, Incheon, Korea; Networked Systems and Security Laboratory, Rutgers University, Newark, NJ, USA; UWB Wireless Communications Research Center, Inha University, Incheon, Korea; Secure and Trustworthy Computing Laboratory, University of Alabama, Birmingham, AL, USA; UWB Wireless Communications Research Center, Inha University, Incheon, Korea","IEEE Access","","2015","3","","678","708","","","","10.1109/ACCESS.2015.2437951","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7113786","Internet of Things;Health Care;Services;Applications;Networks;Architectures;Platforms;Security;Technologies;Industries;Policies;Challenges;Internet of things;health care;services;applications;networks;architectures;platforms;security;technologies;industries;policies;challenges","Internet of things;Medical services;Network security;Network architecture;Biological system modeling;Market research","data privacy;health care;Internet of Things;medical computing;security of data;ubiquitous computing","Internet of Things;cyberphysical smart pervasive frameworks;IoT revolution;health care;IoT-based health care technologies;network architectures;IoT security features;IoT privacy features;security requirements;threat models;attack taxonomies;intelligent collaborative security model;security risk minimization;e-health policies;IoT policies","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Smart fog: Fog computing framework for unsupervised clustering analytics in wearable Internet of Things","D. Borthakur; H. Dubey; N. Constant; L. Mahler; K. Mankodiya","Wearable Biosensing Lab, University of Rhode Island, Kingston, RI-02881, USA; University of Texas at Dallas, Richardson, TX-75080, USA; Wearable Biosensing Lab, University of Rhode Island, Kingston, RI-02881, USA; Department of Communicative Disorders, University of Rhode Island, Kingston, RI-02881, USA; Wearable Biosensing Lab, University of Rhode Island, Kingston, RI-02881, USA","2017 IEEE Global Conference on Signal and Information Processing (GlobalSIP)","","2017","","","472","476","","","","10.1109/GlobalSIP.2017.8308687","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8308687","Dysarthria;Edge Computing;Fog Computing;K-means Clustering;Parkinson's Disease;Speech Disorders","Speech;Cloud computing;Computer architecture;Feature extraction;Edge computing;Biomedical monitoring;Parkinson's disease","Big Data;biomedical communication;cloud computing;data analysis;diseases;health care;Internet of Things;learning (artificial intelligence);patient monitoring;speech processing;telemedicine;watches;wearable computers","smart fog;fog computing framework;unsupervised clustering analytics;smart telehealth system;medical big data;clinical procedures;IoT Healthcare;generated data;low-resource machine learning;traditional telecare systems;signal processing;machine learning modules;physiological data;Fog architecture;big data analysis;real-world pathological speech data;architecture employed machine;smart watches;wearable IoT;smart telehealth scenarios;machine learning approaches;cloud backend;computing devices;fog services;unsupervised machine learning;wearable Internet of Things","","","","","","","","","IEEE","IEEE Conferences"
"Freeform Compliant CMOS Electronic Systems for Internet of Everything Applications","S. F. Shaikh; M. T. Ghoneim; G. A. Torres Sevilla; J. M. Nassar; A. M. Hussain; M. M. Hussain","Integrated Nanotechnology Laboratory and Integrated Disruptive Electronic Applications Laboratory, Electrical Engineering, Computer Electrical Mathematical Science and Engineering Division, King Abdullah University of Science and Technology, Thuwal, Saudi Arabia; Integrated Nanotechnology Laboratory and Integrated Disruptive Electronic Applications Laboratory, Electrical Engineering, Computer Electrical Mathematical Science and Engineering Division, King Abdullah University of Science and Technology, Thuwal, Saudi Arabia; Integrated Nanotechnology Laboratory and Integrated Disruptive Electronic Applications Laboratory, Electrical Engineering, Computer Electrical Mathematical Science and Engineering Division, King Abdullah University of Science and Technology, Thuwal, Saudi Arabia; Integrated Nanotechnology Laboratory and Integrated Disruptive Electronic Applications Laboratory, Electrical Engineering, Computer Electrical Mathematical Science and Engineering Division, King Abdullah University of Science and Technology, Thuwal, Saudi Arabia; Integrated Nanotechnology Laboratory and Integrated Disruptive Electronic Applications Laboratory, Electrical Engineering, Computer Electrical Mathematical Science and Engineering Division, King Abdullah University of Science and Technology, Thuwal, Saudi Arabia; Integrated Nanotechnology Laboratory and Integrated Disruptive Electronic Applications Laboratory, Electrical Engineering, Computer Electrical Mathematical Science and Engineering Division, King Abdullah University of Science and Technology, Thuwal, Saudi Arabia","IEEE Transactions on Electron Devices","","2017","64","5","1894","1905","","","","10.1109/TED.2016.2642340","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7815292","Flexible electronics;free-form compliant system;healthcare;Internet of Everything (IoE);stretchable electronics","Flexible electronics;Medical services;Internet of Things;CMOS integrated circuits","CMOS integrated circuits;energy conservation;flexible electronics;Internet of Things","freeform compliant CMOS electronic systems;Internet of Everything;mobile device;computational technology;information technology;energy-efficient scaled electronics;stretchable device themes;flexible device themes;data processing;energy management devices","","","","","","","","","IEEE","IEEE Journals & Magazines"
"The Biomedical Educational Platform with an ECG Case Study for Healthcare Research","K. Tseng; J. Li; F. Ye","NA; NA; NA","2015 Third International Conference on Robot, Vision and Signal Processing (RVSP)","","2015","","","134","137","","","","10.1109/RVSP.2015.39","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7399163","Biomedical System;Internet of Things;Electrocardiogram;Android;Healthcare","Blood pressure;Biomedical monitoring;Blood;Electrocardiography;Carbon dioxide;Pressure measurement;Zigbee","Android (operating system);biomedical education;educational computing;electrocardiography;health care","electrocardiogram similarity analysis;electrocardiogram clustering analysis;all-in-one medical system;Android phone operation system;ZigBee;Bluetooth;serial port;diverse communication modes;research training all-in-one biomedical system;hot research field;mobile inconvenience people;remote villages;diverse communication protocols;multifunctional biomedical platform;healthcare research;ECG case study;biomedical educational platform","","","","","","","","","IEEE","IEEE Conferences"
"Multiple Object Activity Identification Using RFIDs: A Multipath-Aware Deep Learning Solution","X. Fan; F. Wang; W. Gong; L. Zhang; J. Liu","NA; NA; NA; NA; NA","2018 IEEE 38th International Conference on Distributed Computing Systems (ICDCS)","","2018","","","545","555","","","","10.1109/ICDCS.2018.00060","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8416323","RFID;Backscatter;Activity Identification;Deep Learning","Indoor environments;Antennas;Machine learning;Tools;Calibration;RFID tags","convolution;feedforward neural nets;image recognition;Internet;learning (artificial intelligence);radiofrequency identification;recurrent neural nets","raw signal mixture;advanced deep-learning engine;Long Short Term Memory network;multiple object activity identification;backscattered signals;phase calibration mechanism;RFID;human activity identification;Internet-of-Things;multipath-aware deep learning;Convolutional Neural Network","","","","","","","","","IEEE","IEEE Conferences"
"Predict Scooter's Stopping Event Using Smartphone as the Sensing Device","C. Hsieh; H. Tsai; S. Yang; S. Lin","NA; NA; NA; NA","2014 IEEE International Conference on Internet of Things (iThings), and IEEE Green Computing and Communications (GreenCom) and IEEE Cyber, Physical and Social Computing (CPSCom)","","2014","","","17","23","","","","10.1109/iThings.2014.12","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7059637","intelligent transportation system;machine learning;classification;driving behavior prediction","Motorcycles;Sensors;Predictive models;Accidents;Acceleration;Safety","intelligent transportation systems;learning (artificial intelligence);mobile computing;motorcycles;road accidents;road safety;smart phones","scooter stopping event prediction;smartphone;deadly crashes;unsafe driving behaviors;careless driving;intelligent transportation system;ITS;machine learning model;vehicle accident;scooter rider driving safety;Taiwan;traffic violation;sensing device","","","","","","","","","IEEE","IEEE Conferences"
"Secure SDLC for IoT Based Health Monitor","A. M. Fernandes; A. Pai; L. M. M. Colaco","Department of Information Technology, Padre Conceicao College of Engineering, Goa, India; Department of Information Technology, Padre Conceicao College of Engineering, Goa, India; Department of Information Technology, Padre Conceicao College of Engineering, Goa, India","2018 Second International Conference on Electronics, Communication and Aerospace Technology (ICECA)","","2018","","","1236","1241","","","","10.1109/ICECA.2018.8474668","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8474668","Internet of Things(IoT) Security;Security;IoT;Secure Software Development Lifecycle(SDLC) for IoT;Secure Health Monitor","Security;Monitoring;Temperature sensors;Temperature measurement;Biomedical monitoring;Conferences;Medical services","","","","","","","","","","","IEEE","IEEE Conferences"
"Energy efficient IoT thermometer based on fuzzy logic for fever monitoring","S. Mandala; S. N. Anggis; M. S. Mubarok; Shamila","Informatics Enginering, School of Computing, Telkom University; Informatics Enginering, School of Computing, Telkom University; Informatics Enginering, School of Computing, Telkom University; Informatics Enginering, School of Computing, Telkom University","2017 5th International Conference on Information and Communication Technology (ICoIC7)","","2017","","","1","6","","","","10.1109/ICoICT.2017.8074640","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8074640","Healthcare;Monitoring;Digital;Logic fuzzy;Thermometer;IoT","Temperature measurement;Monitoring;Fuzzy systems;Fuzzy logic;Temperature sensors;Temperature distribution;Testing","biomedical telemetry;fuzzy logic;health care;Internet of Things;pacemakers;patient monitoring;telemetry;thermometers","Remote Digital Blood Pressure;energy issues;energy consumption;data transmission;monitoring fever body temperature;HI-Thermo;adaptive system;fuzzy logic;Hi-Thermo;fever body temperature monitoring;existing traditional monitoring;energy efficient IoT;fever monitoring;Information Communication Technology;health services;digital systems;WIFI digital thermometer;Telemetry Digital Pacemaker;HI","","","","","","","","","IEEE","IEEE Conferences"
"Enabling Technologies for the Internet of Health Things","J. J. P. C. Rodrigues; D. B. De Rezende Segundo; H. A. Junqueira; M. H. Sabino; R. M. Prince; J. Al-Muhtadi; V. H. C. De Albuquerque","National Institute of Telecommunications, Santa Rita do Sapucaí, Brazil; National Institute of Telecommunications, Santa Rita do Sapucaí, Brazil; National Institute of Telecommunications, Santa Rita do Sapucaí, Brazil; National Institute of Telecommunications, Santa Rita do Sapucaí, Brazil; National Institute of Telecommunications, Santa Rita do Sapucaí, Brazil; College of Computer and Information Sciences, King Saud University, Riyadh, Saudi Arabia; University of Fortaleza, Fortaleza, Brazil","IEEE Access","","2018","6","","13129","13141","","","","10.1109/ACCESS.2017.2789329","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8246498","Ambient assisted living;Internet of Things;Internet of Health Things;mobile health;remote healthcare monitoring;wearable","Medical services;Monitoring;Biomedical monitoring;Industries;Sensors;Internet of Things","assisted living;health care;Internet of Things","IoT;ambient-assisted living;IoHT;healthcare providers;Internet of Health Things","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Adaptive Energy-Aware Computation Offloading for Cloud of Things Systems","Y. Nan; W. Li; W. Bao; F. C. Delicato; P. F. Pires; Y. Dou; A. Y. Zomaya","Centre for Distributed and High Performance Computing, School of Information Technologies, The University of Sydney, NSW, Australia; Centre for Distributed and High Performance Computing, School of Information Technologies, The University of Sydney, NSW, Australia; Centre for Distributed and High Performance Computing, School of Information Technologies, The University of Sydney, NSW, Australia; Department of Computer Science, Federal University of Rio de Janeiro, Rio de Janeiro, Brazil; Department of Computer Science, Federal University of Rio de Janeiro, Rio de Janeiro, Brazil; College of Computer Science, University of Defense Technology, Changsha, China; Centre for Distributed and High Performance Computing, School of Information Technologies, The University of Sydney, NSW, Australia","IEEE Access","","2017","5","","23947","23957","","","","10.1109/ACCESS.2017.2766165","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8081765","Internet of things;fog computing;Lyapunov optimization;green energy","Servers;Cloud computing;Logic gates;Edge computing;Time factors;Green products;Delays","cloud computing;energy conservation;Internet;Internet of Things;mobile computing;optimisation;power aware computing;telecommunication traffic","Internet of Things systems;green energy sources;Cloud of Things systems;application offloading;average response time;grid power;primary energy supply;solar power;dual energy sources;brown energy resources;IoT systems;fog computing nodes;energy efficiency;data offloading issue;fog layer;Internet traffic;network edge;data processing close;edge computing;cloud model;application processing;facto computing platform;cloud computing;adaptive energy-aware computation offloading","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Wireless sensor node design","N. A. A. Rahman; A. B. Jambek","School of Microelectronic Engineering, Universiti Malaysia Perlis, Perlis, Malaysia; School of Microelectronic Engineering, Universiti Malaysia Perlis, Perlis, Malaysia","2016 3rd International Conference on Electronic Design (ICED)","","2016","","","332","336","","","","10.1109/ICED.2016.7804662","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7804662","Remote monitoring system;LPC2103 Microcontroller;DHT11;nRF24L01","Wireless communication;Wireless sensor networks;Microcontrollers;Transceivers;Remote monitoring;Biomedical monitoring","data acquisition;Internet of Things;radio equipment;radio transceivers;wireless sensor networks","wireless sensor node design;remote monitoring system;Internet of Thing;IoT application;healthcare;logistic;data acquisition;nRF24L01 transceiver;raw data processing;microcontroller;ARM","","","","","","","","","IEEE","IEEE Conferences"
"A Logistic Regression and Artificial Neural Network-Based Approach for Chronic Disease Prediction: A Case Study of Hypertension","A. Wang; N. An; Y. Xia; L. Li; G. Chen","NA; NA; NA; NA; NA","2014 IEEE International Conference on Internet of Things (iThings), and IEEE Green Computing and Communications (GreenCom) and IEEE Cyber, Physical and Social Computing (CPSCom)","","2014","","","45","52","","","","10.1109/iThings.2014.16","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7059641","logistic regression;artifical neural network;hypertension prediction","Hypertension;Diseases;Predictive models;Logistics;Artificial neural networks;Analytical models;Regression analysis","backpropagation;diseases;medical computing;multilayer perceptrons;patient diagnosis;regression analysis","artificial neural network-based approach;chronic disease prediction model;population aging;Internet of Things;IoT technology;healthcare technology;data-analysis;decision-making level;early hypertension detection;hypertension diagnosis;hypertension screening;cardiovascular diseases;quality of life improvement;hypertension-related risk factors;logistic regression analysis;ANN;binary logistic regression model;behavior risk factor surveillance system;BRFSS;multilayer perception neural network model;MLP neural network model;back propagation;BP algorithm;area under the receiver-operator curve;AUC","","","","","","","","","IEEE","IEEE Conferences"
"Enabling Technologies on Cloud of Things for Smart Healthcare","M. M. E. Mahmoud; J. J. P. C. Rodrigues; S. H. Ahmed; S. C. Shah; J. F. Al-Muhtadi; V. V. Korotaev; V. H. C. De Albuquerque","Faculty of Computer Science and Information Technology, University of Kassala, Kassala, Sudan; National Institute of Telecommunications, Santa Rita do Sapucaí-MG, Brazil; Department of Computer Science, Georgia Southern University, Statesboro, GA, USA; Department of Information and Communication Engineering, Hankuk University of Foreign Studies, Seoul, South Korea; Center of Excellence in Information Assurance, King Saud University, Riyadh, Saudi Arabia; Technosphere Safety, ITMO University, Saint Petersburg, Russia; PPGIA, University of Fortaleza, Fortaleza- CE, Brazil","IEEE Access","","2018","6","","31950","31967","","","","10.1109/ACCESS.2018.2845399","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8375951","Cloud computing;Cloud of Things;energy efficiency;Internet of Things;smart healthcare","Cloud computing;Medical services;Energy efficiency;Sensors;Computer architecture;Internet of Things;Wireless sensor networks","cloud computing;energy conservation;health care;power aware computing;quality of service;ubiquitous computing","smart healthcare;cloud computing;pervasive computing;ubiquitous computing;delay-sensitive services;energy-efficient CoT architectures;energy efficiency solutions;Cloud of Things;Internet of Things;CoT-based services;energy efficiency;QoS","","","","","","","","","IEEE","IEEE Journals & Magazines"
