"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Mobile sensing and network analytics for realizing smart automated systems towards health Internet of Things","C. Kan; Y. Chen; F. Leonelli; H. Yang","Complex Systems Monitoring, Modeling and Analysis Laboratory, University of South Florida, Tampa, FL 33620 USA; Complex Systems Monitoring, Modeling and Analysis Laboratory, University of South Florida, Tampa, FL 33620 USA; Cardiac Electrophysiology Lab at the James A. Haley Veterans' Hospital; Complex Systems Monitoring, Modeling and Analysis Laboratory, University of South Florida, Tampa, FL 33620 USA","2015 IEEE International Conference on Automation Science and Engineering (CASE)","","2015","","","1072","1077","","","","10.1109/CoASE.2015.7294241","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7294241","","Electrocardiography;Monitoring;Heart;Big data;Mobile communication;Robot sensing systems","diseases;electrocardiography;Internet of Things;medical signal processing;mobile computing;patient monitoring;telemedicine;wearable computers","mobile sensing;network analytics;smart automated systems;health Internet of things;smart manufacturing;smart city;smart home;pervasive sensing;mobile technology;wearable biosensing;human-centered computing;smart health management;heart health;smart monitoring;Internet of hearts;IOH;electrocardiogram signals;space-time cardiac dynamics;multisensor signals;big data analytics;large-scale IoT contexts;mobile and e-network smart health;MESH;mobile-based ECG sensing device;space-time cardiac electrical activity representation;optimal model-based representation;dynamic network embedding;disease pattern recognition","","","","","","","","","IEEE","IEEE Conferences"
"A study of integration Internet of Things with health level 7 protocol for real-time healthcare monitoring by using cloud computing","K. Plathong; B. Surakratanasakul","Department of Information Technology, King Mongkut's Institute of Technology Ladkrabang, Bangkok, Thailand; Department of Information Technology, King Mongkut's Institute of Technology Ladkrabang, Bangkok, Thailand","2017 10th Biomedical Engineering International Conference (BMEiCON)","","2017","","","1","5","","","","10.1109/BMEiCON.2017.8229134","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8229134","Real-time healthcare monitoring system;Internet of Things;Health Level 7;Cloud computing;XML","Medical services;Internet of Things;Protocols;Monitoring;Cloud computing;XML;Real-time systems","blood;cloud computing;health care;medical information systems;patient monitoring;Web services;XML","patient treatment;Internet of Things;aging society support;medical data transfer;real-time healthcare monitoring support;JSON language;web service;XML language;Health Level 7 standard;hospitals;public health;medical device;cloud computing;health level 7 protocol","","","","","","","","","IEEE","IEEE Conferences"
"Internet of Thing based healthcare monitoring system","H. N. Saha; D. Paul; S. Chaudhury; S. Haldar; R. Mukherjee","Department of Computer Science and Engineering, University of Engineering and Management, Kolkata, India; Department of Computer Science and Engineering, University of Engineering and Management, Kolkata, India; Department of Computer Science and Engineering, University of Engineering and Management, Kolkata, India; Department of Computer Science and Engineering, University of Engineering and Management, Kolkata, India; Department of Computer Science and Engineering, University of Engineering and Management, Kolkata, India","2017 8th IEEE Annual Information Technology, Electronics and Mobile Communication Conference (IEMCON)","","2017","","","531","535","","","","10.1109/IEMCON.2017.8117245","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8117245","Internet of Thing(IoT);Atmega328p microcontroller;GSM Modem;EC G Sensor;Temperature Sensor(LM35);Heartbeat Sensor;Wi-Fi module(ESP 8266);L.C.D;Wireless Body Sensor Network(WBSN);Graphical User Interface(GUI)","Medical services;Monitoring;Wireless fidelity;Temperature sensors;Temperature measurement;Microcontrollers;Wireless sensor networks","cloud computing;computer network security;health care;Internet of Things;medical information systems;open systems;patient monitoring;telemedicine;wireless LAN","IoT;data interoperability methods;Healthcare communication method;effective healthcare monitoring system;wireless communication;efficient remote monitoring system;quality healthcare;information and communication technologies;Internet of Things;vital health parameters;message service;audio signaling device;cloud computing;password protected Wi-Fi module","","","","","","","","","IEEE","IEEE Conferences"
"A new fall detection system on Android smartphone: Application to a SDN-based IoT system","H. A. Tran; Q. T. Ngo; V. Tong","Bach Khoa Cyber Security Center, Hanoi University of Science and Technology, 1 Dai Co Viet street, Ha Noi, Vietnam; School of Information and Communication Technology, Hanoi University of Science and Technology, 1 Dai Co Viet street, Ha Noi, Vietnam; Bach Khoa Cyber Security Center, Hanoi University of Science and Technology, 1 Dai Co Viet street, Ha Noi, Vietnam","2017 9th International Conference on Knowledge and Systems Engineering (KSE)","","2017","","","1","6","","","","10.1109/KSE.2017.8119425","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8119425","Fall detection;Android application;Healthcare system","Acceleration;Androids;Humanoid robots;Legged locomotion;Senior citizens;Accelerometers;Monitoring","biological tissues;biomechanics;bone;data mining;fracture;geriatrics;Internet of Things;learning (artificial intelligence);medical computing;smart phones;software defined networking","soft tissue damage;Android application;machine learning;data mining;fall detection system;healthcare system;SDN-based IoT system","","","","","","","","","IEEE","IEEE Conferences"
"A compact multichannel data acquisition and processing system for IoT applications","M. George; Akash J B; A. Hussain; S. P. Sreelal","Vikram Sarabhai Space Centre, Indian Space Research Organisation, Trivandrum, India; Vikram Sarabhai Space Centre, Indian Space Research Organisation, Trivandrum, India; Vikram Sarabhai Space Centre, Indian Space Research Organisation, Trivandrum, India; Vikram Sarabhai Space Centre, Indian Space Research Organisation, Trivandrum, India","2015 International Conference on Advances in Computing, Communications and Informatics (ICACCI)","","2015","","","1263","1267","","","","10.1109/ICACCI.2015.7275786","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7275786","Data acquisition;Fast Fourier Transform (FFT);System on chip (SoC);Multichannel;Internet of Things (IoT)","Data acquisition;System-on-chip;Microcontrollers;Spectral analysis;Field programmable gate arrays;Monitoring;MATLAB","data acquisition;data handling;electronic engineering computing;field programmable gate arrays;Internet of Things;microcontrollers;system-on-chip","compact multichannel data acquisition system;IoT applications;Internet of Things;data monitoring;data handling;embedded spectrum estimation;smart fusion system on-chip device;microcontroller;field programmable gate array;FPGA","","","","","","","","","IEEE","IEEE Conferences"
"Optimized Module Placement in IoT Applications Based on Fog Computing","Z. Rezazadeh; D. Rahbari; M. Nickray","Department of Computer Engineering and Information Technology, University of Qom, Qom, 3716146611, Iran; Department of Computer Engineering and Information Technology, University of Qom, Qom, 3716146611, Iran; Department of Computer Engineering and Information Technology, University of Qom, Qom, 3716146611, Iran","Electrical Engineering (ICEE), Iranian Conference on","","2018","","","1553","1558","","","","10.1109/ICEE.2018.8472469","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8472469","fog computing;resource management;simulated annealing;health care;module placement","Cloud computing;Edge computing;Computational modeling;Medical services;Resource management;Simulated annealing;Sensors","cloud computing;computer centres;cost reduction;Internet of Things;minimisation;simulated annealing","IoT applications;fog computing;online responses;cloud data centers;data transfers;resource management techniques;fog device;analytics applications;module placement optimization;Internet of Things devices;response time minimization;simulated annealing algorithm;cost reduction;energy conception","","","","","","","","","IEEE","IEEE Conferences"
"Indoor localization based on bi-phase measurements for wireless sensor networks","M. Pelka; C. Bollmeyer; H. Hellbrück","Luebeck University of Applied Sciences, Germany, (LUAS), Department of Electrical Engineering and Computer Science; Luebeck University of Applied Sciences, Germany, (LUAS), Department of Electrical Engineering and Computer Science; Luebeck University of Applied Sciences, Germany, (LUAS), Department of Electrical Engineering and Computer Science","2015 IEEE Wireless Communications and Networking Conference (WCNC)","","2015","","","1362","1367","","","","10.1109/WCNC.2015.7127667","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7127667","Indoor positioning System;Phase Measurement;Multiple Frequencies;Wireless Sensor Network;Internet of Things","Frequency measurement;Phase measurement;Position measurement;Accuracy;Estimation;Distance measurement;Mobile communication","microprocessor chips;mobile radio;phase measurement;sensor placement;wireless sensor networks;Zigbee","wireless sensor networks;indoor localization;bi-phase measurements;complete indoor positioning system;mobile wireless sensor nodes;location engine;IEEE802.15.4 radio chips;distance estimation","","","","","","","","","IEEE","IEEE Conferences"
"Opportunities and challenges of the Internet of Things for healthcare: Systems engineering perspective","F. Fernandez; G. C. Pallis","Department TFB-ATSI FI-ETSIINF, Polytechical University of Madrid (UPM), Campus de Montegancedo, 28660 Madrid, Spain; T4i Engineering Ltd, 40 Gracechurch Str. EC3V 0BT, London, United Kingdom","2014 4th International Conference on Wireless Mobile Communication and Healthcare - Transforming Healthcare Through Innovations in Mobile and Wireless Technologies (MOBIHEALTH)","","2014","","","263","266","","","","10.1109/MOBIHEALTH.2014.7015961","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7015961","Internet of Things (IoT);systems engineering;healthcare;eHealth;mHealth;medical body area networks;big data analytics;cloud computing","Medical services;Biomedical monitoring;Monitoring;Ecosystems;Wireless communication;Systems engineering and theory;Sensors","Big Data;biomedical equipment;cloud computing;data acquisition;data analysis;data privacy;electronic data interchange;health care;information retrieval;information storage;Internet of Things;medical information systems;real-time systems;systems engineering;telemedicine","healthcare IoT opportunities;healthcare IoT challenge;healthcare Internet of Things;systems engineering;real time medical information acquisition;real time medical information analysis;real time medical information communication;open cloud;private cloud;hybrid cloud;big data stream collection;big data stream storage;big data stream analysis;context dependent alarm activation;innovative data acquisition paradigm;continuous medical data access;ubiquitous medical data access;health application ecosystem;hardware requirement;software support requirement;multidisciplinary development area;vertical market;horizontal market;stakeholder collaboration;enduser;application domain expert;hardware designer;software developer;market specialist;road mapping strategist;visionary collaboration;healthcare ecosystem;complex decision space;general IoT space examination","","","","","","","","","IEEE","IEEE Conferences"
"Uncertainty Investigation for Personalised Lifelogging Physical Activity Intensity Pattern Assessment with Mobile Devices","J. Qi; P. Yang; M. Hanneghan; K. Latham; S. Tang","NA; NA; NA; NA; NA","2017 IEEE International Conference on Internet of Things (iThings) and IEEE Green Computing and Communications (GreenCom) and IEEE Cyber, Physical and Social Computing (CPSCom) and IEEE Smart Data (SmartData)","","2017","","","871","876","","","","10.1109/iThings-GreenCom-CPSCom-SmartData.2017.134","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8276853","physical activity;intensity pattern;ellipse fitting model;density map;mobile device","Uncertainty;Mobile handsets;Mobile communication;Biomedical monitoring;Medical services;Legged locomotion;Monitoring","biomechanics;diseases;health care;mobile handsets;patient monitoring;telemedicine","Google Fit app;metabolic equivalents;ellipse fitting model;chronic diseases;healthcare technologies;PA activity monitoring;mobile personalised healthcare platform MHA;wearable device Samsung;mobile app tracker Moves;regular uncertainties;irregular uncertainties;wellbeing monitoring;PA pattern detection;PA measurement;PA recognition techniques;diverse physical characteristics;mobile phone;traditional lifelogging PA monitoring;physical activity assessment;mobile devices;personalised lifelogging physical activity intensity pattern assessment;uncertainty investigation","","","","","","","","","IEEE","IEEE Conferences"
"Proposing secure and lightweight authentication scheme for IoT based E-health applications","M. Almulhim; N. Zaman","College of Computer Sciences and IT, King Faisal University, Saudi Arabia; College of Computer Sciences and IT, King Faisal University, Saudi Arabia","2018 20th International Conference on Advanced Communication Technology (ICACT)","","2018","","","1","1","","","","10.23919/ICACT.2018.8323801","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8323801","Secure;Authentication;Light weight;ECC;IoT","","","","","","","","","","","","IEEE","IEEE Conferences"
"PhD Forum: Multimodal IoT and EMR Based Smart Health Application for Asthma Management in Children","U. Jaimini","NA","2017 IEEE International Conference on Smart Computing (SMARTCOMP)","","2017","","","1","2","","","","10.1109/SMARTCOMP.2017.7947025","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7947025","","Pediatrics;Air quality;Temperature measurement;Medical services;Monitoring;Sensors;Humidity","diseases;electronic health records;Internet of Things;mobile computing;paediatrics;patient monitoring","electronic medical records;vulnerability score;asthma control level;multimodal data processing;kHealth framework;continuous patient monitoring;children;asthma management;smart health application;EMR;multimodal IoT","","","","","","","","","IEEE","IEEE Conferences"
"A 65 nm 0.5 V DPS CMOS Image Sensor With 17 pJ/Frame.Pixel and 42 dB Dynamic Range for Ultra-Low-Power SoCs","N. Couniot; G. de Streel; F. Botman; A. K. Lusala; D. Flandre; D. Bol","ICTEAM Institute, Université catholique de Louvain, Louvain-la-Neuve, Belgium; ICTEAM Institute, Université catholique de Louvain, Louvain-la-Neuve, Belgium; ARM Ltd., Cambridge, UK; Synergia Medical, Mont-Saint Guibert, Belgium; ICTEAM Institute, Université catholique de Louvain, Louvain-la-Neuve, Belgium; ICTEAM Institute, Université catholique de Louvain, Louvain-la-Neuve, Belgium","IEEE Journal of Solid-State Circuits","","2015","50","10","2419","2430","","","","10.1109/JSSC.2015.2457897","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7180418","CMOS image sensor;ultra-low power;ultra-low voltage;system-on-chip","System-on-chip;CMOS integrated circuits;Switches;Leakage currents;Wireless sensor networks;MOS devices;Logic gates","CMOS image sensors;comparators (circuits);digital readout;image sampling;Internet of Things;low-power electronics;nanoelectronics;nanosensors;sensor arrays;system-on-chip;wireless sensor networks","DPS CMOS image sensor array;ultra low power SoC;wireless sensors node;Internet of Things;nanometer CMOS systems-on-chip;time-based digital pixel sensor;ultra low voltage;fixed pattern noise;wide range adaptive body biasing;2-transistor in-pixel comparator;digital readout;delta reset sampling;WSN;ULP SoC;digital pixel sensor;size 65 nm;voltage 0.5 V;energy 17 pJ;power 8.8 muW","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Social Persuasion in Online and Physical Networks","V. K. Singh; A. Mani; A. Pentland","NA; NA; NA","Proceedings of the IEEE","","2014","102","12","1903","1910","","","","10.1109/JPROC.2014.2363986","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6949053","Cyber–physical social networks;networked intervention;persuasive computing;social persuasion;Cyber–physical social networks;networked intervention;persuasive computing;social persuasion","Market research;Social network services;Media;Context modeling;Internet;Global Positioning System;Public policy;Design methodology;Algorithm design and analysis;Internet of things;Complex networks;Medical services;Social factors;Behavioral science","Internet of Things;mobile computing;social networking (online);social sciences computing","social persuasion;online network;physical network;interpersonal trust;data-driven analysis;Internet of Things;big data;smartphone;cyber world","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Secure and efficient e-health scheme based on the Internet of Things","Z. A. Hussien; H. Jin; Z. A. Abduljabbar; M. A. Hussain; A. A. Yassin; S. H. Abbdal; M. A. Al Sibahee; Deqing Zou","Cluster and Grid Computing Laboratory, Services Computing Technology and System Laboratory, School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, 430074, China; Cluster and Grid Computing Laboratory, Services Computing Technology and System Laboratory, School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, 430074, China; Cluster and Grid Computing Laboratory, Services Computing Technology and System Laboratory, School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, 430074, China; Cluster and Grid Computing Laboratory, Services Computing Technology and System Laboratory, School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, 430074, China; University of Basrah, Iraq; Cluster and Grid Computing Laboratory, Services Computing Technology and System Laboratory, School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, 430074, China; Huazhong University of Science and Technology, China; Cluster and Grid Computing Laboratory, Services Computing Technology and System Laboratory, School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, 430074, China","2016 IEEE International Conference on Signal Processing, Communications and Computing (ICSPCC)","","2016","","","1","6","","","","10.1109/ICSPCC.2016.7753621","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7753621","Internet of Things;e-health;data privacy;anonymity;key session agreement","","Big Data;cloud computing;data privacy;health care;Internet of Things;mobile computing;public key cryptography;wearable computers","e-health scheme;Internet of Things;network service platform;intelligent mobile medical devices;wearable biomedical sensor devices;cloud computing;Big Data analysis;e-health services;local base station;hospital cloud server;health data collection;crypto hash function;authentication exchanges;session key agreement","","","","","","","","","IEEE","IEEE Conferences"
"Live demonstration: An IoT smartwatch-based system for intensive care monitoring","F. Stradolini; E. Lavalle; P. M. Ros; G. De Micheli; D. Demarchi; S. Carrara","Integrated Systems Laboratory, EPFL, Switzerland; Integrated Systems Laboratory, EPFL, Switzerland; Department of Electronics and Telecommunications, Politecnico di Torino, Italy; Integrated Systems Laboratory, EPFL, Switzerland; Department of Electronics and Telecommunications, Politecnico di Torino, Italy; Integrated Systems Laboratory, EPFL, Switzerland","2017 IEEE Biomedical Circuits and Systems Conference (BioCAS)","","2017","","","1","1","","","","10.1109/BIOCAS.2017.8325090","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8325090","","Monitoring;Medical services;Servers;Biomedical monitoring;Protocols;Androids;Humanoid robots","health care;hospitals;Internet of Things;medical computing;medical information systems;patient care;patient monitoring","live demonstration;IoT smartwatch;intensive care monitoring;wearable devices;wellness monitoring;smartwatch-based IoT system;monitoring efficacy;critical hospitalized patients;medical doctor;bio-sensing platforms;anomalous measured values;urgent medical intervention;hospital areas;metabolite measurement","","","","","","","","","IEEE","IEEE Conferences"
"Design and implementation of an interoperable messaging system for IoT healthcare services","B. Oryema; H. Kim; W. Li; J. T. Park","School of Electronics Engineering, Kyungpook National University, Daegu, South Korea; School of Electronics Engineering, Kyungpook National University, Daegu, South Korea; School of Electronics Engineering, Kyungpook National University, Daegu, South Korea; School of Electronics Engineering, Kyungpook National University, Daegu, South Korea","2017 14th IEEE Annual Consumer Communications & Networking Conference (CCNC)","","2017","","","45","52","","","","10.1109/CCNC.2017.7983080","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7983080","IoT;PHD;oneM2M;ISO/IEEE 11073 PHD;MQTT;CoAP","Protocols;Medical services;ISO Standards;IEEE Standards;Quality of service;Reliability","biomedical telemetry;electronic data interchange;health care;IEEE standards;Internet of Things;ISO standards;medical information systems;open systems;queueing theory","interoperable messaging system;IoT healthcare services;Internet of Things;connected transport;smart cities;connected homes;connected healthcare;sensors;actuators;network connectivity;data exchange;small constrained device;healthcare sector;Personal Health Devices;one Machine to Machine;oneM2M;ISO-IEEE 11073 PHD;healthcare standards;interoperability;international standards;standard IoT protocols;Message Queuing Telemetry Transport;MQTT;Constrained Application Protocol;CoAP;IoT environment;message system;constrained environment;packet loss rate number","","","","","","","","","IEEE","IEEE Conferences"
"Robotics the roadmap to a digital life","M. Rayyan; A. Jaiswal","Computer Science Department, Amity University, Noida, India; Computer Science Department, Amity University, Noida, India","2015 International Conference on Green Computing and Internet of Things (ICGCIoT)","","2015","","","1240","1244","","","","10.1109/ICGCIoT.2015.7380653","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7380653","Artificial intelligence;robotics;lead through","Robot sensing systems;Automation;Maintenance engineering;Assembly;Estimation;Planets","robots","robot employment;robot usefulness;robot categorization;robotic enhancement","","","","","","","","","IEEE","IEEE Conferences"
"Fog Computing in Healthcare Internet of Things: A Case Study on ECG Feature Extraction","T. N. Gia; M. Jiang; A. Rahmani; T. Westerlund; P. Liljeberg; H. Tenhunen","NA; NA; NA; NA; NA; NA","2015 IEEE International Conference on Computer and Information Technology; Ubiquitous Computing and Communications; Dependable, Autonomic and Secure Computing; Pervasive Intelligence and Computing","","2015","","","356","363","","","","10.1109/CIT/IUCC/DASC/PICOM.2015.51","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7363093","Internet of Things;Healthcare;Smart Gateway;Sensor Network;Heart Rate;ECG feature extraction;Fog Computing","Logic gates;Monitoring;Cloud computing;Medical services;Real-time systems;Servers;Electrocardiography","cardiology;electrocardiography;embedded systems;feature extraction;health care;Internet of Things;medical signal processing;wavelet transforms","cardiac disease diagnosis;wavelet transform mechanism;ECG signal;electrocardiogram feature extraction;remote cloud server;wireless communication protocol;sensor node;bio-signal;ubiquitous health monitoring system;IoT;ECG feature extraction;healthcare Internet of Things;fog computing","","","","","","","","","IEEE","IEEE Conferences"
"An Analysis of RFID Authentication Schemes for Internet of Things in Healthcare Environment Using Elliptic Curve Cryptography","D. He; S. Zeadally","School of Mathematics and Statistics, Wuhan University, Wuhan, China; College of Communication and Information, University of Kentucky, Lexington, KY, USA","IEEE Internet of Things Journal","","2015","2","1","72","83","","","","10.1109/JIOT.2014.2360121","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6907930","Authentication;Elliptic curve cryptography;Internet of Things;Performance;Radio Frequency indentification;Security;Authentication;elliptic curve cryptography (ECC);Internet of Things (IoT);performance;radio-frequency identification (RFID);security","Radiofrequency identification;Authentication;Medical devices;Medical services;Internet of Things;Biomedical monitoring;Intelligent ;Elliptic curve cryptography;Cryptography;Radiofrequency identification;Computer security","health care;Internet of Things;public key cryptography;radiofrequency identification","Internet of Things;healthcare environment;elliptic curve cryptography;IoT technologies;radio-frequency identification technology;security requirements;ECC-based RFID authentication schemes","","","","","","","","","IEEE","IEEE Journals & Magazines"
"Emerging curriculum for industry and human applications in Internet of Things","V. Kharchenko; O. Illiashenko; A. Boyarchuk; V. Sklyar; C. Phillips","National Aerospace University “KhAI”, Chkalov str., 17, Kharkiv, Ukraine; National Aerospace University “KhAI”, Chkalov str., 17, Kharkiv, Ukraine; National Aerospace University “KhAI”, Chkalov str., 17, Kharkiv, Ukraine; National Aerospace University “KhAI”, Chkalov str., 17, Kharkiv, Ukraine; Newcastle University, Newcastle upon Tyne NE1 7RU, UK","2017 9th IEEE International Conference on Intelligent Data Acquisition and Advanced Computing Systems: Technology and Applications (IDAACS)","","2017","2","","918","922","","","","10.1109/IDAACS.2017.8095220","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8095220","IoT;curricula development;IoT-based system;hardware and software;safety and security;critical domains","Training;Industries;Europe;Medical services;Robots;Microcontrollers","educational courses;Internet of Things;smart power grids","human applications;curricula development ALIOT;academic programs;Ukraine;labor market;EU;economic labor diversity;IoT applications;interdisciplinary multidomain;intensive capacity building measures;multidomain IoT cluster network;Erasmus-program;MDICN;Internet of Things;MSc level transnational program;PhD level transnational program","","","","","","","","","IEEE","IEEE Conferences"
"Medicine data transceiver","J. Tu","Department of electronic Engineering, St. John's University, Taiwan","2013 IEEE International Symposium on Consumer Electronics (ISCE)","","2013","","","137","138","","","","10.1109/ISCE.2013.6570149","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6570149","Baby medicine;Transceiver","Pediatrics;Servers;Transceivers;Radio frequency;Universal Serial Bus;Transforms;Cloud computing","biomedical electronics;biomedical measurement;cloud computing;embedded systems;information storage;Internet of Things;medical information systems;paediatrics;transceivers","Internet-of-Thing;body medicine data transceiver;embedded signal chip;transmutation module;USB module;RF module;UART module;baby medicine measurement instrument;I<sup>2</sup>C module;user data;network module;cloud computing;baby-medicine data storing","","","","","","","","","IEEE","IEEE Conferences"
"Resource-Efficient Secure Data Sharing for Information Centric E-Health System Using Fog Computing","L. Dang; M. Dong; K. Ota; J. Wu; J. Li; G. Li","NA; NA; NA; NA; NA; NA","2018 IEEE International Conference on Communications (ICC)","","2018","","","1","6","","","","10.1109/ICC.2018.8422844","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8422844","","Encryption;Real-time systems;Task analysis;Edge computing;Publish-subscribe","cache storage;cloud computing;cryptography;data privacy;health care;Internet of Things;medical computing;outsourcing","resource-efficient secure data;information centric e-health system;fog computing;accelerating number;IoT applications;information centric network paradigm;lower system complexity;security challenges;real-time e-health applications;sensitive data;distributed data caching environment;data publisher;above-mentioned system;computation resources;system efficiency;resource-constrained terminal medical devices;network architectures;security requirements","","","","","","","","","IEEE","IEEE Conferences"
"On Personalization in IoT","T. Vallée; K. Sedki; S. Despres; M. -. Jaulant; K. Tabia; A. Ugon","NA; NA; NA; NA; NA; NA","2016 International Conference on Computational Science and Computational Intelligence (CSCI)","","2016","","","186","191","","","","10.1109/CSCI.2016.0042","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7881335","Internet of Things;Personalization;Well-being and health applications","","Internet of Things;medical computing","IoT personalization;Internet of Things;connected objects;health;well-being;sleep quality","","","","","","","","","IEEE","IEEE Conferences"
"Proposing a modeling framework for minimizing security vulnerabilities in IoT systems in the healthcare domain","P. A. Wortman; F. Tehranipoor; N. Karimian; J. A. Chandy","Electrical and Computer Engineering Department, University of Connecticut, Storrs CT 06269, USA; Electrical and Computer Engineering Department, University of Connecticut, Storrs CT 06269, USA; Electrical and Computer Engineering Department, University of Connecticut, Storrs CT 06269, USA; Electrical and Computer Engineering Department, University of Connecticut, Storrs CT 06269, USA","2017 IEEE EMBS International Conference on Biomedical & Health Informatics (BHI)","","2017","","","185","188","","","","10.1109/BHI.2017.7897236","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7897236","","","biomedical communication;health care;Internet of Things;medical computing;security of data","security vulnerabilities;medical domains;healthcare domains;IoT networks;industrial-level technology;security design;medical IoT devices;AADL software","","","","","","","","","IEEE","IEEE Conferences"
"Dynamic Knowledge Repository-Based Security Auxiliary System of User Behavior","F. Yang; J. Wu; S. Tang; H. Zhang","NA; NA; NA; NA","2013 IEEE International Conference on Green Computing and Communications and IEEE Internet of Things and IEEE Cyber, Physical and Social Computing","","2013","","","2081","2084","","","","10.1109/GreenCom-iThings-CPSCom.2013.390","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6682400","pattern of user behavior;dynamic knowledge repository;file source;host security","Malware;Testing;Computers;Bayes methods;Viruses (medical)","Bayes methods;invasive software;learning (artificial intelligence);trees (mathematics)","dynamic machine learning;host security assessment value;safety consciousness;usage habits;file sources security weight;file behaviors;Bayesian algorithm;attack tree model;unknown file maliciousness;process behavior normal dynamic analysis;malware detection;user behavior pattern;dynamic knowledge repository-based security auxiliary system","","","","","","","","","IEEE","IEEE Conferences"
"Smart-log: An automated, predictive nutrition monitoring system for infants through the IoT","P. Sundaravadivel; K. Kesavan; L. Kesavan; S. P. Mohanty; E. Kougianos; M. Ganapathiraju","Computer Science and Engineering, University of North Texas, USA; Computer Science and Engineering, University of Texas Arlington, USA; Independent Researcher, Dallas, Texas, USA; Computer Science and Engineering, University of North Texas, USA; Engineering Technology, University of North Texas, USA; Biomedical Informatics, University of Pittsburgh, USA","2018 IEEE International Conference on Consumer Electronics (ICCE)","","2018","","","1","4","","","","10.1109/ICCE.2018.8326068","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8326068","Internet of Things (IoT);Smart Healthcare;Smart Home;Optical Character Recognition","Monitoring;Pediatrics;Optical character recognition software;Sensor systems;Electronic mail;Data acquisition;Databases","biomedical equipment;cameras;health care;Internet of Things;medical computing;mobile computing;paediatrics;patient monitoring;sensors;smart phones","IoT;piezo-based sensor board;smart phone camera;Smart-log;sensor system;automated food monitoring system;food intake;organ function;healthy tissues;infants;predictive nutrition monitoring system;automated nutrition monitoring system","","","","","","","","","IEEE","IEEE Conferences"
"An Internet of things resource for rehabilitation","A. L. Brooks; E. Brooks","Dept Media Technology Aalborg University, Niels Bohrs vej 8 6700 Esbjerg, Denmark; ADMT (Design, Learning & Innovation) Aalborg University, Niels Bohrs vej 8 6700 Esbjerg, Denmark","2014 International Conference on Collaboration Technologies and Systems (CTS)","","2014","","","461","467","","","","10.1109/CTS.2014.6867605","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6867605","cloud-based collaboration resource;communication;Internet of Things;therapy;rehabilitation;healthcare","Games;Medical services;Cloud computing;Context;Technological innovation;Training","cloud computing;health care;Internet of Things;medical computing;patient rehabilitation","Internet of Things resource;SoundScapes;health care intervention;health care communication;ICT use;information and communication technology;treatment outcomes;patient rehabilitation;evolving cloud-based collaboration infrastructure resource;feed-in feed-out entity;in-action model;on-action model","","","","","","","","","IEEE","IEEE Conferences"
